Recon 2 ID	Name	InChIKey	ChEBI ID	HMDB ID	KEGG ID	PubChem Compound ID	LMSD ID
CE5593	4-OH-retinal	NCIHLRCJOBKKAL-UHFFFAOYSA-N		HMDB12788		14015984	
CE5594	9,13-cis-retinoate	SHGAZHPCJJPHSC-UHFFFAOYSA-N	15367	HMDB12874	C00777	6419708	LMPR01090023
CE5626	salsolinol 1-carboxylate	XHGLVMDBZZZXDP-UHFFFAOYSA-N		HMDB13068		100185	
CE5627	salsoline-1-carboxylate	CJEFWISJWQNPSZ-UHFFFAOYSA-N		HMDB13067		320322	
CE5629	1,2-dehydrosalsolinol	DWHSGRLKLUGKOU-UHFFFAOYSA-N	193796	HMDB12490			
CE5643	peroxynitrite	CMFNMSMUKZHDEY-UHFFFAOYSA-N	25941	HMDB02179	C16845	123349	
CE5653	4-oxo-9-cis-retinoate	YOFBBAJVETYSCH-UHFFFAOYSA-N				54518673	
CE5654	4-oxo-13-cis-retinoate	YOFBBAJVETYSCH-UHFFFAOYSA-N		HMDB12789		9995780	
CE5655	13'-hydroxy-gama-tocopherol	QNBPVJMQPAQXML-LQQQDGNYSA-N		HMDB12561		53481467	
CE5656	lipoyl-AMP(1-)	QWEGOCJRZOKSOE-NLJBGGCZSA-N	55451		C16238	23724672	
CE5661	15-oxo-lipoxin A4	KMQGFEBCBYXSPZ-RTBURBONSA-N		HMDB12590		53481477	
CE5662	13,14-dihydro-15-oxo-lipoxin A4	FPRPRBFSKMFXRV-RTBURBONSA-N		HMDB12564		53481470	
CE5665	leukoaminochrome	VGSVNUGKHOVSPK-UHFFFAOYSA-N		HMDB12992	C17756	147311	
CE5698	1,4-benzothiazine-o-quinonimine	NANJICKTJNNTGA-RQJHMYQMSA-N		HMDB12491		53481441	
CE5700	12-hydroperoxyeicosatetraenoate glyceryl ester	DRKQAMJEQFTELM-NRFANRHFSA-N					
CE5726	Prostaglandin PGE2 1-glyceryl ester	RJXVYMMSQBYEHN-UTNFEIGLSA-N		HMDB13043		52193688	
CE5727	Prostaglandin PGE2 3-glyceryl ester	RJXVYMMSQBYEHN-UTNFEIGLSA-N					
CE5730	Prostaglandin PGB2 glyceryl ester	FHFHTYWWDZUGTL-IBGZPJMESA-N					
CE5747	N-retinylidene-N-retinylethanolamine	WPWFMRDPTDEJJA-UHFFFAOYSA-N					
CE5752	iso-A2E(13-cis)	WPWFMRDPTDEJJA-UHFFFAOYSA-N					
CE5753	iso-A2E(11-cis)	WPWFMRDPTDEJJA-UHFFFAOYSA-N					
CE5754	iso-A2E(9-cis)	WPWFMRDPTDEJJA-UHFFFAOYSA-N					
CE5755	iso-A2E(9,13-di-cis)	WPWFMRDPTDEJJA-UHFFFAOYSA-N					
CE5756	9-cis-retinoyl-beta-D-glucuronide	MTGFYEHKPMOVNE-LUGHBPAASA-N	28870	HMDB03141	C11061	5281877	
CE5757	4-oxo-9-cis-retinoyl-beta-glucuronide	XEIKLAKHCVSUMR-LUGHBPAASA-N					
CE5775	iso-A2E(9'-cis)	WPWFMRDPTDEJJA-UHFFFAOYSA-N					
CE5776	iso-A2E(11'-cis)	WPWFMRDPTDEJJA-UHFFFAOYSA-N					
CE5782	somatostatin	NHXLMOGPVYXJNR-FMGBKAQLSA-N	64628			44291156	
CE5783	Somatostatin fragment 3-14	TZTLCJNYBHBVBN-AFXJIWCMSA-N		HMDB13071		53481604	
CE5786	kinetensin	PANUJGMSOSQAAY-WIPKCGCKSA-N		HMDB12988		147043	
CE5787	kinetensin 1-3	JXUGDUWBMKIJDC-LMLFDSFASA-N		HMDB12983		53481564	
CE5788	kinetensin 1-7	QMQIVQMAYCBWNH-CBNDDBNJSA-N		HMDB12984		53481565	
CE5789	kinetensin 1-8	KLNGALQMFAURPH-VLOQVGJISA-N		HMDB12985		53481566	
CE5791	kinetensin 4-8	CCANVONJZOLPKG-PNHLWVRCSA-N		HMDB12987		53481568	
CE5794	neuromedin B	YPFNACALNKVZNK-VJHVQVMWSA-N		HMDB13018		53481579	
CE5795	neuromedin B (1-3)	JVWPPCWUDRJGAE-JGVFFNPUSA-N		HMDB13016		53481577	
CE5796	neuromedin B (4-10)	MVOFLIKDVHKCBK-NBJFSQTDSA-N		HMDB13017		53481578	
CE5797	neuromedin N	NSLIVCMCAULZET-HPILBIDWSA-N		HMDB13022		53481583	
CE5798	neuromedin N (1-4)	SKGLAZSLOGYCCA-QBRDCIPWSA-N		HMDB13021		53481582	
CE5815	20-hydroxy-5S-HETE	IWYJGYZCHKEPCK-IBGZPJMESA-N					
CE5820	histidyl-prolinamide	BVQMQRWLLWQCLL-RKDXNWHRSA-N					
CE5828	5,9,11-trihydroxyprosta-6E,14Z-dien-1-oate	RZCPXIZGLPAGEV-PXWOONSHSA-N					
CE5829	5-HT-moduline	IMIVWAUMTAIVPJ-MQYQWHSLSA-N					
CE5835	8alpha-hydroxytocopherone	RGHRSULFYHBXJZ-YFVLFDEISA-N					
CE5837	7,8-epoxy-8alpha-hydroperoxytocopherone	VVOOFISPFGUBEC-ILCUQXGXSA-N					
CE5838	5,6-epoxy-alpha-tocopheryl quinone	XKMXNXGDIBTSKJ-DDONMMKFSA-N					
CE5839	4alpha,5-epoxy-8alpha-hydroperoxytocopherone	FTDAVYLKBDZWCU-DGCSJVOTSA-N					
CE5840	2,3-epoxy-alpha-tocopheryl quinone	HVYBSPVYLDVWGS-DDONMMKFSA-N					
CE5842	13'-hydroxy-alpha-tocopherol	URYLCCKXLNXSRS-YPPOIOMDSA-N		HMDB12559		53481465	
CE5843	13'-carboxy-alpha-tocopherol	NJIUWSABAIXPGI-HDNKMDRFSA-N		HMDB12555		53481461	
CE5853	alpha-CEHC-glucuronide	ZYZYJRHWJQUARI-DRLIGIOESA-N					
CE5854	gama-CEHC-glucuronide	WUOKWMDSDKXAQY-PKENLYCVSA-N					
CE5860	N-acetyl-5-methoxykynuramine	RJQIZOKNUKRKTP-UHFFFAOYSA-N				390658	
CE5865	L-leucyl-L-serine	XGDCYUQSFDQISZ-RQJHMYQMSA-N				40489070	
CE5866	L-alanyl-L-leucine	RDIKFPRVLJLMER-RQJHMYQMSA-N				6992388	
CE5867	N-acetyl-seryl-aspartyl-lysyl-proline	HJDRXEQUFWLOGJ-XGUBFFRZSA-N				14181658	
CE5868	N-acetyl-seryl-aspartate	GFPWFSOXDSNMDC-RITPCOANSA-N					
CE5869	lysyl-proline	AIXUQKMMBQJZCU-RKDXNWHRSA-N					
CE5875	2-methylglutaconyl-CoA	CDVNWVJDESFYAB-RMXYAHQBSA-N					
CE5898	pentyl radical	BFKVXNPJXXJUGQ-UHFFFAOYSA-N				123167	
CE5920	13-oxo-9Z,11E-tridecadienoate	XHDHWGKEDVWKAN-UHFFFAOYSA-N				54469261	
CE5921	octanoate radical	SZEXAAJOCGUGDC-UHFFFAOYSA-N					
CE5922	12,13-epoxy-9-hydroperoxy-10E-octadecenoate	SZMWZFAMDRNPCL-UHFFFAOYSA-N					
CE5924	9,11,15-trihydroxyprosta-5Z,13E-dien-1-oate	PXGPLTODNUVGFL-UAAPODJFSA-N	15553	HMDB01139	C00639	5283078	LMFA03010077
CE5925	12-peroxy-5Z,8Z,10E,14Z-eicosatetraenoate	IKLCJACAFFHUDB-UHFFFAOYSA-N					
CE5926	11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-5Z,9E-eicosadienoic	IWMASUQIBFLUFD-PXWOONSHSA-N					
CE5928	8-peroxy-5Z,9E,11Z,14Z-eicosatetraenoate	YZVOYCQSOZKHEA-UHFFFAOYSA-N					
CE5929	11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid	MZYZWZXTHYCVHQ-PXWOONSHSA-N					
CE5930	5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoic acid	KKEUQYWFAZBZHT-PFVVLILSSA-N					
CE5931	5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid	ZOCFIYOANZRNDX-PFVVLILSSA-N					
CE5932	13,14-epoxy-retinol	HQOAEUUDHIWDFP-UHFFFAOYSA-N					
CE5934	3(R)-hydroxy-pristanoyl-CoA	OQWHTSXXBMVROE-ALAIPQQLSA-N					
CE5935	(2S,6R,10R)-trimethyl-hendecanoyl-CoA	QCNISQOYPUIJJO-ODOJEOJXSA-N		HMDB12471		53481419	
CE5936	(2R,6R,10R)-trimethyl-hendecanoyl-CoA	QCNISQOYPUIJJO-ODOJEOJXSA-N					
CE5938	(4R,8R,12R)-trimethyl-2E-tridecenoyl-CoA	XDRCVDXWYZRMDN-ZSWLGLJSSA-N		HMDB12480		53481434	
CE5939	3-oxo-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	KWSORACHQGPYFT-GVFMIWBJSA-N					
CE5940	3(R)-hydroxy-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	QPPLWJJYCYBSDD-KLQBQZKPSA-N					
CE5941	(2S,6R,10R)-trimethyl-2E-hendecenoyl-CoA	IBMCVYHEOHFMLP-DEGWVGLMSA-N		HMDB12470		53481417	
CE5942	3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA	PNNFJGGYIRMCJJ-UUKPERDJSA-N					
CE5943	3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA	ZCRMZTYAHRWKNW-PAHIUCHQSA-N					
CE5944	10,11-dihydro-12-oxo-LTB4	AHHXLFNPCWCNQF-IBGZPJMESA-N		HMDB12498		53481445	
CE5945	10,11-dihydro-20-dihydroxy-LTB4	BZDHSIPNZCHPKA-ROUUACIJSA-N		HMDB12502		53481447	
CE5946	10,11-dihydro-20-trihydroxy-leukotriene B4	LSVHZFZMMXHHBS-ROUUACIJSA-N		HMDB12503		53481448	
CE5947	20-COOH-10,11-dihydro-LTB4	BCZGHMCTSJAJRR-ROUUACIJSA-N		HMDB12633		53481507	
CE5956	trans,trans,cis-geranyl-geranyl-PP	OINNEUNVOZHBOX-UHFFFAOYSA-N				735	
CE5966	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	KRKBEAQJNHSWAF-MDVJITSGSA-N					
CE5967	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA	NWGGHDWYXJUVMO-LAPMMJOOSA-N					
CE5968	3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate	YACBGVCITKQKQT-IRXDYDNUSA-N					
CE5969	10,11-dihydro-LTB4-CoA	ZYYSFSZTRFQEDO-VDUURSKLSA-N					
CE5970	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	AYYISPCMVSHNTF-VDUURSKLSA-N					
CE5971	3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA	QRICRRFWADTSRS-XGBGSCKBSA-N					
CE5976	12-oxo-10,11-dihydro-20-COOH-LTB4	RYMSXFPLTLWXCK-SFHVURJKSA-N		HMDB12549		53481456	
CE5982	melatonin radical	SQNQBXWYHXYLQX-UHFFFAOYSA-N					
CE5986	5-nitro-gama-tocopherol	CVEXLLWUKIIJNZ-JZWCYJMLSA-N					
CE5994	20-oxo-leukotriene E4	DXFWBOQUFGDWDP-QHAWAJNXSA-N		HMDB12642		53481512	
CE5995	20-COOH-leukotriene E4	HVLRBLGTGJGVCX-HSALFYBXSA-N		HMDB12634		53481508	
CE6000	nitrosoperoxycarbonate	KSZMOTXUZYNGAZ-UHFFFAOYSA-N	62750			53356678	
CE6027	24,25,26,27-tetranor-23-oxo-hydroxyvitamin D3	AOVGFTJYESGAEA-ZRXYEVJZSA-N					
CE6031	androsterone sulfate	ZMITXKRGXGRMKS-FSCWCSSBSA-N	16814	HMDB02759	C04555	159663	LMST05020001
CE6182	20-CoA-20-oxo-leukotriene B4	WLWKYZHFLKRKEU-FYVXQQKCSA-N		HMDB12632		53481505	
CE6183	18,20-dioxo-20-CoA-leukotriene B4	MWWKFDDOIUOYAX-QUJOFSLISA-N		HMDB12606		53481487	
CE6184	18-CoA-18-oxo-dinorleukotriene B4	CQLBXHGTJMWNLT-KMEXLKLPSA-N		HMDB12608		53481490	
CE6185	omega-carboxy-trinor-leukotriene B4	XWRIIHRGMKHPHN-CVEARBPZSA-N		HMDB13032		53481589	
CE6186	18E-20-oxo-20-CoA-LTB4	PBPMTFAECBJRFW-FYVXQQKCSA-N		HMDB12609			
CE6187	20-CoA-20-oxo-18R-hydroxyleucotriene B4	JFQGNCZAHDITHX-QGPPUIMZSA-N		HMDB12631			
CE6188	CoA-omega-COOH-dinor-LTE4	QFIFJHIRXMCJMO-DRSWUCOHSA-N		HMDB12914			
CE6189	CoA-20-COOH-18-oxo-LTE4	HSPIWFCPBFIZFA-LNQARMEMSA-N		HMDB12912		53481542	
CE6190	CoA-20-COOH-LTE4	KONKGRIDBYMNKG-LNQARMEMSA-N		HMDB12913			
CE6191	18E-20-oxo-20-CoA-LTE4	KBFUWUDFICVJDA-LNQARMEMSA-N		HMDB12610		53481494	
CE6192	18(R)-hydroxy-20-oxo-20-CoA-LTE4	LTGUFAUPEHDXRQ-MMYROIOBSA-N		HMDB12605			
CE6193	18-carboxy-dinor-LTE4	OXCSBZDIZXLXRX-FGTMMUONSA-N		HMDB12607		53481489	
CE6198	16,18-oxo-18-CoA-dinor-LTE4	IPTNGKBINTWILB-DRSWUCOHSA-N		HMDB12594		53481480	
CE6204	CoA-18-COOH-16E-dinor-LTE5						
CE6205	5-methoxytryptophol	QLWKTGDEPLRFAT-UHFFFAOYSA-N	114833	HMDB01896		12835	
CE6219	gama-tocopheryl quinone	XEXGHDCZBILZDD-VPYPWEPUSA-N					
CE6225	16E-18-oxo-18-CoA-dinor-LTE4	UNMYUSONOSUPAJ-DRSWUCOHSA-N		HMDB12597		53481482	
CE6226	16(S)-hydroxy-18-oxo-18-CoA-LTE4	APLMMNVXTIRDHJ-SUEVFXDKSA-N		HMDB12593		53481478	
CE6227	CoA-18-COOH-15E-dinor-LTE4	ANLFIWCXIHNIAL-DRSWUCOHSA-N		HMDB12911			
CE6228	13E-tetranor-16-oxo-16-CoA-LTE4	FSCROZZUFXOEMF-CSCXTCTMSA-N		HMDB12576		53481473	
CE6229	13E-tetranor-16-carboxy-LTE4	MAFGRSDWXFSHMK-OWCLPIDISA-N		HMDB12575		53481472	
CE6230	15-hydroperoxyeicosa-8Z,11Z,13E-trienoate	IUXBNSNRPLXHER-UHFFFAOYSA-N				53936694	
CE6232	prostaglandin G1	QXCRWNZYEVOQMB-BRIYLRKRSA-N		HMDB13039		53481591	
CE6234	prostaglandin H1	NTAYABHEVAQSJS-BRIYLRKRSA-N		HMDB13041		5283048	LMFA03010044
CE6235	S-(PGA2)-glutathione	XUKIKVBUXFVHNV-QFITZZSJSA-N		HMDB13062		53481602	
CE6240	9-deoxy-delta12-PGD2	JTEYGOLPGOYFJI-IRXDYDNUSA-N					
CE6241	S-(9-deoxy-delta12-PGD2)-glutathione	FRARAXHWXSZZOK-DDZJKUNASA-N		HMDB13057		53481597	
CE6242	S-(PGJ2)-glutathione	RJCPXHXLCWWGHO-XHUOWLSASA-N		HMDB13063		53481603	
CE6243	S-(9-deoxy-delta9,12-PGD2)-glutathione	RPHLHZIDWIFTII-IYQAARNPSA-N		HMDB13058		53481598	
CE6244	S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione	BVYNXGKKWADCHD-GWUXQWEDSA-N		HMDB13055		53481595	
CE6245	S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione	QZWLKAYYUQXKSI-JDXGXIRNSA-N		HMDB13056		53481596	
CE6247	5,12,20-TriHETE	PTJFJXLGRSTECQ-UHFFFAOYSA-N	15646	HMDB01509	C04853	1589	LMFA03020018
CE6248	20-OH-hepoxilin A3	LZVJZZFRMLGREZ-YTYFACEESA-N					
CE6250	hepoxilin A3-C	BACGAILRNUYADW-ZLFMQQKDSA-N					
CE6251	12,20-DiHETE	NUPDGIJXOAHJRW-UHFFFAOYSA-N				1412	
CE6252	urate radical						
CE6316	N,N-dimethyldopaminequinone	CAXSHNNFXNMBRA-UHFFFAOYSA-N					
CE6317	N,N-dimethylindoliumolate	AVORYUIJMLOMPW-UHFFFAOYSA-N					
CE6415	11-HpODE	PLWDMWAXENHPLY-UHFFFAOYSA-N	15657		C07338	5230520	LMFA02000115
CE6420	8-peroxy-docosahexaenoate	RMRITJMIQZRTEB-UHFFFAOYSA-N					
CE6423	11-peroxy-docosahexaenoate	JBHQZAVPSGGNON-UHFFFAOYSA-N					
CE6426	7-peroxy-docosahexaenoate	QZLGNKMKTZFDKK-UHFFFAOYSA-N					
CE6429	14-peroxy-docosahexaenoate	YTOPPRIQAMRWEL-UHFFFAOYSA-N					
CE6432	10-peroxy-docosahexaenoate	GVPPSBYGBSKPCY-UHFFFAOYSA-N					
CE6435	17-peroxy-docosahexaenoate	CEPAVCGGUUYBFA-UHFFFAOYSA-N					
CE6438	16-peroxy-docosahexaenoate	XZKBLTQESRGHHL-UHFFFAOYSA-N					
CE6444	4-hydroperoxy-H4-neuroprostane	HFFDJQRQJYSADX-IUSNASPOSA-N					
CE6445	7-hydroperoxy-H4-neuroprostane	OBPXZABJSFSQDQ-IUSNASPOSA-N					
CE6446	11-hydroperoxy-H4-neuroprostane	KTZHAQYYTVLGSR-VAOVLXHWSA-N					
CE6447	10-hydroperoxy-H4-neuroprostane	QMVMCSYNPSQOII-IUSNASPOSA-N					
CE6448	14-hydroperoxy-H4-neuroprostane	RVZZVMGFWWGKMA-VAOVLXHWSA-N					
CE6449	13-hydroperoxy-H4-neuroprostane	MEVBPAJZOYZPMH-IUSNASPOSA-N					
CE6450	17-hydroperoxy-H4-neuroprostane	XSYYKXJCJWVDMD-VAOVLXHWSA-N					
CE6451	20-hydroperoxy-H4-neuroprostane	YPAIJQRSSHCPIA-VAOVLXHWSA-N					
CE6452	4-hydroxy-E4-neuroprostane	RIVCEGQLJFEWTQ-UHFFFAOYSA-N					
CE6453	4-hydroxy-D4-neuroprostane	IDXBOXWUWDDSSX-UHFFFAOYSA-N		HMDB12777		53481519	
CE6454	7-hydroxy-E4-neuroprostane	KSUMVDZATHWLCP-UHFFFAOYSA-N					
CE6455	7-hydroxy-D4-neuroprostane	MBWYKQQOOVDDJT-UHFFFAOYSA-N		HMDB12855		53481533	
CE6456	11-hydroxy-E4-neuroprostane	SNNNEKANAIMPFW-UHFFFAOYSA-N					
CE6457	11-hydroxy-D4-neuroprostane	LFXPXGFITAKPQF-UHFFFAOYSA-N					
CE6458	10-hydroxy-E4-neuroprostane	IFQRUHXGXJVRNV-UHFFFAOYSA-N					
CE6459	10-hydroxy-D4-neuroprostane	HKRPDTDZWZZKNW-UHFFFAOYSA-N					
CE6460	14-hydroxy-E4-neuroprostane	BCQOUZGZSCCQCM-UHFFFAOYSA-N		HMDB12580		53481475	
CE6461	14-hydroxy-D4-neuroprostane	QDNLJXBCTCRCRZ-UHFFFAOYSA-N					
CE6462	13-hydroxy-E4-neuroprostane	AYIWIGDPZXRNNR-UHFFFAOYSA-N					
CE6463	13-hydroxy-D4-neuroprostane	BAWOSSADQOARSN-UHFFFAOYSA-N					
CE6464	17-hydroxy-E4-neuroprostane	ULILMUUUHYDFOW-UHFFFAOYSA-N		HMDB12601		53481484	
CE6465	17-hydroxy-D4-neuroprostane	WGWLXYZABPWUEU-UHFFFAOYSA-N					
CE6466	20-hydroxy-E4-neuroprostane	BIHPRUQXOKWQGU-UHFFFAOYSA-N		HMDB12638		53481510	
CE6467	20-hydroxy-D4-neuroprostane	FUDAOIJHCQWTIE-UHFFFAOYSA-N					
CE6502	9,10-12,13-diepoxy-octadecanoate	LAIUZQCFIABNDP-UHFFFAOYSA-N			C14836	18172	
CE6504	1-hydroperoxy-8-carboxyoctyl 3,4-epoxynon-(2E)-enyl ether	KWAXNBDAHMFNRU-UHFFFAOYSA-N					
CE6506	3,4-epoxynonanal	HEXGZHJMMROIQO-UHFFFAOYSA-N					
CE6508	5-hydroperoxy-EPA	NKXYOIJDQPQELO-UHFFFAOYSA-N				53394277	
CE7047	gama-tocopheroxyl radical	LBDXFUVWQHFODO-OHCBOFHFSA-N					
CE7072	13'-carboxy-gama-tocotrienol	UJMZKOBSLDXUHY-UHFFFAOYSA-N		HMDB12558		53481464	
CE7074	13'-hydroxy-gama-tocotrienol	BUWYMGRHXZROTQ-UHFFFAOYSA-N		HMDB12562		53481468	
CE7079	leukotriene A5						
CE7080	15(S)-hydroperoxy-EPE	QIBYKFAQHMSKOK-IBGZPJMESA-N					
CE7081	15(R)-HEPE	WLKCSMCLEKGITB-LJQANCHMSA-N		HMDB10209		53480357	
CE7082	15(S)-HEPE	WLKCSMCLEKGITB-LJQANCHMSA-N		HMDB10209		5283192	LMFA03070009
CE7083	leukotriene B5	BISQPGCQOHLHQK-OALUTQOASA-N		HMDB05073		5283125	LMFA03020010
CE7084	5,12-dihydroxy-6E-LTB5	BISQPGCQOHLHQK-OALUTQOASA-N					
CE7085	5-HEPE	FTAGQROYQYQRHF-UHFFFAOYSA-N		HMDB05081		1766	LMFA03070027
CE7086	leukotriene C5	OSBTVMNXIHRFGN-WSOYEBOPSA-N		HMDB12993		53481570	
CE7087	leukotriene D5	RWLDHKGRPLNPBN-BDTNDASRSA-N		HMDB12994		53481571	
CE7088	PGH3	PVTQTOGPOPGQGE-SPOLIRPYSA-N	15554	HMDB13040	C00427	53481592	LMFA03010010
CE7090	18R-HEPE	LRWYBGFSVUBWMO-IBGZPJMESA-N		HMDB12611	C18177	16061126	LMFA03070025
CE7091	15(R)-hydroperoxy-EPE	FPMFSFWYWZLDKP-LJQANCHMSA-N					
CE7096	5,15-DiHETE	UXGXCGPWGSUMNI-OALUTQOASA-N		HMDB10216		5283158	LMFA03060010
CE7097	5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate	MLZJFLKEKVDNAZ-SFHVURJKSA-N					
CE7101	8alpha-hydroxy-gama-tocopherone	CSHBKBJSGSRKLB-SUZCJKPRSA-N					
CE7109	5(S),6(S)-epoxy-15(R)-HEPE	YEBHLCFHJVBPBN-OTWHNJEPSA-N					
CE7110	5,6-epoxy,18R-HEPE	ZPAJZAMPZXISSE-OTWHNJEPSA-N					
CE7111	5-oxo-EPE	KVLNCELNGBMHDX-UHFFFAOYSA-N					
CE7112	15-epi-lipoxin A5						
CE7113	15-epi-lipoxin B5	VLLDKSJDBRLUOY-IPMKNSEASA-N		HMDB12588		53481476	
CE7114	5,12,18R-TriHEPE	AOPOCGPBAIARAV-QRVBRYPASA-N					
CE7115	20-hydroxy-leukotriene B5						
CE7122	alpha-tocotrienoxyl radical	LALWPXWRMGORIU-UHFFFAOYSA-N					
CE7144	13'-hydroxy-alpha-tocotrienol	OQCXIVSCFNNFEE-UHFFFAOYSA-N		HMDB12560		53481466	
CE7145	13'-carboxy-alpha-tocotrienol	CBMCFKYSTHHHCC-UHFFFAOYSA-N		HMDB12556		53481462	
CE7172	14,15-DiHETE	RFCYXKNVYQOCTM-UHFFFAOYSA-N		HMDB10204		188277	LMFA03060077
CE7218	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate	SRMWPLGMMNSTOE-UHFFFAOYSA-N				192636	
CE7220	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione	GAVRWBMQPWMOGY-TZIJJQLOSA-N					
CN0009	Benzo[a]pyrene-2,3-diol						
CN0010	Benzo[a]pyrene-4,5-diol						
CN0011	Benzo[a]pyrene-9,10-diol						
CN0012	Benzo[a]pyrene-2,3-oxide						
CN0016	Dibenzo[a,l]pyrene	JNTHRSHGARDABO-UHFFFAOYSA-N	35861		C19174	9119	
CN0017	Dibenzo[a,l]pyrene-11,12-epoxide						
CN0018	Dibenzo[a,l]pyrene-11,12-diol						
CN0019	Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide						
CN0020	7,12-Dimethylbenz[a]anthracene						
CN0021	7,12-Dimethylbenz[a]anthracene-3,4-oxide						
CN0022	7,12-Dimethylbenz[a]anthracene-3,4-diol						
CN0023	7,12-Dimethylbenz[a]anthracene-3,4-diol-1,2-epoxide						
HC00001	Albumin						
HC00002	Antichymotrypsin						
HC00003	Antitrypsin						
HC00004	ApoA1						
HC00005	ApoB100						
HC00006	ApoC1						
HC00007	ApoC2						
HC00008	ApoC3						
HC00009	ApoE						
HC00229	Isomaltose	AYRXSINWFIIFAE-YJOKQAJESA-N	28189	HMDB02923	C00252	5460022	
HC00250	hydrosulfide	RWSOTUBLDIXVET-UHFFFAOYSA-N	16136	HMDB03276	C00283	402	
HC00319	Malonate	OFOBLEOULBTSOW-UHFFFAOYSA-N	30794	HMDB00691	C00383	867	LMFA01170041
HC00342	cis-aconitate(3-)	GTZCVFVGUGFEME-UHFFFAOYSA-N	16383			309	
HC00361	sedoheptulose 1,7-bisphosphate(4-)	OKHXOUGRECCASI-SHUUEZRQSA-N	17969		C00447	164735	
HC00460	2,5-dihydroxybenzoate	WXTMDXOMEHJXQO-UHFFFAOYSA-N	17189	HMDB00152	C00628	3469	
HC00576	Homocarnosine						
HC00591	2-oxoglutaramate	COJBGNAUUSNXHX-UHFFFAOYSA-N	30882	HMDB01552	C00940	48	
HC00617	Ferricytochrome b5		18097				
HC00619	Ferrocytochrome b5				C00999		
HC00664	D-tagatofuranose 6-phosphate(2-)	BGWGXPAPYGQALX-OEXCPVAWSA-N	4251	HMDB06873	C01097	439396	
HC00682	S-Acetyldihydrolipoamide	ARGXEXVCHMNAQU-UHFFFAOYSA-N	16807	HMDB01526	C01136	1076	
HC00695	S-Succinyldihydrolipoamide	KWKBJWYJJBQOAE-UHFFFAOYSA-N	17432	HMDB01177	C01169	11953795	
HC00718	N-methylethanolaminium phosphate(1-)	HZDCAHRLLXEQFY-UHFFFAOYSA-N	16463		C01210	439436	
HC00822	Chitobiose	CDOJPCSDOXYJJF-CBTAGEKQSA-N	28681		C01674	439544	
HC00832	L-Fuculose	QZNPNKJXABGCRC-LFRDXLMFSA-N	17617		C01721	6857362	
HC00900	Methylmalonate	ZIYVHBGGAOATLY-UHFFFAOYSA-N	30860	HMDB00202	C02170	487	LMFA01170118
HC00955	L-3-Cyanoalanine	BXRLWGXPSRYJDZ-VKHMYHEASA-N	16934		C02512	439742	
HC01007	L-Octanoylcarnitine	CXTATJFJDMJMIY-ZDUSSCGKSA-N	18102	HMDB00791	C02838	439824	LMFA07070002
HC01104	4-nitrophenyl phosphate(2-)	XZKIHKMTEMTJQX-UHFFFAOYSA-N	17440		C03360	378	
HC01111	Galactose-1P	HXXFSFRBOHSIMQ-SVZMEOIVSA-N	17973	HMDB00645	C00446	439995	
HC01115	NeuNGc	FDJKUWYYUZCUJX-PGIATKPXSA-N	29025		C03410	440001	
HC01118	presqualene diphosphate(3-)	ATZKAUGGNMSCCY-DTXPUJKBSA-N	57310				
HC01161	Apo-ACP		16139				
HC01162	(2R,4S,5R,6R)-2-[({[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphinato)oxy]-4-hydroxy-5-(2-hydroxyacetamido)-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylate	HOEWKBQADMRCLO-UIUGZIMDSA-N	18098		C03691	656501	
HC01180	D-tagatofuranose 1,6-bisphosphate(4-)	RNBGYGVWRKECFJ-OEXCPVAWSA-N	4250	HMDB06872	C03785	440117	
HC01223	3-hydroxy-2-methylpropanoyl-CoA(4-)	WWEOGFZEFHPUAM-MIZDRFBCSA-N	15481			45259165	
