Recon 2 ID	Name	InChIKey	ChEBI ID	HMDB ID	KEGG ID	PubChem Compound ID	LMSD ID
ksi_deg17	keratan sulfate I, degradation product 17						
ksi_deg18	keratan sulfate I, degradation product 18						
ksi_deg19	keratan sulfate I, degradation product 19						
ksi_deg2	keratan sulfate I, degradation product 2						
ksi_deg20	keratan sulfate I, degradation product 20						
ksi_deg21	keratan sulfate I, degradation product 21						
ksi_deg22	keratan sulfate I, degradation product 22						
ksi_deg23	keratan sulfate I, degradation product 23						
ksi_deg24	keratan sulfate I, degradation product 24						
ksi_deg25	keratan sulfate I, degradation product 25						
ksi_deg26	keratan sulfate I, degradation product 26						
ksi_deg27	keratan sulfate I, degradation product 27						
ksi_deg28	keratan sulfate I, degradation product 28						
ksi_deg29	keratan sulfate I, degradation product 29						
ksi_deg3	keratan sulfate I, degradation product 3						
ksi_deg30	keratan sulfate I, degradation product 30						
ksi_deg31	keratan sulfate I, degradation product 31						
ksi_deg32	keratan sulfate I, degradation product 32						
ksi_deg33	keratan sulfate I, degradation product 33						
ksi_deg34	keratan sulfate I, degradation product 34						
ksi_deg35	keratan sulfate I, degradation product 35						
ksi_deg36	keratan sulfate I, degradation product 36						
ksi_deg37	keratan sulfate I, degradation product 37						
ksi_deg38	keratan sulfate I, degradation product 38						
ksi_deg39	keratan sulfate I, degradation product 39						
ksi_deg4	keratan sulfate I, degradation product 4						
ksi_deg40	keratan sulfate I, degradation product 40						
ksi_deg41	keratan sulfate I, degradation product 41						
ksi_deg5	keratan sulfate I, degradation product 5						
ksi_deg6	keratan sulfate I, degradation product 6						
ksi_deg7	keratan sulfate I, degradation product 7						
ksi_deg8	keratan sulfate I, degradation product 8						
ksi_deg9	keratan sulfate I, degradation product 9						
ksi_pre1	keratan sulfate I biosynthesis, precursor 1						
ksi_pre10	keratan sulfate I biosynthesis, precursor 10						
ksi_pre11	keratan sulfate I biosynthesis, precursor 11						
ksi_pre12	keratan sulfate I biosynthesis, precursor 12						
ksi_pre13	keratan sulfate I biosynthesis, precursor 13						
ksi_pre14	keratan sulfate I biosynthesis, precursor 14						
ksi_pre15	keratan sulfate I biosynthesis, precursor 15						
ksi_pre16	keratan sulfate I biosynthesis, precursor 16						
ksi_pre17	keratan sulfate I biosynthesis, precursor 17						
ksi_pre18	keratan sulfate I biosynthesis, precursor 18						
ksi_pre19	keratan sulfate I biosynthesis, precursor 19						
ksi_pre2	keratan sulfate I biosynthesis, precursor 2						
ksi_pre20	keratan sulfate I biosynthesis, precursor 20						
ksi_pre21	keratan sulfate I biosynthesis, precursor 21						
ksi_pre22	keratan sulfate I biosynthesis, precursor 22						
ksi_pre23	keratan sulfate I biosynthesis, precursor 23						
ksi_pre24	keratan sulfate I biosynthesis, precursor 24						
ksi_pre25	keratan sulfate I biosynthesis, precursor 25						
ksi_pre26	keratan sulfate I biosynthesis, precursor 26						
ksi_pre27	keratan sulfate I biosynthesis, precursor 27						
ksi_pre28	keratan sulfate I biosynthesis, precursor 28						
ksi_pre29	keratan sulfate I biosynthesis, precursor 29						
ksi_pre3	keratan sulfate I biosynthesis, precursor 3						
ksi_pre30	keratan sulfate I biosynthesis, precursor 30						
ksi_pre31	keratan sulfate I biosynthesis, precursor 31						
ksi_pre32	keratan sulfate I biosynthesis, precursor 32						
ksi_pre33	keratan sulfate I biosynthesis, precursor 33						
ksi_pre34	keratan sulfate I biosynthesis, precursor 34						
ksi_pre35	keratan sulfate I biosynthesis, precursor 35						
ksi_pre36	keratan sulfate I biosynthesis, precursor 36						
ksi_pre4	keratan sulfate I biosynthesis, precursor 4						
ksi_pre5	keratan sulfate I biosynthesis, precursor 5						
ksi_pre6	keratan sulfate I biosynthesis, precursor 6						
ksi_pre7	keratan sulfate I biosynthesis, precursor 7						
ksi_pre8	keratan sulfate I biosynthesis, precursor 8						
ksi_pre9	keratan sulfate I biosynthesis, precursor 9						
ksii_core2	keratan sulfate II (core 2-linked)						
ksii_core2_deg1	keratan sulfate II (core 2-linked), degradation product 1						
ksii_core2_deg2	keratan sulfate II (core 2-linked), degradation product 2						
ksii_core2_deg3	keratan sulfate II (core 2-linked), degradation product 3						
ksii_core2_deg4	keratan sulfate II (core 2-linked), degradation product 4						
ksii_core2_deg5	keratan sulfate II (core 2-linked), degradation product 5						
ksii_core2_deg6	keratan sulfate II (core 2-linked), degradation product 6						
ksii_core2_deg7	keratan sulfate II (core 2-linked), degradation product 7						
ksii_core2_deg8	keratan sulfate II (core 2-linked), degradation product 8						
ksii_core2_deg9	keratan sulfate II (core 2-linked), degradation product 9						
ksii_core2_pre1	keratan sulfate II biosynthesis, precursor 1						
ksii_core2_pre10	keratan sulfate II biosynthesis, precursor 10						
ksii_core2_pre2	keratan sulfate II biosynthesis, precursor 2						
ksii_core2_pre3	keratan sulfate II biosynthesis, precursor 3						
ksii_core2_pre4	keratan sulfate II biosynthesis, precursor 4						
ksii_core2_pre5	keratan sulfate II biosynthesis, precursor 5						
ksii_core2_pre6	keratan sulfate II biosynthesis, precursor 6						
ksii_core2_pre7	keratan sulfate II biosynthesis, precursor 7						
ksii_core2_pre8	keratan sulfate II biosynthesis, precursor 8						
ksii_core2_pre9	keratan sulfate II biosynthesis, precursor 9						
ksii_core4	keratan sulfate II (core 4-linked)						
ksii_core4_deg1	keratan sulfate II (core 4-linked), degradation product 1						
ksii_core4_deg2	keratan sulfate II (core 4-linked), degradation product 2						
ksii_core4_deg3	keratan sulfate II (core 4-linked), degradation product 3						
ksii_core4_deg4	keratan sulfate II (core 4-linked), degradation product 4						
ksii_core4_pre1	keratan sulfate II biosynthesis, precursor 1						
ksii_core4_pre10	keratan sulfate II biosynthesis, precursor 10						
ksii_core4_pre2	keratan sulfate II boisynthesis, precursor 2						
ksii_core4_pre3	keratan sulfate II biosynthesis, precursor 3						
ksii_core4_pre4	keratan sulfate II biosynthesis, precursor 4						
ksii_core4_pre5	keratan sulfate II biosynthesis, precursor 5						
ksii_core4_pre6	keratan sulfate II biosynthesis, precursor 6						
ksii_core4_pre7	keratan sulfate II biosynthesis, precursor 7						
ksii_core4_pre8	keratan sulfate II biosynthesis, precursor 8						
ksii_core4_pre9	keratan sulfate II biosynthesis, precursor 9						
kynate	kynurenate	HCZHHEIFKROPDY-UHFFFAOYSA-N	18344	HMDB00715	C01717	3845	
l2fn2m2masn	{[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine						
l2n2m2mn	de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)						
l2xser	(Gal)2-Xyl-L-Ser (protein)				C04825		
lac_D	(R)-lactate	JVTAAEKCZFNVCJ-UWTATZPHSA-N	42111	HMDB01311	C00256	61503	
lac_L	(S)-lactate	JVTAAEKCZFNVCJ-REOHCLBHSA-N	422	HMDB00190	C00186	107689	
lald_D	(R)-lactaldehyde	BSABBBMNWQWLLU-GSVOUGTGSA-N	17167	HMDB06458	C00937	439350	
lald_L	(S)-lactaldehyde	BSABBBMNWQWLLU-VKHMYHEASA-N	18041	HMDB03052	C00424	439231	
lanost	lanosterol	CAHGCLMLTWQZNJ-BQNIITSRSA-N	16521	HMDB01251	C01724	246983	LMST01010017
lcts	Lactose	GUBGYTABKSRVRQ-QKKXKWKRSA-N	17716	HMDB00186	C00243	440995	
leu_L	L-leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N	15603	HMDB00687	C00123	6106	LMFA01100048
leugly	Leucylglycine					97364	
leuktrA4	leukotriene A4(1-)	UFPQIRYSPUYQHK-OALUTQOASA-N	15651	HMDB01337	C00909	5280383	LMFA03020023
leuktrB4	leukotriene B4(1-)	VNYSSYRCGWBHLG-RTBURBONSA-N	15647	HMDB01085	C02165	5280492	LMFA03020001
leuktrB4wcooh	w-carboxy leukotriene B4	SXWGPVJGNOLNHT-QZTJIDSGSA-N	27562	HMDB06059	C05950	5280877	LMFA03020016
leuktrB4woh	w-hydroxyl leukotriene B4	PTJFJXLGRSTECQ-RTBURBONSA-N	15646	HMDB01509	C04853	440514	LMFA03020018
leuktrC4	leukotriene C4(2-)	GWNVDXQDILPJIG-OJJQZRKESA-N	16978	HMDB01198	C02166	5280493	LMFA03020003
leuktrD4	Leukotriene D4	YEESKJGWJFYOOK-FDFHNCONSA-N	28666	HMDB03080	C05951	6435286	LMFA03020006
leuktrE4	leukotriene E4(1-)	OTZRAYGBFWZKMX-PCCBWWKXSA-N	15650	HMDB02200	C05952	440857	LMFA03020002
leuktrF4	leukotriene F4	PYSODLWHFWCFLV-NAVOZUGXSA-N	27491	HMDB06465	C06462	5280938	LMFA03020009
leuleu	Leucylleucine				C11332	94244	
lgnc	lignocerate	QZZGJDVWLFXDLK-UHFFFAOYSA-N	28866	HMDB02003	C08320	11197	LMFA01010024
lgnccoa	lignocericyl coenzyme A	MOYMQYZWIUKGGY-JTMXAWMTSA-N		HMDB06526	C16529	53477849	
lgnccrn	lignoceryl carnitine						
lgt_S	(R)-S-lactoylglutathionate(1-)	VDYDCVUWILIYQF-CSMHCCOUSA-N	15694	HMDB01066	C03451	440018	
limnen	limonene	XMGQYMWWDOXHJM-UHFFFAOYSA-N	15383	HMDB03375	C00521	439250	LMPR0102090002
lipoate	lipoate	AGBQKNBQESQNJD-UHFFFAOYSA-N	30314	HMDB01451	C16241	6112	LMFA01130001
lneldc	linoelaidic acid (all trans C18:2)	OYHQOLUKZRVURQ-UHFFFAOYSA-N		HMDB06270		5282457	LMFA01030123
lneldcACP	linoelaidic acid ACP (all trans)						
lneldccoa	linoelaidyl coenzyme A						
lneldccrn	Linoelaidyl carnitine	MJLXQSQYKZWZCB-UHFFFAOYSA-N		HMDB06461		53477834	
lnlc	linoleate	OYHQOLUKZRVURQ-UHFFFAOYSA-N	17351	HMDB00673	C01595	5280450	LMFA01030120
lnlcACP	linoleic acid ACP (all cis)				C16160		
lnlccoa	linoleic coenzyme A	YECLLIMZHNYFCK-UHFFFAOYSA-N	15530	HMDB01064	C02050	5280482	
lnlccrn	Linoleyl carnitine	MJLXQSQYKZWZCB-HSZRJFAPSA-N		HMDB06469		6450015	LMFA07070009
lnlnca	alpha-linolenate	DTOSIQBPPRVQHS-UHFFFAOYSA-N	27432	HMDB01388	C06427	5280934	LMFA01030152
lnlncacoa	alpha-Linolenoyl-CoA	OMKFKBGZHNJNEX-LFZQUHGESA-N	51985	HMDB06290	C16162	53477815	LMFA07050045
lnlncacrn	alpha-linolenyl carnitine	DFVGGGHKDAHYIU-QHCPKHFHSA-N		HMDB06319		53477821	
lnlncg	gamma-linolenate	VZCCETWTMQHEPK-UHFFFAOYSA-N	28661	HMDB03073	C06426	5280933	LMFA01030141
lnlncgcoa	gamma-linolenoyl-CoA(4-)	XZQYPTBYQYZGRU-LFZQUHGESA-N	15508	HMDB06368	C03035	11966132	
lnlncgcrn	gamma-linolenyl carnitine	VDPMHVILMVSAQX-QHCPKHFHSA-N		HMDB06318		53477819	
lpam	lipoamide	FCCDDURTIIUXBY-UHFFFAOYSA-N	17460	HMDB00962	C00248	863	LMFA08010006
lpchol_hs	lysophosphatidylcholine		11230				
lpro	Lipoylprotein		15804				
lthstrl	5alpha-cholest-7-en-3beta-ol	IZVFFXVYBHFIHY-SKCNUYALSA-N	17168	HMDB01170	C01189	65728	LMST01010089
lum3	Lumisterol 3	UCTLRSWJYQTBFZ-XMVWLVNMSA-N		HMDB06505		111049	LMST01010247
lxser	Gal-Xyl-L-Ser (protein)				C01287		
lys_L	L-lysinium(1+)	KDXKERNSBIXSRK-YFKPBYRVSA-N	18019	HMDB00182	C00047	5962	
lyxnt	L-lyxonate	QXKAIJAYHKCRRA-UHFFFAOYSA-N			C05412	644110	
m(em)3gacpail_hs	10fthf5glu[c]						
m1mpdol_L	alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human liver homolog		28067				
m1mpdol_U	alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human uterine homolog		28067				
m2emgacpail_hs	(dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (H6)						
m2gacpail_hs	dimannosyl-glucosaminyl-acylphosphatidylinositol (H3)						
m2mn	(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine	ANPUOEHHKRCFGW-NRDBFSGKSA-N		HMDB06537		53477854	
m2mpdol_L	(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog		28049				
m2mpdol_U	(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog		28049				
m3emgacpail_hs	(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)						
m3gacpail_hs	trimannosyl-glucosaminyl-acylphosphatidylinositol (H4)						
m3gacpail_prot_hs							
m3mpdol_L	(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human liver homolog		37632				
m3mpdol_U	(alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog		37632				
m4masn	(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)				C05881		
m4mpdol_L	(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog		37633				
m4mpdol_U	(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog		37633				
m5masnB1	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)						
m5masnB2	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)						
m5masnC	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)						
m5mpdol_L	(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog		37634				
m5mpdol_U	(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog		37634				
m6masnA	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)						
m6masnB1	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)						
m6masnB2	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)						
m6masnC	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)						
m6mpdol_L	(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog		37635				
m6mpdol_U	(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog		37635				
m7masnA	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)						
m7masnB	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)						
m7masnC	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)						
m7mpdol_L	(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog		37636				
m7mpdol_U	(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog		37636				
m8masn	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)				C05876		
m8mpdol_L	(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog		59093				
m8mpdol_U	(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog		59093				
m_em_3gacpail	mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)						
m_em_3gacpail_hs	mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A))					[]	
m_em_3gacpail_prot_hs	mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol-Protein (M4A)					[]	
mag_hs	monoacylglycerol 2						
malACP	Malonyl-[acyl-carrier protein]		58107				
mal_L	(S)-malate(2-)	BJEPYKJPYRNKOW-REOHCLBHSA-N	30797	HMDB00156	C00149	222656	
malcoa	Malonyl-CoA	LTYOQGRJFJAKNA-DVVLENMVSA-N	15531	HMDB01175	C00083	10663	
malt	Maltose	GUBGYTABKSRVRQ-PICCSMPSSA-N	17306	HMDB00163	C00208	439186	
malthp	maltoheptaose	BNABBHGYYMZMOA-ZTXRWUICSA-N		HMDB13000			
malthx	Maltohexaose	OCIBBXPLUVYKCH-LIGGPISVSA-N	61953	HMDB12253	C01936	439606	
maltpt	maltopentaose	FTNIPWXXIGNQQF-DWTFCAFKSA-N	61952	HMDB12254		13489094	
malttr	maltotriose	FYGDTMLNYKFZSV-PXXRMHSHSA-N	27931	HMDB01262	C01835	439586	
maltttr	Maltotetraose	LUEWUZLMQUOBSB-AYQJAVFRSA-N	28460	HMDB01296	C02052	439639	
man	D-Mannose	WQZGKKKJIJFFOK-QTVWNMPRSA-N	4208	HMDB00169	C00159	18950	
man1p	D-Mannose 1-phosphate	HXXFSFRBOHSIMQ-QTVWNMPRSA-N	35374	HMDB06330	C00636	644175	
man6p	D-Mannose 6-phosphate	NBSCHQHZLSJFNQ-RWOPYEJCSA-N	49728	HMDB01078	C00275	65127	
melanin	Melanin						
melatn	melatonin	DRLFMBDRBRZALE-UHFFFAOYSA-N	16796	HMDB01389	C01598	896	
mem2emgacpail_hs	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol (M4B)						
mem2emgacpail_prot_hs	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)						
memgacpail_hs	(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)						
meoh	methanol	OKKJLVBELUTLKV-UHFFFAOYSA-N	17790	HMDB01875	C00132	887	
mepi	Metanephrine	JWJCTZKFYGDABJ-UHFFFAOYSA-N	144365	HMDB04063	C05588	21100	
mercplac	3-Mercaptolactate	OLQOVQTWRIJPRE-UHFFFAOYSA-N	28580	HMDB02127	C05823	160645	
mercplaccys	3-mercaptolactate-cysteine disulfide	MAFDYIDMXCXBRB-WUCPZUCCSA-N		HMDB06512		193536	
mercppyr	3-mercaptopyruvate	OJOLFAIGOXZBCI-UHFFFAOYSA-N	16208	HMDB01368	C00957		
mescoa	Mesaconyl-CoA	LVBVWNJPMXCQJE-CITAKDKDSA-N	27969		C06028	5280895	
mescon	Mesaconate	HNEGQIOMVPPMNR-UHFFFAOYSA-N	16600	HMDB00749	C01732	638129	LMFA01170116
met_L	L-methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N	16643	HMDB00696	C00073	6137	
methf	5,10-Methenyltetrahydrofolate	MEANFMOQMXYMCT-OLZOCXBDSA-M	57455	HMDB01354	C00445	644350	
mev_R	(R)-mevalonate	KJTLQQUUPVSXIM-ZCFIWIBFSA-N	17710	HMDB00227	C00418	439230	LMFA01050352
mgacpail_hs	mannosyl-glucosaminyl-acylphosphatidylinositiol (H2)						
mhista	N(tele)-methylhistaminium	FHQDWPCFSJMNCT-UHFFFAOYSA-N	29009	HMDB00898	C05127	3614	
mi13456p	myo-inositol 1,3,4,5,6-pentakisphosphate(10-)	CTPQAXVNYGZUAJ-KXXVROSKSA-N	16322	HMDB03529	C01284		
mi1345p	1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)	CIPFCGZLFXVXBG-CNWJWELYSA-N	16783	HMDB01059	C01272	107758	
mi1346p	myo-inositol 1,3,4,6-tetrakisphosphate(8-)	ZAWIXNGTTZTBKV-JMVOWJSSSA-N	16155	HMDB01187	C04477		
mi134p	1D-myo-inositol 1,3,4-trisphosphate(6-)	MMWCIQZXVOZEGG-MLQGYMEPSA-N	18228	HMDB01143	C01243	439455	
mi13p	1D-myo-Inositol 1,3-bisphosphate	PUVHMWJJTITUGO-FICORBCRSA-N	18225	HMDB06234	C04062		
mi1456p	1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)	MRVYFOANPDTYBY-YORTWTKJSA-N	16067	HMDB04527	C11555	443266	
mi145p	1D-myo-inositol 1,4,5-trisphosphate(6-)	MMWCIQZXVOZEGG-XJTPDSDZSA-N	16595	HMDB01498	C01245	439456	
mi14p	(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate	PELZSPZCXGTUMR-RTPHHQFDSA-N	17816	HMDB00968	C01220		
mi1p_D	1D-myo-inositol 1-phosphate(2-)	INAPMGSXUVUWAF-UOTPTPDRSA-N	18297	HMDB02985	C01177		
mi3456p	1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)	MRVYFOANPDTYBY-UZAAGFTCSA-N	15844	HMDB03848	C04520	121920	
mi34p	1D-myo-Inositol 3,4-bisphosphate	MCKAJXMRULSUKI-CNWJWELYSA-N	28858	HMDB06235	C04063	440211	
mi3p_D	1D-myo-inositol 3-phosphate(2-)	INAPMGSXUVUWAF-PTQMNWPWSA-N	18169	HMDB06814	C04006	440194	
mi4p_D	1D-myo-inositol 4-phosphate(2-)	INAPMGSXUVUWAF-CNWJWELYSA-N	18384	HMDB01313	C03546		
micit	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate	HHKPKXCSHMJWCF-WVBDSBKLSA-N	15607	HMDB06471	C04593	5459784	
minohp	myo-inositol hexakisphosphate(12-)	IMQLKJBTEOYOSI-GPIVLXJGSA-N	17401	HMDB03502	C01204	890	
mlthf	5,10-Methylenetetrahydrofolate	QYNUQALWYRSVHF-PZORYLMUSA-N	15636	HMDB01533	C00143	439175	
mma	methylammonium	BAVYZALUXZFZLV-UHFFFAOYSA-N	16830	HMDB00164	C00218	6329	
mmcoa_R	(R)-methylmalonyl-CoA(5-)	MZFOKIKEPGUZEN-AGCMQPJKSA-N	15465	HMDB01269	C00683	439291	
mmcoa_S	(S)-methylmalonyl-CoA(5-)	MZFOKIKEPGUZEN-IBNUZSNCSA-N	15466	HMDB02310	C00683	21252287	
mn	beta-1,4-mannose-N-acetylglucosamine	KFEUJDWYNGMDBV-MMOUBBDDSA-N		HMDB06535		53477853	
mpdol_L	beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human liver homolog		18396				
mpdol_U	beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog		18396				
msa	3-oxopropanoate	OAKURXIZZOAYBC-UHFFFAOYSA-N	17960	HMDB11111	C00222	868	
mthgxl	methylglyoxal	AIJULSRZWUXGPQ-UHFFFAOYSA-N	17158	HMDB01167	C00546	880	
myrsACP	Myristoyl-ACP (n-C14:0ACP)		50651				
n2m2masn	((N-acetyl-D-glucosaminyl)2-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)				C11530		
n2m2mn	de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage)						
n2m2nm	n2m2nmasn (w/o peptide linkage)						
n2m2nmasn	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R				C04946		
n2m2nmn	reducing GlcNAc removed form of n2m2nmasn (w/o peptide)						
n3m2masn	((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)						
n4abutn	4-acetamidobutanal	DDSLGZOYEPKPSJ-UHFFFAOYSA-N	7386	HMDB04226	C05936	440850	
n4m2masn	((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)						
n5m2masn	((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)						
n8aspmd	N(8)-acetylspermidinium(2+)	FONIWJIDLJEJTL-UHFFFAOYSA-N	27911	HMDB02189	C01029	123689	
na1	Sodium	FKNQFGJONOIPTF-UHFFFAOYSA-N	29101	HMDB00588	C01330	923	
nac	Nicotinate	PVNIIMVLHYAWGP-UHFFFAOYSA-N	15940	HMDB01488	C00253	938	
nad	Nicotinamide adenine dinucleotide	BAWFJGJZGIEFAR-NNYOXOHSSA-M	15846	HMDB00902	C00003	5893	
nadh	Nicotinamide adenine dinucleotide - reduced	BOPGDPNILDQYTO-NNYOXOHSSA-N	16908	HMDB01487	C00004	439153	
nadp	Nicotinamide adenine dinucleotide phosphate	XJLXINKUBYWONI-NNYOXOHSSA-K	18009	HMDB00217	C00006	5886	
nadph	Nicotinamide adenine dinucleotide phosphate - reduced	ACFIXJIJDZMPPO-NNYOXOHSSA-N	57783	HMDB00221	C00005	22833512	
naglc2p_L	N-Acetyl-D-glucosaminyldiphosphodolichol, human liver homolog		18278				
naglc2p_U	N-Acetyl-D-glucosaminyldiphosphodolichol, human uterine homolog		18278				
ncam	Nicotinamide	DFPAKSUCGFBDDF-UHFFFAOYSA-N	17154	HMDB01406	C00153	936	
nformanth	N-formylanthranilate	LLLPDUXGHXIXIW-UHFFFAOYSA-N	36575	HMDB04089	C05653	101399	
nh4	Ammonium	QGZKDVFQNNGYKY-UHFFFAOYSA-N	28938	HMDB00051	C00014	223	
nicrns	Nicotinate D-ribonucleoside	PUEDDPCUCPRQNY-ZYUZMQFOSA-O	27748	HMDB06809	C05841	161234	
nicrnt	Nicotinate D-ribonucleotide	JOUIQRNQJGXQDC-ZYUZMQFOSA-L	57502	HMDB01132	C01185	53477721	
nifedipine	nifedipine	HYIMSNHJOBLJNT-UHFFFAOYSA-N	7565		C07266	4485	
nm2masn	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)				C05884		
nm4masn	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)				C05882		
nmn	NMN	DAYLJWODMCOQEW-TURQNECASA-M	16171	HMDB00229	C00455	14180	
nmptrc	N-methylputrescinium(2+)	RMIVMBYMDISYFZ-UHFFFAOYSA-N	17166	HMDB03661	C02723	439791	
nmthsrtn	N-Methylserotonin	ASUSBMNYRHGZIG-UHFFFAOYSA-N	48294	HMDB04369	C06212	150885	
no	Nitric oxide	MWUXSHHQAYIFBG-UHFFFAOYSA-N	16480	HMDB03378	C00533	145068	
no2	Nitrite	IOVCWXUNBOPUCH-UHFFFAOYSA-N	16301	HMDB02786	C00088	24529	
noncoa	nonanoylcoa	WLDUTYVSAGSKIV-YUXRTGJASA-N	27770	HMDB13028	C01942	439607	
normete_L	L-Normetanephrine	YNYAYWLBAHXHLL-UHFFFAOYSA-N	144308	HMDB00819	C05589	1237	
npthl	naphthalene	UFWIBTONFRDIAS-UHFFFAOYSA-N	16482		C00829	931	
nrpphr	Norepinephrine	SFLSHLFXELFNJZ-UHFFFAOYSA-N	18357	HMDB00216	C00547	439260	
