"GSM862922_U87.1.CEL.gz"	"GSM862923_U87.2.CEL.gz"	"GSM862924_U87.3.CEL.gz"
"1553174_at"	"A"	"A"	"A"
"1553175_s_at"	"A"	"A"	"A"
"1553176_at"	"A"	"A"	"A"
"1553177_at"	"A"	"A"	"A"
"1553178_a_at"	"A"	"A"	"M"
"1553179_at"	"A"	"A"	"A"
"1553180_at"	"A"	"A"	"A"
"1553181_at"	"P"	"P"	"P"
"1553183_at"	"A"	"A"	"A"
"1553185_at"	"P"	"P"	"P"
"1553186_x_at"	"P"	"P"	"P"
"1553188_s_at"	"A"	"A"	"A"
"1553190_s_at"	"A"	"A"	"A"
"1553191_at"	"A"	"A"	"A"
"1553192_at"	"A"	"A"	"A"
"1553193_at"	"A"	"A"	"A"
"1553194_at"	"A"	"A"	"A"
"1553196_a_at"	"A"	"A"	"A"
"1553197_at"	"A"	"A"	"A"
"1553199_at"	"A"	"A"	"A"
"1553202_at"	"A"	"A"	"A"
"1553204_at"	"A"	"A"	"A"
"1553205_at"	"A"	"A"	"A"
"1553207_at"	"A"	"A"	"A"
"1553208_s_at"	"A"	"A"	"A"
"1553209_at"	"A"	"A"	"A"
"1553211_at"	"A"	"A"	"A"
"1553212_at"	"A"	"P"	"A"
"1553213_a_at"	"A"	"A"	"A"
"1553214_a_at"	"A"	"A"	"A"
"1553215_s_at"	"A"	"A"	"A"
"1553216_at"	"A"	"A"	"A"
"1553217_s_at"	"M"	"A"	"A"
"1553218_a_at"	"A"	"P"	"P"
"1553219_a_at"	"A"	"A"	"A"
"1553220_at"	"A"	"A"	"A"
"1553221_at"	"A"	"A"	"A"
"1553222_at"	"A"	"A"	"A"
"1553224_at"	"A"	"A"	"A"
"1553225_s_at"	"A"	"A"	"A"
"1553226_at"	"A"	"A"	"A"
"1553227_s_at"	"A"	"P"	"A"
"1553228_at"	"A"	"A"	"M"
"1553229_at"	"A"	"A"	"A"
"1553232_at"	"A"	"A"	"A"
"1553234_at"	"A"	"A"	"A"
"1553235_at"	"A"	"A"	"A"
"1553237_x_at"	"A"	"A"	"A"
"1553238_a_at"	"A"	"A"	"A"
"1553239_at"	"A"	"A"	"A"
"1553241_at"	"A"	"A"	"A"
"1553243_at"	"A"	"A"	"A"
"1553244_at"	"A"	"A"	"A"
"1553246_a_at"	"A"	"A"	"A"
"1553247_a_at"	"A"	"A"	"A"
"1553248_at"	"A"	"A"	"A"
"1553249_at"	"A"	"A"	"A"
"1553252_a_at"	"A"	"A"	"A"
"1553253_at"	"A"	"A"	"A"
"1553254_at"	"A"	"A"	"A"
"1553255_at"	"A"	"A"	"A"
"1553257_at"	"A"	"A"	"A"
"1553258_at"	"A"	"A"	"A"
"1553260_s_at"	"A"	"A"	"A"
"1553261_x_at"	"A"	"A"	"A"
"1553262_a_at"	"A"	"A"	"A"
"1553263_at"	"A"	"A"	"A"
"1553264_a_at"	"A"	"A"	"A"
"1553265_at"	"A"	"A"	"A"
"1553266_at"	"A"	"A"	"A"
"1553267_a_at"	"A"	"A"	"A"
"1553268_at"	"A"	"A"	"A"
"1553269_at"	"A"	"A"	"A"
"1553271_at"	"A"	"A"	"A"
"1553272_at"	"A"	"A"	"A"
"1553274_a_at"	"A"	"A"	"A"
"1553275_s_at"	"P"	"P"	"P"
"1553276_at"	"A"	"A"	"A"
"1553277_at"	"A"	"A"	"A"
"1553279_at"	"A"	"A"	"A"
"1553280_at"	"A"	"A"	"A"
"1553281_at"	"A"	"A"	"A"
"1553282_at"	"A"	"A"	"A"
"1553284_s_at"	"A"	"A"	"A"
"1553285_s_at"	"A"	"A"	"A"
"1553286_at"	"A"	"A"	"A"
"1553288_a_at"	"A"	"A"	"A"
"1553292_s_at"	"A"	"A"	"A"
"1553293_at"	"A"	"A"	"A"
"1553295_at"	"A"	"P"	"A"
"1553296_at"	"A"	"A"	"A"
"1553297_a_at"	"A"	"A"	"A"
"1553298_at"	"A"	"A"	"A"
"1553299_at"	"A"	"A"	"A"
"1553300_a_at"	"A"	"A"	"A"
"1553301_a_at"	"A"	"A"	"A"
"1553303_at"	"A"	"A"	"A"
"1553304_at"	"A"	"A"	"A"
"1553306_at"	"A"	"A"	"A"
"1553310_at"	"A"	"A"	"A"
"1553311_at"	"A"	"A"	"A"
"1553313_s_at"	"M"	"A"	"P"
"1553314_a_at"	"A"	"A"	"A"
"1553315_at"	"A"	"A"	"A"
"1553316_at"	"A"	"A"	"A"
"1553317_s_at"	"A"	"A"	"A"
"1553318_at"	"A"	"A"	"A"
"1553319_at"	"A"	"A"	"A"
"1553320_s_at"	"A"	"A"	"A"
"1553321_a_at"	"A"	"A"	"A"
"1553322_s_at"	"A"	"A"	"A"
"1553323_a_at"	"A"	"A"	"A"
"1553325_at"	"A"	"A"	"A"
"1553326_at"	"A"	"A"	"A"
"1553327_a_at"	"A"	"A"	"A"
"1553328_a_at"	"A"	"A"	"A"
"1553329_at"	"A"	"A"	"A"
"1553330_at"	"A"	"A"	"A"
"1553333_at"	"A"	"A"	"A"
"1553335_x_at"	"A"	"A"	"A"
"1553336_a_at"	"A"	"A"	"A"
"1553338_at"	"A"	"A"	"A"
"1553340_s_at"	"A"	"A"	"A"
"1553341_at"	"A"	"A"	"A"
"1553344_at"	"A"	"A"	"A"
"1553346_a_at"	"A"	"A"	"A"
"1553347_s_at"	"A"	"A"	"A"
"1553348_a_at"	"A"	"A"	"A"
"1553349_at"	"A"	"M"	"A"
"1553350_at"	"A"	"A"	"A"
"1553351_at"	"A"	"A"	"A"
"1553352_x_at"	"A"	"A"	"A"
"1553354_a_at"	"A"	"A"	"A"
"1553355_at"	"A"	"A"	"A"
"1553356_at"	"A"	"A"	"A"
"1553357_at"	"A"	"A"	"A"
"1553359_at"	"A"	"A"	"A"
"1553361_x_at"	"A"	"A"	"A"
"1553362_at"	"A"	"A"	"A"
"1553363_at"	"A"	"A"	"A"
"1553364_at"	"A"	"A"	"A"
"1553365_at"	"A"	"A"	"A"
"1553366_s_at"	"A"	"A"	"A"
"1553367_a_at"	"A"	"A"	"A"
"1553369_at"	"A"	"A"	"A"
"1553371_at"	"A"	"A"	"A"
"1553372_at"	"A"	"A"	"A"
"1553373_at"	"A"	"A"	"A"
"1553374_at"	"A"	"A"	"A"
"1553375_at"	"A"	"A"	"A"
"1553376_a_at"	"A"	"A"	"A"
"1553378_a_at"	"A"	"A"	"A"
"1553380_at"	"A"	"A"	"A"
"1553383_at"	"A"	"A"	"A"
"1553385_at"	"A"	"A"	"A"
"1553386_at"	"A"	"A"	"A"
"1553387_at"	"A"	"M"	"A"
"1553388_at"	"A"	"A"	"A"
"1553389_at"	"A"	"A"	"A"
"1553390_at"	"A"	"A"	"A"
"1553391_at"	"A"	"A"	"A"
"1553392_at"	"A"	"A"	"A"
"1553394_a_at"	"A"	"A"	"A"
"1553395_a_at"	"A"	"A"	"A"
"1553396_a_at"	"A"	"A"	"A"
"1553397_at"	"A"	"A"	"A"
"1553398_at"	"A"	"A"	"A"
"1553399_a_at"	"A"	"A"	"A"
"1553400_a_at"	"A"	"A"	"A"
"1553401_at"	"A"	"A"	"A"
"1553402_a_at"	"A"	"A"	"A"
"1553403_at"	"A"	"A"	"A"
"1553405_a_at"	"A"	"A"	"A"
"1553407_at"	"A"	"A"	"A"
"1553409_at"	"A"	"A"	"A"
"1553410_a_at"	"A"	"A"	"A"
"1553411_s_at"	"A"	"A"	"A"
"1553412_at"	"A"	"A"	"A"
"1553413_at"	"A"	"A"	"A"
"1553415_at"	"A"	"A"	"A"
"1553417_at"	"A"	"A"	"A"
"1553418_a_at"	"P"	"A"	"A"
"1553420_at"	"A"	"A"	"A"
"1553422_s_at"	"A"	"A"	"A"
"1553423_a_at"	"A"	"A"	"A"
"1553424_at"	"A"	"A"	"A"
"1553425_at"	"A"	"A"	"A"
"1553426_at"	"A"	"A"	"A"
"1553427_at"	"A"	"A"	"A"
"1553428_at"	"P"	"A"	"P"
"1553429_at"	"A"	"A"	"A"
"1553430_a_at"	"A"	"A"	"A"
"1553432_s_at"	"A"	"A"	"A"
"1553433_at"	"A"	"A"	"A"
"1553434_at"	"A"	"A"	"A"
"1553435_at"	"A"	"A"	"A"
"1553436_at"	"A"	"A"	"A"
"1553437_at"	"A"	"A"	"A"
"1553438_at"	"A"	"A"	"P"
"1553439_at"	"A"	"A"	"A"
"1553440_at"	"A"	"A"	"A"
"1553441_at"	"A"	"A"	"A"
"1553442_a_at"	"A"	"A"	"A"
"1553443_at"	"A"	"A"	"A"
"1553444_a_at"	"A"	"A"	"A"
"1553446_at"	"A"	"A"	"A"
"1553447_at"	"A"	"A"	"A"
"1553448_at"	"A"	"A"	"A"
"1553449_at"	"A"	"A"	"A"
"1553450_s_at"	"A"	"A"	"A"
"1553451_at"	"A"	"A"	"A"
"1553452_at"	"A"	"A"	"A"
"1553453_at"	"P"	"A"	"A"
"1553454_at"	"A"	"A"	"A"
"1553456_at"	"A"	"A"	"A"
"1553457_at"	"A"	"A"	"A"
"1553458_at"	"A"	"A"	"A"
"1553459_at"	"A"	"A"	"A"
"1553460_at"	"A"	"A"	"A"
"1553461_at"	"A"	"A"	"A"
"1553462_at"	"A"	"A"	"A"
"1553464_at"	"A"	"A"	"A"
"1553465_a_at"	"A"	"A"	"A"
"1553466_at"	"M"	"P"	"A"
"1553467_at"	"A"	"A"	"A"
"1553468_at"	"A"	"A"	"A"
"1553470_at"	"A"	"A"	"A"
"1553471_at"	"A"	"A"	"A"
"1553472_at"	"A"	"A"	"A"
"1553474_at"	"A"	"A"	"A"
"1553475_at"	"A"	"A"	"A"
"1553478_at"	"A"	"A"	"A"
"1553479_at"	"A"	"P"	"A"
"1553482_at"	"A"	"A"	"A"
"1553483_at"	"A"	"A"	"A"
"1553484_at"	"A"	"A"	"A"
"1553485_at"	"A"	"A"	"A"
"1553486_a_at"	"A"	"A"	"A"
"1553488_at"	"A"	"A"	"A"
"1553489_a_at"	"A"	"A"	"A"
"1553491_at"	"A"	"P"	"A"
"1553492_a_at"	"A"	"A"	"A"
"1553493_a_at"	"A"	"A"	"A"
"1553494_at"	"A"	"A"	"A"
"1553497_at"	"A"	"A"	"A"
"1553498_at"	"A"	"A"	"A"
"1553499_s_at"	"A"	"A"	"A"
"1553500_at"	"A"	"A"	"A"
"1553502_a_at"	"A"	"A"	"A"
"1553504_at"	"A"	"A"	"A"
"1553505_at"	"A"	"A"	"A"
"1553506_at"	"A"	"A"	"A"
"1553507_a_at"	"A"	"M"	"A"
"1553508_at"	"A"	"A"	"A"
"1553510_s_at"	"P"	"P"	"P"
"1553511_at"	"A"	"A"	"A"
"1553512_at"	"A"	"A"	"A"
"1553513_at"	"A"	"A"	"A"
"1553514_a_at"	"A"	"A"	"A"
"1553515_at"	"A"	"A"	"A"
"1553517_at"	"A"	"A"	"A"
"1553518_at"	"A"	"A"	"A"
"1553519_at"	"A"	"A"	"A"
"1553521_at"	"A"	"A"	"A"
"1553523_at"	"A"	"A"	"A"
"1553524_at"	"A"	"A"	"A"
"1553525_at"	"A"	"A"	"A"
"1553526_at"	"A"	"A"	"A"
"1553527_at"	"A"	"A"	"A"
"1553528_a_at"	"P"	"P"	"P"
"1553529_at"	"A"	"A"	"A"
"1553530_a_at"	"P"	"P"	"P"
"1553531_at"	"A"	"A"	"A"
"1553532_a_at"	"A"	"A"	"A"
"1553533_at"	"A"	"A"	"A"
"1553534_at"	"A"	"P"	"A"
"1553535_a_at"	"A"	"P"	"A"
"1553536_at"	"A"	"A"	"A"
"1553537_at"	"A"	"A"	"A"
"1553538_s_at"	"P"	"P"	"P"
"1553539_at"	"A"	"A"	"A"
"1553540_a_at"	"A"	"A"	"A"
"1553541_at"	"A"	"A"	"A"
"1553542_at"	"A"	"A"	"A"
"1553544_at"	"A"	"A"	"A"
"1553545_at"	"A"	"A"	"A"
"1553546_at"	"A"	"A"	"A"
"1553547_at"	"A"	"A"	"M"
"1553549_at"	"A"	"A"	"A"
"1553550_at"	"A"	"A"	"A"
"1553551_s_at"	"P"	"P"	"P"
"1553552_at"	"A"	"A"	"A"
"1553553_at"	"A"	"A"	"A"
"1553555_at"	"A"	"A"	"A"
"1553556_at"	"A"	"A"	"A"
"1553558_at"	"A"	"A"	"A"
"1553559_at"	"A"	"P"	"M"
"1553560_at"	"A"	"A"	"A"
"1553561_at"	"P"	"A"	"A"
"1553562_at"	"A"	"A"	"A"
"1553564_at"	"A"	"A"	"A"
"1553565_s_at"	"A"	"A"	"A"
"1553566_at"	"A"	"A"	"A"
"1553567_s_at"	"P"	"P"	"P"
"1553568_a_at"	"A"	"A"	"A"
"1553569_at"	"P"	"P"	"P"
"1553570_x_at"	"P"	"P"	"P"
"1553572_a_at"	"A"	"A"	"A"
"1553573_s_at"	"A"	"A"	"A"
"1553574_at"	"A"	"A"	"A"
"1553575_at"	"P"	"P"	"P"
"1553579_a_at"	"A"	"A"	"A"
"1553581_s_at"	"P"	"P"	"P"
"1553582_a_at"	"M"	"P"	"A"
"1553583_a_at"	"A"	"A"	"A"
"1553584_at"	"A"	"A"	"A"
"1553585_a_at"	"A"	"A"	"A"
"1553586_at"	"A"	"A"	"A"
"1553587_a_at"	"P"	"P"	"P"
"1553588_at"	"P"	"P"	"P"
"1553589_a_at"	"A"	"A"	"A"
"1553590_at"	"A"	"A"	"A"
"1553591_at"	"A"	"A"	"A"
"1553592_x_at"	"A"	"A"	"A"
"1553593_a_at"	"A"	"A"	"A"
"1553594_a_at"	"M"	"A"	"A"
"1553599_a_at"	"A"	"A"	"A"
"1553600_at"	"A"	"A"	"A"
"1553601_a_at"	"A"	"A"	"A"
"1553602_at"	"A"	"A"	"A"
"1553603_s_at"	"P"	"A"	"P"
"1553604_at"	"A"	"A"	"A"
"1553605_a_at"	"A"	"A"	"A"
"1553607_at"	"A"	"A"	"A"
"1553608_a_at"	"A"	"A"	"A"
"1553611_s_at"	"A"	"A"	"A"
"1553612_at"	"A"	"M"	"P"
"1553613_s_at"	"P"	"P"	"P"
"1553614_a_at"	"A"	"A"	"A"
"1553618_at"	"A"	"A"	"A"
"1553619_a_at"	"A"	"A"	"A"
"1553620_at"	"A"	"A"	"A"
"1553622_a_at"	"A"	"A"	"A"
"1553623_at"	"A"	"A"	"A"
"1553625_at"	"A"	"A"	"A"
"1553626_a_at"	"A"	"A"	"A"
"1553627_s_at"	"A"	"A"	"A"
"1553629_a_at"	"A"	"A"	"A"
"1553630_at"	"A"	"A"	"A"
"1553633_s_at"	"A"	"A"	"M"
"1553634_a_at"	"A"	"A"	"A"
"1553635_s_at"	"A"	"A"	"A"
"1553636_at"	"A"	"A"	"A"
"1553637_s_at"	"A"	"P"	"P"
"1553639_a_at"	"A"	"A"	"A"
"1553640_at"	"A"	"A"	"A"
"1553641_a_at"	"A"	"A"	"A"
"1553642_at"	"A"	"A"	"A"
"1553644_at"	"A"	"A"	"A"
"1553645_at"	"A"	"A"	"A"
"1553646_at"	"P"	"A"	"A"
"1553647_at"	"A"	"A"	"A"
"1553651_at"	"A"	"A"	"A"
"1553652_a_at"	"A"	"A"	"A"
"1553654_at"	"A"	"A"	"A"
"1553655_at"	"A"	"A"	"A"
"1553656_at"	"A"	"A"	"A"
"1553657_at"	"A"	"A"	"A"
"1553658_at"	"M"	"P"	"M"
"1553660_at"	"A"	"M"	"A"
"1553661_a_at"	"A"	"A"	"P"
"1553663_a_at"	"A"	"A"	"A"
"1553666_at"	"A"	"A"	"P"
"1553668_at"	"A"	"P"	"A"
"1553670_at"	"A"	"A"	"A"
"1553672_at"	"A"	"A"	"P"
"1553673_at"	"A"	"A"	"A"
"1553674_at"	"P"	"A"	"A"
"1553675_at"	"A"	"A"	"A"
"1553677_a_at"	"P"	"P"	"P"
"1553678_a_at"	"P"	"P"	"P"
"1553679_s_at"	"A"	"A"	"P"
"1553681_a_at"	"A"	"A"	"M"
"1553682_at"	"A"	"A"	"A"
"1553683_s_at"	"A"	"A"	"A"
"1553684_at"	"M"	"A"	"A"
"1553685_s_at"	"A"	"A"	"A"
"1553686_at"	"A"	"A"	"A"
"1553688_at"	"A"	"A"	"A"
"1553689_s_at"	"P"	"P"	"P"
"1553690_at"	"P"	"P"	"P"
"1553691_at"	"A"	"A"	"A"
"1553693_s_at"	"A"	"P"	"A"
"1553694_a_at"	"A"	"A"	"A"
"1553695_a_at"	"A"	"A"	"A"
"1553696_s_at"	"A"	"A"	"A"
"1553697_at"	"A"	"A"	"A"
"1553698_a_at"	"A"	"A"	"A"
"1553701_a_at"	"A"	"A"	"A"
"1553702_at"	"A"	"A"	"A"
"1553703_at"	"P"	"P"	"P"
"1553704_x_at"	"P"	"P"	"P"
"1553705_a_at"	"A"	"A"	"A"
"1553706_at"	"A"	"A"	"A"
"1553708_at"	"A"	"A"	"A"
"1553709_a_at"	"P"	"P"	"P"
"1553710_at"	"A"	"A"	"A"
"1553711_a_at"	"A"	"A"	"A"
"1553713_a_at"	"A"	"A"	"A"
"1553715_s_at"	"P"	"A"	"A"
"1553717_at"	"A"	"A"	"A"
"1553718_at"	"P"	"P"	"P"
"1553719_s_at"	"P"	"M"	"P"
"1553720_a_at"	"A"	"A"	"A"
"1553721_at"	"A"	"A"	"A"
"1553722_s_at"	"A"	"A"	"A"
"1553723_at"	"A"	"A"	"A"
"1553725_s_at"	"A"	"A"	"A"
"1553726_s_at"	"A"	"A"	"P"
"1553727_at"	"A"	"A"	"A"
"1553728_at"	"A"	"A"	"A"
"1553729_s_at"	"A"	"A"	"A"
"1553730_x_at"	"A"	"A"	"A"
"1553732_s_at"	"A"	"A"	"A"
"1553734_at"	"A"	"A"	"A"
"1553736_at"	"A"	"A"	"A"
"1553739_at"	"A"	"A"	"A"
"1553740_a_at"	"A"	"A"	"A"
"1553741_at"	"A"	"A"	"A"
"1553743_at"	"P"	"P"	"P"
"1553746_a_at"	"A"	"A"	"A"
"1553747_at"	"A"	"A"	"A"
"1553749_at"	"P"	"P"	"P"
"1553750_a_at"	"A"	"A"	"A"
"1553752_at"	"A"	"A"	"A"
"1553755_at"	"A"	"A"	"A"
"1553756_at"	"A"	"A"	"A"
"1553757_at"	"A"	"A"	"A"
"1553759_at"	"P"	"A"	"A"
"1553761_at"	"A"	"A"	"A"
"1553764_a_at"	"M"	"P"	"P"
"1553765_a_at"	"A"	"A"	"A"
"1553768_a_at"	"A"	"A"	"A"
"1553769_at"	"A"	"A"	"A"
"1553770_a_at"	"A"	"A"	"A"
"1553772_at"	"A"	"A"	"A"
"1553775_at"	"A"	"A"	"A"
"1553776_at"	"A"	"A"	"A"
"1553778_at"	"A"	"A"	"A"
"1553780_at"	"P"	"A"	"A"
"1553781_at"	"A"	"A"	"A"
"1553785_at"	"A"	"A"	"A"
"1553787_at"	"A"	"A"	"P"
"1553789_a_at"	"A"	"A"	"A"
"1553792_at"	"A"	"A"	"A"
"1553793_a_at"	"A"	"A"	"A"
"1553794_at"	"A"	"A"	"A"
"1553796_at"	"A"	"A"	"A"
"1553797_a_at"	"A"	"A"	"A"
"1553798_a_at"	"P"	"P"	"P"
"1553799_at"	"A"	"A"	"A"
"1553801_a_at"	"A"	"A"	"M"
"1553802_a_at"	"A"	"A"	"A"
"1553803_at"	"A"	"A"	"A"
"1553804_a_at"	"A"	"A"	"A"
"1553805_at"	"A"	"P"	"A"
"1553808_a_at"	"A"	"A"	"A"
"1553809_a_at"	"A"	"A"	"A"
"1553810_a_at"	"P"	"P"	"P"
"1553811_at"	"A"	"A"	"A"
"1553812_at"	"A"	"A"	"A"
"1553813_s_at"	"A"	"A"	"A"
"1553815_a_at"	"A"	"A"	"A"
"1553817_at"	"A"	"A"	"A"
"1553818_x_at"	"A"	"A"	"A"
"1553821_at"	"A"	"A"	"A"
"1553822_at"	"A"	"A"	"A"
"1553823_a_at"	"P"	"A"	"A"
"1553826_a_at"	"A"	"A"	"A"
"1553828_at"	"M"	"P"	"A"
"1553829_at"	"A"	"A"	"A"
"1553830_s_at"	"A"	"A"	"A"
"1553831_at"	"A"	"A"	"A"
"1553832_at"	"P"	"A"	"A"
"1553834_at"	"A"	"A"	"A"
"1553835_a_at"	"A"	"A"	"A"
"1553837_at"	"A"	"A"	"A"
"1553838_at"	"A"	"A"	"A"
"1553839_at"	"A"	"A"	"A"
"1553840_a_at"	"A"	"A"	"M"
"1553842_at"	"A"	"A"	"A"
"1553843_at"	"A"	"A"	"A"
"1553844_a_at"	"A"	"A"	"A"
"1553845_x_at"	"A"	"A"	"A"
"1553846_at"	"A"	"A"	"A"
"1553847_a_at"	"A"	"A"	"A"
"1553849_at"	"A"	"P"	"A"
"1553850_at"	"A"	"A"	"A"
"1553851_at"	"A"	"A"	"A"
"1553852_at"	"A"	"A"	"A"
"1553856_s_at"	"A"	"A"	"A"
"1553857_at"	"A"	"A"	"A"
"1553858_at"	"A"	"A"	"A"
"1553859_at"	"A"	"A"	"A"
"1553860_at"	"A"	"A"	"A"
"1553861_at"	"A"	"A"	"A"
"1553863_at"	"A"	"A"	"A"
"1553864_at"	"A"	"A"	"A"
"1553865_a_at"	"A"	"A"	"A"
"1553868_a_at"	"A"	"A"	"A"
"1553869_at"	"A"	"A"	"A"
"1553871_at"	"A"	"A"	"A"
"1553872_at"	"A"	"A"	"A"
"1553873_at"	"A"	"A"	"A"
"1553874_a_at"	"A"	"A"	"A"
"1553875_s_at"	"A"	"A"	"A"
"1553876_at"	"A"	"A"	"A"
"1553878_at"	"A"	"A"	"A"
"1553879_a_at"	"A"	"A"	"A"
"1553880_at"	"A"	"A"	"A"
"1553881_at"	"P"	"A"	"A"
"1553882_at"	"A"	"A"	"A"
"1553883_at"	"A"	"A"	"A"
"1553885_x_at"	"A"	"A"	"A"
"1553886_at"	"A"	"A"	"A"
"1553887_at"	"A"	"A"	"A"
"1553888_at"	"A"	"A"	"A"
"1553889_at"	"A"	"A"	"A"
"1553890_s_at"	"A"	"A"	"A"
"1553891_at"	"A"	"A"	"A"
"1553893_at"	"A"	"A"	"A"
"1553894_at"	"A"	"A"	"A"
"1553895_at"	"A"	"A"	"A"
"1553898_a_at"	"A"	"A"	"A"
"1553900_s_at"	"A"	"A"	"A"
"1553901_x_at"	"A"	"P"	"P"
"1553905_at"	"A"	"A"	"A"
"1553906_s_at"	"A"	"A"	"A"
"1553907_a_at"	"A"	"A"	"A"
"1553909_x_at"	"A"	"A"	"A"
"1553910_at"	"A"	"A"	"A"
"1553911_at"	"A"	"A"	"A"
"1553912_at"	"A"	"A"	"A"
"1553914_at"	"A"	"A"	"A"
"1553915_at"	"A"	"A"	"A"
"1553917_at"	"A"	"A"	"A"
"1553918_at"	"A"	"A"	"A"
"1553919_at"	"A"	"A"	"A"
"1553920_at"	"A"	"A"	"A"
"1553923_at"	"A"	"A"	"A"
"1553924_at"	"A"	"A"	"A"
"1553927_at"	"A"	"A"	"A"
"1553928_at"	"P"	"P"	"P"
"1553929_at"	"A"	"A"	"A"
"1553930_at"	"A"	"A"	"A"
"1553931_at"	"A"	"A"	"A"
"1553934_at"	"A"	"A"	"A"
"1553935_at"	"A"	"A"	"A"
"1553936_a_at"	"A"	"A"	"M"
"1553938_a_at"	"A"	"A"	"A"
"1553940_a_at"	"A"	"A"	"A"
"1553943_at"	"A"	"A"	"A"
"1553944_at"	"A"	"A"	"A"
"1553945_at"	"A"	"A"	"A"
"1553946_at"	"A"	"A"	"A"
"1553947_at"	"A"	"A"	"A"
"1553949_at"	"A"	"A"	"A"
"1553952_at"	"A"	"A"	"A"
"1553954_at"	"P"	"P"	"P"
"1553955_at"	"P"	"P"	"P"
"1553956_at"	"P"	"P"	"P"
"1553957_at"	"A"	"A"	"A"
"1553959_a_at"	"M"	"P"	"M"
"1553960_at"	"P"	"P"	"P"
"1553961_s_at"	"A"	"A"	"A"
"1553962_s_at"	"A"	"A"	"A"
"1553963_at"	"A"	"A"	"A"
"1553965_x_at"	"A"	"A"	"A"
"1553967_at"	"A"	"A"	"A"
"1553968_a_at"	"A"	"A"	"A"
"1553970_s_at"	"A"	"A"	"A"
"1553971_a_at"	"A"	"A"	"A"
"1553972_a_at"	"A"	"A"	"A"
"1553973_a_at"	"A"	"A"	"A"
"1553974_at"	"P"	"P"	"M"
"1553976_a_at"	"P"	"P"	"P"
"1553977_a_at"	"A"	"A"	"A"
"1553978_at"	"P"	"P"	"P"
"1553979_at"	"P"	"P"	"P"
"1553982_a_at"	"A"	"A"	"A"
"1553983_at"	"M"	"A"	"P"
"1553984_s_at"	"P"	"P"	"P"
"1553986_at"	"A"	"A"	"A"
"1553987_at"	"P"	"P"	"P"
"1553989_a_at"	"A"	"A"	"A"
"1553990_at"	"A"	"A"	"A"
"1553991_s_at"	"A"	"A"	"A"
"1553992_s_at"	"A"	"M"	"A"
"1553993_s_at"	"P"	"P"	"P"
"1553994_at"	"P"	"P"	"P"
"1553995_a_at"	"P"	"P"	"P"
"1553997_a_at"	"P"	"P"	"P"
"1553998_at"	"M"	"P"	"M"
"1554001_at"	"P"	"P"	"M"
"1554003_at"	"P"	"P"	"P"
"1554004_a_at"	"P"	"A"	"A"
"1554006_a_at"	"A"	"A"	"A"
"1554007_at"	"A"	"A"	"A"
"1554008_at"	"A"	"A"	"A"
"1554010_at"	"M"	"A"	"P"
"1554012_at"	"A"	"A"	"A"
"1554014_at"	"P"	"P"	"P"
"1554015_a_at"	"A"	"A"	"A"
"1554016_a_at"	"M"	"P"	"P"
"1554017_at"	"A"	"A"	"A"
"1554018_at"	"P"	"A"	"P"
"1554019_s_at"	"P"	"P"	"P"
"1554020_at"	"M"	"A"	"P"
"1554021_a_at"	"P"	"P"	"P"
"1554022_at"	"A"	"A"	"A"
"1554023_s_at"	"A"	"P"	"A"
"1554026_a_at"	"A"	"A"	"A"
"1554027_a_at"	"A"	"A"	"P"
"1554029_a_at"	"A"	"A"	"A"
"1554030_at"	"A"	"A"	"P"
"1554032_at"	"A"	"A"	"A"
"1554033_at"	"A"	"A"	"A"
"1554034_a_at"	"A"	"A"	"A"
"1554036_at"	"M"	"P"	"P"
"1554037_a_at"	"A"	"A"	"M"
"1554038_at"	"A"	"A"	"A"
"1554039_at"	"A"	"P"	"A"
"1554041_at"	"A"	"A"	"A"
"1554042_s_at"	"A"	"A"	"A"
"1554043_a_at"	"A"	"A"	"A"
"1554044_a_at"	"A"	"A"	"A"
"1554045_at"	"A"	"A"	"A"
"1554047_at"	"P"	"P"	"P"
"1554049_s_at"	"A"	"A"	"A"
"1554050_at"	"A"	"A"	"A"
"1554052_at"	"A"	"A"	"A"
"1554053_at"	"P"	"P"	"A"
"1554057_at"	"M"	"P"	"M"
"1554059_at"	"A"	"A"	"A"
"1554060_s_at"	"A"	"A"	"A"
"1554062_at"	"A"	"A"	"A"
"1554063_at"	"A"	"M"	"P"
"1554065_at"	"A"	"A"	"A"
"1554067_at"	"P"	"P"	"P"
"1554068_s_at"	"A"	"A"	"A"
"1554069_at"	"A"	"A"	"A"
"1554071_at"	"A"	"A"	"A"
"1554072_s_at"	"A"	"A"	"A"
"1554074_s_at"	"A"	"A"	"A"
"1554076_s_at"	"A"	"A"	"A"
"1554077_a_at"	"P"	"A"	"P"
"1554078_s_at"	"P"	"P"	"P"
"1554079_at"	"P"	"P"	"P"
"1554080_at"	"P"	"P"	"P"
"1554082_a_at"	"P"	"P"	"P"
"1554084_a_at"	"A"	"A"	"A"
"1554085_at"	"P"	"M"	"P"
"1554086_at"	"P"	"P"	"P"
"1554089_s_at"	"P"	"P"	"P"
"1554091_a_at"	"P"	"P"	"P"
"1554093_a_at"	"P"	"P"	"P"
"1554094_at"	"A"	"A"	"A"
"1554095_at"	"P"	"P"	"P"
"1554096_a_at"	"M"	"A"	"P"
"1554097_a_at"	"A"	"A"	"A"
"1554098_at"	"A"	"A"	"A"
"1554099_a_at"	"A"	"A"	"A"
