"GSM34592.CEL.gz"	"GSM34593.CEL.gz"	"GSM34594.CEL.gz"
"39196_i_at"	"A"	"A"	"A"
"39197_s_at"	"A"	"A"	"A"
"39198_s_at"	"A"	"A"	"A"
"39199_at"	"A"	"P"	"A"
"392_g_at"	"P"	"P"	"P"
"39200_s_at"	"M"	"A"	"A"
"39201_r_at"	"A"	"M"	"A"
"39202_at"	"A"	"A"	"A"
"39203_at"	"A"	"A"	"A"
"39204_at"	"P"	"A"	"A"
"39205_at"	"A"	"A"	"A"
"39206_s_at"	"A"	"A"	"A"
"39207_r_at"	"A"	"A"	"A"
"39208_i_at"	"A"	"A"	"A"
"39209_r_at"	"A"	"A"	"A"
"39210_at"	"A"	"A"	"A"
"39211_at"	"A"	"A"	"A"
"39212_at"	"A"	"A"	"A"
"39213_at"	"A"	"A"	"A"
"39214_at"	"A"	"A"	"A"
"39215_at"	"A"	"A"	"A"
"39216_at"	"A"	"A"	"A"
"39217_at"	"A"	"A"	"A"
"39218_at"	"P"	"A"	"P"
"39219_at"	"P"	"P"	"P"
"39220_at"	"A"	"A"	"A"
"39221_at"	"A"	"A"	"A"
"39222_at"	"A"	"A"	"A"
"39223_at"	"A"	"A"	"A"
"39224_at"	"P"	"A"	"A"
"39225_at"	"P"	"P"	"P"
"39226_at"	"A"	"A"	"A"
"39227_at"	"A"	"A"	"A"
"39228_at"	"A"	"A"	"M"
"39229_at"	"A"	"A"	"M"
"39230_at"	"P"	"P"	"P"
"39231_at"	"P"	"P"	"P"
"39232_at"	"P"	"P"	"P"
"39233_at"	"P"	"M"	"P"
"39234_at"	"A"	"A"	"A"
"39235_at"	"A"	"A"	"A"
"39236_s_at"	"A"	"A"	"A"
"39237_at"	"P"	"M"	"A"
"39238_at"	"A"	"A"	"A"
"39239_at"	"A"	"A"	"A"
"39240_at"	"A"	"A"	"A"
"39241_at"	"A"	"A"	"A"
"39242_at"	"A"	"A"	"A"
"39243_s_at"	"P"	"P"	"P"
"39244_at"	"A"	"A"	"A"
"39245_at"	"P"	"P"	"P"
"39246_at"	"P"	"P"	"P"
"39247_at"	"P"	"P"	"P"
"39248_at"	"A"	"A"	"A"
"39249_at"	"A"	"A"	"A"
"39250_at"	"P"	"P"	"P"
"39251_at"	"P"	"P"	"P"
"39252_at"	"P"	"P"	"P"
"39253_s_at"	"P"	"P"	"P"
"39254_at"	"P"	"P"	"P"
"39255_at"	"A"	"A"	"A"
"39256_at"	"A"	"A"	"P"
"39257_at"	"P"	"P"	"P"
"39258_at"	"P"	"P"	"P"
"39259_at"	"A"	"A"	"A"
"39260_at"	"P"	"P"	"P"
"39261_at"	"A"	"A"	"A"
"39262_at"	"P"	"P"	"P"
"39263_at"	"P"	"P"	"P"
"39264_at"	"A"	"A"	"A"
"39265_at"	"A"	"A"	"A"
"39266_at"	"A"	"A"	"A"
"39267_at"	"P"	"P"	"P"
"39268_at"	"A"	"A"	"A"
"39269_at"	"P"	"P"	"P"
"39270_at"	"A"	"A"	"A"
"39271_at"	"A"	"A"	"A"
"39272_g_at"	"P"	"P"	"P"
"39273_at"	"A"	"A"	"A"
"39274_at"	"P"	"P"	"P"
"39275_at"	"A"	"A"	"A"
"39276_g_at"	"A"	"A"	"A"
"39277_at"	"P"	"P"	"P"
"39278_at"	"A"	"A"	"A"
"39279_at"	"A"	"A"	"A"
"39280_at"	"P"	"P"	"A"
"39281_at"	"P"	"A"	"P"
"39282_at"	"P"	"P"	"P"
"39283_at"	"A"	"M"	"P"
"39284_at"	"A"	"A"	"M"
"39285_at"	"P"	"P"	"P"
"39286_at"	"A"	"A"	"A"
"39287_at"	"M"	"M"	"A"
"39288_at"	"A"	"A"	"A"
"39289_at"	"P"	"P"	"P"
"39290_f_at"	"P"	"P"	"P"
"39291_at"	"P"	"A"	"A"
"39292_r_at"	"P"	"A"	"P"
"39293_at"	"P"	"P"	"P"
"39294_at"	"P"	"P"	"P"
"39295_s_at"	"P"	"P"	"P"
"39296_at"	"A"	"A"	"A"
"39297_at"	"P"	"P"	"P"
"39298_at"	"P"	"P"	"P"
"39299_at"	"P"	"P"	"P"
"393_s_at"	"P"	"P"	"P"
"39300_at"	"A"	"A"	"A"
"39301_at"	"A"	"A"	"A"
"39302_at"	"A"	"A"	"A"
"39303_at"	"A"	"A"	"A"
"39304_g_at"	"A"	"A"	"A"
"39305_at"	"A"	"A"	"A"
"39306_at"	"P"	"A"	"P"
"39307_s_at"	"P"	"P"	"P"
"39308_r_at"	"P"	"P"	"P"
"39309_at"	"P"	"P"	"P"
"39310_at"	"P"	"P"	"P"
"39311_at"	"A"	"A"	"A"
"39312_r_at"	"A"	"A"	"A"
"39313_at"	"A"	"M"	"P"
"39314_at"	"A"	"A"	"A"
"39315_at"	"P"	"P"	"P"
"39316_at"	"A"	"A"	"A"
"39317_at"	"A"	"A"	"A"
"39318_at"	"A"	"A"	"A"
"39319_at"	"A"	"A"	"A"
"39320_at"	"A"	"A"	"A"
"39321_at"	"A"	"A"	"A"
"39322_at"	"A"	"A"	"A"
"39323_at"	"P"	"P"	"P"
"39324_at"	"P"	"P"	"P"
"39325_at"	"A"	"A"	"A"
"39326_at"	"A"	"A"	"A"
"39327_at"	"P"	"M"	"P"
"39328_at"	"P"	"P"	"P"
"39329_at"	"P"	"P"	"P"
"39330_s_at"	"P"	"P"	"P"
"39331_at"	"P"	"P"	"P"
"39332_at"	"A"	"A"	"M"
"39333_at"	"A"	"A"	"A"
"39334_s_at"	"A"	"A"	"A"
"39335_at"	"P"	"P"	"P"
"39336_at"	"P"	"P"	"P"
"39337_at"	"P"	"P"	"P"
"39338_at"	"P"	"P"	"P"
"39339_at"	"M"	"M"	"M"
"39340_at"	"P"	"P"	"P"
"39341_at"	"P"	"P"	"P"
"39342_at"	"P"	"P"	"P"
"39343_at"	"P"	"P"	"P"
"39344_at"	"P"	"P"	"P"
"39345_at"	"P"	"P"	"P"
"39346_at"	"P"	"P"	"P"
"39347_at"	"P"	"P"	"P"
"39348_at"	"P"	"P"	"P"
"39349_at"	"A"	"A"	"A"
"39350_at"	"A"	"A"	"A"
"39351_at"	"P"	"P"	"P"
"39352_at"	"A"	"A"	"A"
"39353_at"	"P"	"P"	"P"
"39354_at"	"P"	"P"	"P"
"39355_at"	"P"	"P"	"P"
"39356_at"	"P"	"P"	"P"
"39357_at"	"P"	"P"	"P"
"39358_at"	"P"	"P"	"P"
"39359_s_at"	"A"	"A"	"A"
"39360_at"	"P"	"P"	"P"
"39361_f_at"	"P"	"P"	"M"
"39362_r_at"	"P"	"P"	"P"
"39363_at"	"P"	"P"	"P"
"39364_s_at"	"P"	"P"	"P"
"39365_i_at"	"P"	"P"	"P"
"39366_at"	"P"	"P"	"P"
"39367_at"	"P"	"P"	"P"
"39368_at"	"P"	"P"	"P"
"39369_at"	"P"	"P"	"P"
"39370_at"	"P"	"P"	"P"
"39371_at"	"A"	"A"	"A"
"39372_at"	"P"	"P"	"P"
"39373_at"	"P"	"P"	"P"
"39374_at"	"P"	"P"	"P"
"39375_g_at"	"P"	"P"	"P"
"39376_at"	"P"	"P"	"P"
"39377_at"	"P"	"P"	"P"
"39378_at"	"P"	"P"	"P"
"39379_at"	"P"	"P"	"P"
"39380_at"	"P"	"P"	"P"
"39381_at"	"P"	"P"	"P"
"39382_at"	"P"	"P"	"P"
"39383_at"	"P"	"P"	"P"
"39384_at"	"A"	"A"	"A"
"39385_at"	"A"	"A"	"A"
"39386_at"	"P"	"P"	"P"
"39387_at"	"A"	"A"	"A"
"39388_at"	"P"	"P"	"P"
"39389_at"	"P"	"P"	"P"
"39390_at"	"P"	"P"	"P"
"39391_at"	"P"	"P"	"P"
"39392_at"	"P"	"P"	"P"
"39393_r_at"	"P"	"P"	"P"
"39394_at"	"A"	"A"	"P"
"39395_at"	"A"	"A"	"A"
"39396_at"	"P"	"P"	"P"
"39397_at"	"P"	"P"	"P"
"39398_s_at"	"P"	"P"	"P"
"39399_at"	"A"	"A"	"A"
"394_at"	"P"	"P"	"P"
"39400_at"	"P"	"M"	"A"
"39401_at"	"P"	"P"	"P"
"39402_at"	"P"	"P"	"P"
"39403_at"	"P"	"P"	"P"
"39404_s_at"	"P"	"P"	"P"
"39405_at"	"P"	"P"	"P"
"39406_at"	"A"	"A"	"A"
"39407_at"	"A"	"A"	"A"
"39408_at"	"P"	"P"	"P"
"39409_at"	"P"	"P"	"P"
"39410_at"	"P"	"P"	"P"
"39411_at"	"P"	"P"	"P"
"39412_at"	"P"	"P"	"P"
"39413_at"	"A"	"A"	"A"
"39414_at"	"A"	"A"	"A"
"39415_at"	"P"	"P"	"P"
"39416_at"	"P"	"P"	"P"
"39417_at"	"P"	"P"	"P"
"39418_at"	"P"	"P"	"P"
"39419_at"	"P"	"P"	"P"
"39420_at"	"P"	"P"	"P"
"39421_at"	"P"	"P"	"P"
"39422_at"	"P"	"P"	"P"
"39423_f_at"	"P"	"P"	"P"
"39424_at"	"A"	"A"	"A"
"39425_at"	"P"	"P"	"P"
"39426_at"	"P"	"P"	"P"
"39427_at"	"P"	"P"	"P"
"39428_at"	"P"	"P"	"P"
"39429_at"	"P"	"P"	"P"
"39430_at"	"P"	"P"	"P"
"39431_at"	"P"	"P"	"P"
"39432_at"	"P"	"P"	"P"
"39433_at"	"A"	"A"	"A"
"39434_at"	"P"	"P"	"P"
"39435_at"	"P"	"P"	"P"
"39436_at"	"P"	"P"	"P"
"39437_at"	"P"	"P"	"P"
"39438_at"	"P"	"P"	"P"
"39439_at"	"A"	"A"	"A"
"39440_f_at"	"A"	"A"	"A"
"39441_at"	"P"	"P"	"P"
"39442_at"	"P"	"P"	"P"
"39443_s_at"	"P"	"P"	"P"
"39444_at"	"P"	"P"	"P"
"39445_at"	"P"	"P"	"P"
"39446_s_at"	"A"	"A"	"A"
"39447_f_at"	"A"	"A"	"A"
"39448_r_at"	"A"	"A"	"A"
"39449_at"	"A"	"A"	"A"
"39450_s_at"	"P"	"P"	"P"
"39451_i_at"	"A"	"A"	"A"
"39452_s_at"	"A"	"A"	"P"
"39453_at"	"A"	"A"	"A"
"39454_f_at"	"A"	"A"	"A"
"39455_r_at"	"A"	"A"	"A"
"39456_at"	"A"	"P"	"A"
"39457_r_at"	"P"	"A"	"M"
"39458_s_at"	"A"	"A"	"A"
"39459_at"	"A"	"A"	"A"
"39460_g_at"	"A"	"A"	"A"
"39461_s_at"	"A"	"A"	"A"
"39462_s_at"	"A"	"A"	"A"
"39463_at"	"A"	"A"	"A"
"39464_at"	"P"	"P"	"A"
"39465_f_at"	"A"	"A"	"A"
"39466_s_at"	"A"	"A"	"A"
"39467_f_at"	"A"	"A"	"A"
"39468_r_at"	"A"	"A"	"A"
"39469_s_at"	"A"	"A"	"A"
"39470_at"	"P"	"P"	"P"
"39471_at"	"P"	"P"	"P"
"39472_s_at"	"A"	"M"	"A"
"39473_r_at"	"A"	"A"	"A"
"39474_s_at"	"P"	"P"	"P"
"39475_at"	"A"	"A"	"A"
"39476_at"	"A"	"A"	"A"
"39477_s_at"	"A"	"A"	"A"
"39478_at"	"A"	"A"	"A"
"39479_g_at"	"A"	"A"	"A"
"39480_s_at"	"A"	"A"	"A"
"39481_at"	"A"	"A"	"A"
"39482_at"	"A"	"A"	"A"
"39483_s_at"	"A"	"A"	"A"
"39484_at"	"P"	"P"	"P"
"39485_g_at"	"A"	"P"	"P"
"39486_s_at"	"A"	"P"	"M"
"39487_at"	"A"	"A"	"A"
"39488_at"	"A"	"A"	"A"
"39489_g_at"	"A"	"A"	"A"
"39490_f_at"	"M"	"M"	"A"
"39491_s_at"	"A"	"A"	"A"
"39492_at"	"A"	"A"	"A"
"39493_at"	"A"	"A"	"A"
"39494_at"	"A"	"A"	"A"
"39495_at"	"A"	"A"	"A"
"39496_s_at"	"A"	"A"	"A"
"39497_at"	"A"	"A"	"A"
"39498_at"	"A"	"A"	"A"
"39499_s_at"	"A"	"M"	"A"
"395_at"	"A"	"A"	"A"
"39500_s_at"	"A"	"M"	"M"
"39501_f_at"	"A"	"A"	"A"
"39502_at"	"A"	"A"	"A"
"39503_s_at"	"P"	"P"	"P"
"39504_at"	"A"	"A"	"A"
"39505_at"	"A"	"A"	"A"
"39506_at"	"P"	"P"	"P"
"39507_at"	"P"	"P"	"P"
"39508_at"	"A"	"A"	"A"
"39509_at"	"P"	"P"	"P"
"39510_r_at"	"A"	"P"	"P"
"39511_at"	"A"	"A"	"A"
"39512_s_at"	"A"	"A"	"A"
"39513_r_at"	"A"	"A"	"A"
"39514_s_at"	"A"	"A"	"A"
"39515_s_at"	"A"	"A"	"A"
"39516_at"	"P"	"P"	"P"
"39517_at"	"P"	"P"	"P"
"39518_at"	"P"	"P"	"P"
"39519_at"	"P"	"P"	"P"
"39520_at"	"P"	"P"	"P"
"39521_at"	"P"	"M"	"M"
"39522_at"	"P"	"P"	"P"
"39523_at"	"P"	"P"	"P"
"39524_at"	"A"	"A"	"A"
"39525_at"	"P"	"P"	"P"
"39526_at"	"A"	"A"	"A"
"39527_at"	"A"	"M"	"P"
"39528_at"	"P"	"P"	"P"
"39529_at"	"A"	"A"	"A"
"39530_at"	"P"	"P"	"P"
"39531_at"	"P"	"P"	"P"
"39532_at"	"P"	"P"	"P"
"39533_at"	"P"	"P"	"P"
"39534_at"	"A"	"A"	"M"
"39535_at"	"A"	"A"	"A"
"39536_at"	"A"	"A"	"A"
"39537_at"	"P"	"P"	"A"
"39538_at"	"A"	"A"	"A"
"39539_at"	"A"	"A"	"A"
"39540_at"	"A"	"A"	"A"
"39541_at"	"P"	"P"	"P"
"39542_at"	"P"	"P"	"P"
"39543_at"	"A"	"A"	"A"
"39544_at"	"A"	"A"	"A"
"39545_at"	"A"	"A"	"A"
"39546_s_at"	"P"	"P"	"P"
"39547_at"	"A"	"P"	"P"
"39548_at"	"P"	"P"	"P"
"39549_at"	"P"	"P"	"P"
"39550_at"	"A"	"M"	"M"
"39551_at"	"P"	"P"	"P"
"39552_at"	"P"	"P"	"P"
"39553_at"	"A"	"A"	"A"
"39554_at"	"A"	"P"	"A"
"39555_at"	"P"	"P"	"P"
"39556_at"	"P"	"P"	"P"
"39557_at"	"A"	"A"	"A"
"39558_s_at"	"A"	"A"	"A"
"39559_at"	"A"	"A"	"A"
"39560_at"	"P"	"P"	"P"
"39561_at"	"P"	"P"	"P"
"39562_at"	"P"	"P"	"P"
"39563_at"	"P"	"P"	"P"
"39564_s_at"	"A"	"A"	"A"
"39565_at"	"P"	"P"	"P"
"39566_at"	"A"	"A"	"A"
"39567_at"	"A"	"A"	"A"
"39568_g_at"	"P"	"P"	"P"
"39569_at"	"A"	"A"	"A"
"39570_at"	"P"	"P"	"P"
"39571_at"	"P"	"A"	"P"
"39572_at"	"A"	"A"	"A"
"39573_at"	"A"	"A"	"A"
"39574_at"	"P"	"P"	"P"
"39575_at"	"A"	"A"	"A"
"39576_at"	"A"	"A"	"A"
"39577_at"	"A"	"A"	"A"
"39578_at"	"A"	"A"	"A"
"39579_at"	"A"	"A"	"A"
"39580_at"	"A"	"A"	"A"
"39581_at"	"A"	"A"	"A"
"39582_at"	"P"	"P"	"P"
"39583_at"	"A"	"A"	"A"
"39584_at"	"A"	"A"	"A"
"39585_at"	"A"	"A"	"A"
"39586_at"	"A"	"A"	"A"
"39587_at"	"A"	"A"	"A"
"39588_at"	"A"	"A"	"A"
"39589_at"	"A"	"A"	"A"
"39590_at"	"A"	"A"	"A"
"39591_s_at"	"A"	"A"	"A"
"39592_r_at"	"A"	"A"	"A"
"39593_at"	"A"	"A"	"A"
"39594_f_at"	"P"	"P"	"P"
"39595_at"	"P"	"P"	"P"
"39596_at"	"A"	"A"	"A"
"39597_at"	"P"	"P"	"P"
"39598_at"	"A"	"A"	"A"
"39599_at"	"A"	"A"	"A"
"396_f_at"	"P"	"P"	"P"
"39600_at"	"P"	"P"	"P"
"39601_at"	"P"	"P"	"P"
"39602_at"	"A"	"A"	"A"
"39603_at"	"A"	"A"	"A"
"39604_at"	"A"	"A"	"A"
"39605_at"	"P"	"P"	"P"
"39606_at"	"A"	"A"	"M"
"39607_at"	"P"	"P"	"P"
"39608_at"	"A"	"A"	"A"
"39609_at"	"P"	"M"	"M"
"39610_at"	"P"	"P"	"P"
"39611_at"	"P"	"P"	"P"
"39612_at"	"A"	"A"	"A"
"39613_at"	"P"	"P"	"P"
"39614_at"	"P"	"P"	"P"
"39615_at"	"P"	"P"	"P"
"39616_at"	"A"	"A"	"A"
"39617_at"	"P"	"P"	"P"
"39618_at"	"A"	"A"	"A"
"39619_at"	"P"	"P"	"P"
"39620_at"	"P"	"P"	"P"
"39621_at"	"P"	"P"	"P"
"39622_at"	"A"	"A"	"A"
"39623_at"	"P"	"P"	"P"
"39624_at"	"A"	"A"	"A"
"39625_at"	"A"	"A"	"A"
"39626_s_at"	"P"	"A"	"P"
"39627_at"	"P"	"P"	"P"
"39628_at"	"P"	"P"	"P"
"39629_at"	"A"	"A"	"A"
"39630_at"	"A"	"A"	"A"
"39631_at"	"P"	"P"	"P"
"39632_at"	"A"	"A"	"A"
"39633_at"	"A"	"A"	"P"
"39634_at"	"P"	"P"	"P"
"39635_at"	"A"	"A"	"A"
"39636_at"	"A"	"A"	"P"
"39637_at"	"P"	"P"	"P"
"39638_at"	"P"	"P"	"P"
"39639_s_at"	"A"	"A"	"A"
"39640_at"	"P"	"P"	"P"
"39641_at"	"P"	"P"	"P"
"39642_at"	"A"	"A"	"A"
"39643_at"	"A"	"M"	"P"
"39644_at"	"P"	"M"	"P"
"39645_r_at"	"A"	"A"	"A"
"39646_at"	"A"	"A"	"A"
"39647_s_at"	"A"	"A"	"A"
"39648_at"	"P"	"A"	"P"
"39649_at"	"A"	"A"	"A"
"39650_s_at"	"P"	"P"	"P"
"39651_at"	"A"	"A"	"A"
"39652_at"	"A"	"A"	"A"
"39653_at"	"P"	"A"	"P"
"39654_at"	"A"	"A"	"A"
"39655_at"	"A"	"A"	"A"
"39656_at"	"A"	"A"	"A"
"39657_at"	"A"	"A"	"A"
"39658_at"	"P"	"P"	"P"
"39659_at"	"P"	"P"	"P"
"39660_at"	"A"	"A"	"A"
"39661_s_at"	"A"	"A"	"A"
"39662_s_at"	"A"	"A"	"A"
"39663_at"	"P"	"P"	"P"
"39664_at"	"P"	"P"	"P"
"39665_at"	"P"	"P"	"P"
"39666_at"	"A"	"A"	"A"
"39667_at"	"A"	"A"	"A"
"39668_at"	"A"	"A"	"A"
"39669_at"	"A"	"A"	"A"
"39670_at"	"P"	"P"	"P"
"39671_at"	"A"	"A"	"A"
"39672_at"	"A"	"A"	"A"
"39673_i_at"	"P"	"P"	"P"
"39674_r_at"	"M"	"A"	"A"
"39675_at"	"A"	"A"	"A"
"39676_at"	"A"	"A"	"A"
"39677_at"	"P"	"P"	"P"
"39678_at"	"A"	"A"	"P"
"39679_at"	"A"	"A"	"A"
"39680_at"	"A"	"A"	"A"
"39681_at"	"A"	"A"	"A"
"39682_at"	"A"	"A"	"A"
"39683_at"	"A"	"A"	"A"
"39684_at"	"A"	"A"	"M"
"39685_at"	"P"	"P"	"P"
"39686_g_at"	"P"	"P"	"P"
"39687_at"	"P"	"P"	"P"
"39688_at"	"P"	"P"	"P"
"39689_at"	"P"	"P"	"P"
"39690_at"	"A"	"A"	"A"
"39691_at"	"P"	"P"	"P"
"39692_at"	"P"	"P"	"P"
"39693_at"	"P"	"P"	"P"
"39694_at"	"P"	"P"	"P"
"39695_at"	"P"	"P"	"P"
"39696_at"	"P"	"P"	"P"
"39697_at"	"A"	"A"	"A"
"39698_at"	"A"	"M"	"M"
"39699_at"	"P"	"P"	"P"
"39700_at"	"P"	"P"	"P"
"39701_at"	"A"	"A"	"A"
"39702_at"	"P"	"P"	"P"
"39703_at"	"A"	"A"	"P"
"39704_s_at"	"P"	"P"	"P"
"39705_at"	"P"	"P"	"P"
"39706_at"	"P"	"P"	"P"
"39707_at"	"P"	"P"	"P"
"39708_at"	"P"	"P"	"P"
"39709_at"	"P"	"P"	"P"
"39710_at"	"P"	"P"	"P"
"39711_at"	"P"	"P"	"P"
"39712_at"	"P"	"P"	"P"
"39713_at"	"P"	"P"	"P"
"39714_at"	"P"	"P"	"P"
"39715_at"	"P"	"P"	"P"
"39716_at"	"A"	"A"	"A"
"39717_g_at"	"P"	"P"	"P"
"39718_r_at"	"P"	"P"	"P"
"39719_at"	"A"	"A"	"A"
"39720_g_at"	"A"	"A"	"A"
"39721_at"	"A"	"A"	"A"
"39722_at"	"P"	"P"	"P"
"39723_at"	"P"	"P"	"P"
"39724_s_at"	"P"	"P"	"P"
"39725_at"	"P"	"P"	"P"
"39726_at"	"A"	"A"	"A"
"39727_at"	"P"	"P"	"P"
"39728_at"	"P"	"P"	"P"
"39729_at"	"P"	"P"	"P"
"39730_at"	"P"	"P"	"P"
"39731_at"	"P"	"P"	"P"
"39732_at"	"A"	"A"	"A"
"39733_at"	"P"	"P"	"P"
"39734_at"	"P"	"P"	"P"
"39735_at"	"P"	"P"	"P"
"39736_at"	"A"	"A"	"A"
"39737_at"	"A"	"A"	"A"
"39738_at"	"P"	"P"	"P"
"39739_at"	"P"	"P"	"P"
"39740_g_at"	"P"	"P"	"P"
"39741_at"	"P"	"P"	"P"
"39742_at"	"P"	"P"	"P"
"39743_at"	"P"	"P"	"P"
"39744_at"	"P"	"P"	"P"
"39745_at"	"P"	"P"	"P"
"39746_at"	"P"	"P"	"P"
"39747_at"	"P"	"P"	"P"
"39748_at"	"P"	"P"	"P"
"39749_at"	"P"	"P"	"P"
"39750_at"	"P"	"P"	"P"
"39751_at"	"P"	"P"	"P"
"39752_at"	"M"	"A"	"P"
"39753_at"	"P"	"P"	"P"
"39754_at"	"P"	"P"	"P"
"39755_at"	"P"	"P"	"P"
"39756_g_at"	"P"	"P"	"P"
"39757_at"	"A"	"P"	"P"
"39758_f_at"	"P"	"P"	"P"
"39759_at"	"P"	"P"	"P"
"39760_at"	"P"	"P"	"P"
"39761_at"	"P"	"P"	"P"
"39762_at"	"P"	"P"	"P"
"39763_at"	"A"	"A"	"A"
"39764_at"	"P"	"P"	"P"
"39765_at"	"P"	"P"	"P"
"39766_r_at"	"P"	"M"	"P"
"39767_at"	"P"	"P"	"P"
"39768_at"	"A"	"A"	"A"
"39769_at"	"A"	"A"	"A"
"39770_at"	"P"	"P"	"P"
"39771_at"	"P"	"P"	"A"
"39772_at"	"P"	"P"	"P"
"39773_at"	"P"	"P"	"P"
"39774_at"	"P"	"P"	"P"
"39775_at"	"M"	"A"	"A"
"39776_at"	"A"	"A"	"A"
"39777_at"	"P"	"P"	"P"
"39778_at"	"P"	"P"	"P"
"39779_at"	"P"	"P"	"P"
"39780_at"	"P"	"P"	"P"
"39781_at"	"P"	"P"	"P"
"39782_at"	"P"	"P"	"P"
"39783_at"	"P"	"P"	"P"
"39784_at"	"P"	"P"	"P"
"39785_at"	"P"	"P"	"M"
"39786_at"	"P"	"M"	"P"
"39787_at"	"A"	"A"	"A"
"39788_at"	"P"	"P"	"P"
"39789_at"	"A"	"A"	"A"
"39790_at"	"P"	"P"	"P"
"39791_at"	"P"	"P"	"P"
"39792_at"	"P"	"P"	"P"
"39793_at"	"P"	"P"	"P"
"39794_at"	"P"	"P"	"P"
"39795_at"	"P"	"P"	"P"
"39796_at"	"P"	"P"	"P"
"39797_at"	"P"	"P"	"P"
"39798_at"	"P"	"P"	"P"
"39799_at"	"P"	"P"	"P"
"398_at"	"P"	"P"	"P"
"39800_s_at"	"P"	"P"	"P"
"39801_at"	"P"	"P"	"P"
"39802_at"	"A"	"A"	"A"
"39803_s_at"	"A"	"A"	"A"
"39804_at"	"A"	"A"	"A"
"39805_at"	"P"	"M"	"P"
"39806_at"	"P"	"P"	"P"
"39807_at"	"A"	"A"	"A"
"39808_at"	"A"	"A"	"A"
"39809_at"	"P"	"P"	"P"
"39810_at"	"P"	"P"	"P"
"39811_at"	"P"	"P"	"P"
"39812_at"	"P"	"P"	"P"
"39813_s_at"	"A"	"A"	"A"
"39814_s_at"	"P"	"P"	"P"
"39815_at"	"A"	"A"	"A"
"39816_g_at"	"A"	"A"	"A"
"39817_s_at"	"P"	"P"	"P"
"39818_at"	"A"	"A"	"A"
"39819_at"	"A"	"A"	"A"
"39820_at"	"A"	"A"	"A"
"39821_s_at"	"P"	"P"	"P"
"39822_s_at"	"A"	"A"	"M"
"39823_at"	"P"	"P"	"P"
"39824_at"	"A"	"A"	"A"
"39825_at"	"P"	"P"	"P"
"39826_f_at"	"A"	"A"	"A"
"39827_at"	"P"	"P"	"P"
"39828_at"	"A"	"A"	"A"
"39829_at"	"P"	"P"	"P"
"39830_at"	"P"	"P"	"P"
"39831_at"	"A"	"P"	"P"
"39832_at"	"P"	"P"	"P"
"39833_at"	"P"	"M"	"P"
"39834_at"	"A"	"A"	"A"
"39835_at"	"P"	"M"	"P"
"39836_at"	"A"	"A"	"A"
"39837_s_at"	"A"	"A"	"A"
"39838_at"	"P"	"P"	"P"
"39839_at"	"P"	"P"	"P"
"39840_at"	"A"	"A"	"A"
"39841_at"	"P"	"P"	"P"
"39842_at"	"A"	"A"	"A"
"39843_at"	"A"	"A"	"A"
"39844_at"	"P"	"P"	"P"
"39845_at"	"P"	"P"	"P"
"39846_at"	"A"	"A"	"A"
"39847_at"	"P"	"P"	"P"
"39848_at"	"A"	"A"	"A"
"39849_at"	"A"	"M"	"A"
"39850_at"	"P"	"P"	"P"
"39851_at"	"A"	"A"	"A"
"39852_at"	"P"	"P"	"P"
"39853_at"	"A"	"A"	"A"
"39854_r_at"	"A"	"A"	"A"
"39855_at"	"P"	"P"	"P"
"39856_at"	"P"	"P"	"P"
"39857_at"	"A"	"A"	"A"
"39858_s_at"	"A"	"A"	"A"
"39859_r_at"	"A"	"A"	"A"
"39860_at"	"P"	"P"	"P"
"39861_at"	"P"	"P"	"P"
"39862_at"	"P"	"P"	"P"
"39863_at"	"A"	"A"	"A"
"39864_at"	"P"	"P"	"P"
"39865_at"	"P"	"P"	"P"
"39866_at"	"P"	"P"	"P"
"39867_at"	"P"	"P"	"P"
"39868_at"	"P"	"P"	"P"
"39869_at"	"A"	"A"	"A"
"39870_at"	"A"	"A"	"A"
"39871_at"	"A"	"A"	"A"
"39872_at"	"P"	"P"	"P"
"39873_at"	"P"	"P"	"P"
"39874_at"	"A"	"A"	"A"
"39875_at"	"P"	"M"	"A"
"39876_at"	"P"	"P"	"P"
"39877_at"	"A"	"A"	"A"
"39878_at"	"P"	"P"	"P"
"39879_s_at"	"P"	"P"	"P"
"39880_at"	"A"	"A"	"A"
"39881_at"	"A"	"A"	"A"
"39882_at"	"P"	"A"	"A"
"39883_at"	"P"	"P"	"P"
"39884_g_at"	"P"	"P"	"P"
"39885_at"	"P"	"P"	"P"
"39886_at"	"A"	"A"	"P"
"39887_at"	"A"	"A"	"A"
"39888_at"	"A"	"A"	"A"
"39889_at"	"A"	"A"	"A"
"39890_at"	"A"	"A"	"A"
"39891_at"	"P"	"P"	"P"
"39892_at"	"A"	"A"	"A"
"39893_at"	"A"	"A"	"A"
"39894_f_at"	"P"	"P"	"P"
"39895_r_at"	"A"	"A"	"A"
"39896_at"	"P"	"P"	"P"
"39897_at"	"P"	"P"	"P"
"39898_at"	"A"	"A"	"A"
"39899_at"	"P"	"A"	"P"
"399_at"	"P"	"P"	"P"
"39900_at"	"A"	"A"	"A"
"39901_at"	"P"	"P"	"P"
"39902_at"	"A"	"A"	"A"
"39903_at"	"A"	"A"	"A"
"39904_at"	"A"	"A"	"A"
"39905_i_at"	"P"	"P"	"P"
"39906_r_at"	"P"	"P"	"P"
"39907_at"	"A"	"A"	"A"
"39908_at"	"A"	"A"	"P"
"39909_g_at"	"A"	"A"	"A"
