"GSM34592.CEL.gz"	"GSM34593.CEL.gz"	"GSM34594.CEL.gz"
"33813_at"	"P"	"P"	"P"
"33814_at"	"P"	"P"	"P"
"33815_at"	"P"	"P"	"P"
"33816_at"	"P"	"P"	"P"
"33817_at"	"P"	"P"	"P"
"33818_at"	"P"	"P"	"P"
"33819_at"	"P"	"P"	"P"
"33820_g_at"	"P"	"P"	"P"
"33821_at"	"P"	"P"	"P"
"33822_at"	"P"	"P"	"P"
"33823_at"	"P"	"P"	"P"
"33824_at"	"P"	"P"	"P"
"33825_at"	"A"	"A"	"A"
"33826_at"	"P"	"P"	"P"
"33827_at"	"P"	"P"	"P"
"33828_at"	"P"	"P"	"P"
"33829_at"	"A"	"A"	"A"
"33830_at"	"P"	"P"	"P"
"33831_at"	"P"	"P"	"P"
"33832_at"	"A"	"A"	"A"
"33833_at"	"P"	"P"	"P"
"33834_at"	"A"	"A"	"A"
"33835_at"	"P"	"P"	"P"
"33836_at"	"P"	"P"	"P"
"33837_at"	"P"	"P"	"P"
"33838_at"	"P"	"P"	"P"
"33839_at"	"P"	"P"	"P"
"33840_at"	"P"	"A"	"P"
"33841_at"	"P"	"P"	"P"
"33842_at"	"P"	"P"	"P"
"33843_g_at"	"A"	"A"	"A"
"33844_at"	"P"	"P"	"P"
"33845_at"	"P"	"P"	"P"
"33846_at"	"A"	"A"	"A"
"33847_s_at"	"P"	"P"	"P"
"33848_r_at"	"P"	"P"	"P"
"33849_at"	"P"	"P"	"P"
"33850_at"	"P"	"P"	"P"
"33851_at"	"A"	"A"	"A"
"33852_at"	"P"	"P"	"P"
"33853_s_at"	"M"	"A"	"A"
"33854_at"	"P"	"P"	"P"
"33855_at"	"P"	"P"	"P"
"33856_at"	"P"	"P"	"P"
"33857_at"	"P"	"P"	"P"
"33858_at"	"A"	"A"	"A"
"33859_at"	"P"	"P"	"P"
"33860_at"	"P"	"P"	"P"
"33861_at"	"P"	"P"	"P"
"33862_at"	"P"	"P"	"P"
"33863_at"	"P"	"P"	"P"
"33864_at"	"P"	"P"	"P"
"33865_at"	"P"	"P"	"P"
"33866_at"	"P"	"P"	"P"
"33867_s_at"	"P"	"P"	"P"
"33868_at"	"P"	"P"	"P"
"33869_at"	"A"	"M"	"A"
"33870_at"	"P"	"P"	"P"
"33871_s_at"	"A"	"A"	"A"
"33872_at"	"A"	"M"	"A"
"33873_at"	"P"	"P"	"P"
"33874_at"	"A"	"A"	"A"
"33875_at"	"P"	"P"	"P"
"33876_at"	"P"	"P"	"P"
"33877_s_at"	"P"	"P"	"P"
"33878_at"	"A"	"A"	"A"
"33879_at"	"P"	"P"	"P"
"33880_at"	"P"	"P"	"P"
"33881_at"	"P"	"P"	"P"
"33882_at"	"P"	"P"	"P"
"33883_at"	"A"	"A"	"A"
"33884_s_at"	"P"	"P"	"P"
"33885_at"	"P"	"P"	"P"
"33886_at"	"P"	"P"	"P"
"33887_at"	"P"	"P"	"P"
"33888_at"	"P"	"P"	"P"
"33889_s_at"	"A"	"A"	"A"
"33890_at"	"P"	"M"	"A"
"33891_at"	"P"	"P"	"P"
"33892_at"	"A"	"A"	"A"
"33893_r_at"	"P"	"P"	"P"
"33894_at"	"A"	"A"	"A"
"33895_at"	"P"	"P"	"P"
"33896_at"	"A"	"A"	"M"
"33897_at"	"P"	"P"	"P"
"33898_at"	"P"	"P"	"P"
"33899_at"	"P"	"P"	"P"
"339_at"	"P"	"P"	"P"
"33900_at"	"A"	"A"	"A"
"33901_at"	"P"	"P"	"P"
"33902_at"	"A"	"A"	"A"
"33903_at"	"P"	"P"	"P"
"33904_at"	"A"	"A"	"A"
"33905_at"	"P"	"P"	"P"
"33906_at"	"P"	"P"	"P"
"33907_at"	"P"	"P"	"P"
"33908_at"	"P"	"P"	"P"
"33909_at"	"P"	"P"	"P"
"33910_at"	"A"	"A"	"A"
"33911_at"	"M"	"P"	"M"
"33912_at"	"P"	"P"	"P"
"33913_at"	"P"	"P"	"P"
"33914_r_at"	"A"	"M"	"P"
"33915_at"	"P"	"P"	"P"
"33916_at"	"P"	"P"	"P"
"33917_at"	"P"	"P"	"P"
"33918_s_at"	"P"	"P"	"P"
"33919_at"	"P"	"P"	"P"
"33920_at"	"P"	"P"	"P"
"33921_at"	"A"	"A"	"A"
"33922_at"	"A"	"A"	"A"
"33923_s_at"	"A"	"A"	"A"
"33924_at"	"P"	"P"	"P"
"33925_at"	"A"	"A"	"A"
"33926_at"	"A"	"A"	"A"
"33927_i_at"	"A"	"A"	"A"
"33928_r_at"	"P"	"P"	"P"
"33929_at"	"P"	"P"	"P"
"33930_at"	"P"	"P"	"P"
"33931_at"	"P"	"P"	"P"
"33932_at"	"P"	"P"	"P"
"33933_at"	"A"	"A"	"A"
"33934_at"	"P"	"P"	"P"
"33935_at"	"P"	"A"	"A"
"33936_at"	"A"	"A"	"A"
"33937_at"	"A"	"A"	"P"
"33938_g_at"	"P"	"P"	"P"
"33939_at"	"A"	"A"	"A"
"33940_at"	"A"	"A"	"A"
"33941_at"	"A"	"A"	"A"
"33942_s_at"	"P"	"P"	"P"
"33943_at"	"P"	"P"	"P"
"33944_at"	"P"	"P"	"P"
"33945_at"	"A"	"A"	"A"
"33946_at"	"A"	"A"	"A"
"33947_at"	"A"	"M"	"A"
"33948_at"	"A"	"A"	"A"
"33949_at"	"A"	"A"	"A"
"33950_g_at"	"M"	"A"	"A"
"33951_at"	"A"	"A"	"A"
"33952_at"	"P"	"P"	"P"
"33953_at"	"A"	"A"	"A"
"33954_at"	"A"	"A"	"A"
"33955_at"	"P"	"P"	"P"
"33956_at"	"P"	"P"	"P"
"33957_at"	"A"	"A"	"A"
"33958_at"	"A"	"A"	"A"
"33959_at"	"A"	"A"	"A"
"33960_s_at"	"A"	"A"	"A"
"33961_at"	"P"	"M"	"M"
"33962_at"	"P"	"P"	"P"
"33963_at"	"A"	"A"	"A"
"33964_at"	"A"	"A"	"A"
"33965_at"	"A"	"A"	"A"
"33966_at"	"P"	"P"	"P"
"33967_at"	"A"	"A"	"A"
"33968_at"	"A"	"A"	"A"
"33969_at"	"A"	"M"	"A"
"33970_at"	"A"	"A"	"A"
"33971_f_at"	"A"	"M"	"A"
"33972_r_at"	"P"	"P"	"P"
"33973_at"	"A"	"A"	"A"
"33974_at"	"A"	"A"	"A"
"33975_at"	"A"	"A"	"A"
"33976_at"	"A"	"A"	"A"
"33977_at"	"A"	"A"	"A"
"33978_at"	"A"	"A"	"A"
"33979_at"	"A"	"A"	"A"
"33980_at"	"A"	"A"	"A"
"33981_at"	"A"	"A"	"A"
"33982_f_at"	"M"	"A"	"A"
"33983_at"	"A"	"A"	"A"
"33984_at"	"P"	"P"	"P"
"33985_s_at"	"P"	"P"	"P"
"33986_r_at"	"P"	"P"	"P"
"33987_at"	"P"	"P"	"P"
"33988_at"	"P"	"P"	"P"
"33989_f_at"	"P"	"P"	"P"
"33990_at"	"A"	"A"	"A"
"33991_g_at"	"A"	"A"	"A"
"33992_at"	"A"	"A"	"A"
"33993_at"	"A"	"A"	"A"
"33994_g_at"	"P"	"P"	"P"
"33995_at"	"A"	"A"	"A"
"33996_at"	"A"	"A"	"A"
"33997_at"	"P"	"P"	"P"
"33998_at"	"A"	"A"	"A"
"33999_f_at"	"A"	"A"	"A"
"340_at"	"A"	"A"	"A"
"34000_r_at"	"A"	"A"	"A"
"34001_at"	"A"	"A"	"A"
"34002_at"	"A"	"A"	"A"
"34003_at"	"P"	"P"	"P"
"34004_at"	"A"	"A"	"A"
"34005_at"	"P"	"P"	"P"
"34006_s_at"	"P"	"P"	"P"
"34007_at"	"A"	"A"	"A"
"34008_at"	"A"	"A"	"A"
"34009_at"	"A"	"A"	"A"
"34010_at"	"P"	"P"	"P"
"34011_at"	"A"	"A"	"A"
"34012_at"	"P"	"P"	"P"
"34013_f_at"	"A"	"A"	"A"
"34014_f_at"	"A"	"A"	"A"
"34015_at"	"A"	"A"	"A"
"34016_s_at"	"P"	"P"	"P"
"34017_s_at"	"A"	"A"	"A"
"34018_at"	"M"	"A"	"M"
"34019_at"	"A"	"A"	"A"
"34020_at"	"A"	"A"	"A"
"34021_at"	"A"	"A"	"A"
"34022_at"	"P"	"P"	"P"
"34023_at"	"A"	"A"	"A"
"34024_at"	"M"	"A"	"A"
"34025_at"	"A"	"A"	"A"
"34026_at"	"P"	"A"	"A"
"34027_f_at"	"A"	"A"	"A"
"34028_at"	"P"	"P"	"A"
"34029_at"	"A"	"A"	"A"
"34030_at"	"A"	"A"	"A"
"34031_i_at"	"P"	"P"	"P"
"34032_at"	"A"	"A"	"A"
"34033_s_at"	"A"	"A"	"A"
"34034_at"	"P"	"P"	"P"
"34035_at"	"A"	"A"	"A"
"34036_at"	"A"	"A"	"A"
"34037_at"	"A"	"A"	"A"
"34038_at"	"A"	"A"	"A"
"34039_at"	"A"	"A"	"A"
"34040_s_at"	"A"	"A"	"A"
"34041_at"	"A"	"A"	"A"
"34042_at"	"A"	"A"	"A"
"34043_at"	"A"	"A"	"A"
"34044_at"	"A"	"A"	"A"
"34045_at"	"A"	"A"	"A"
"34046_at"	"A"	"A"	"A"
"34047_at"	"A"	"A"	"A"
"34048_at"	"A"	"A"	"A"
"34049_at"	"A"	"A"	"A"
"34050_at"	"A"	"A"	"A"
"34051_at"	"A"	"A"	"A"
"34052_at"	"P"	"P"	"P"
"34053_at"	"A"	"A"	"A"
"34054_at"	"P"	"P"	"P"
"34055_at"	"A"	"A"	"A"
"34056_g_at"	"A"	"A"	"A"
"34057_at"	"A"	"A"	"A"
"34058_at"	"A"	"A"	"A"
"34059_at"	"P"	"A"	"M"
"34060_g_at"	"P"	"P"	"P"
"34061_at"	"A"	"A"	"A"
"34062_at"	"A"	"A"	"A"
"34063_at"	"P"	"P"	"P"
"34064_s_at"	"A"	"A"	"A"
"34065_at"	"A"	"A"	"A"
"34066_at"	"M"	"M"	"A"
"34067_at"	"A"	"A"	"A"
"34068_f_at"	"A"	"M"	"M"
"34069_s_at"	"P"	"P"	"P"
"34070_s_at"	"A"	"A"	"A"
"34071_at"	"A"	"A"	"A"
"34072_s_at"	"A"	"A"	"A"
"34073_s_at"	"A"	"A"	"A"
"34074_s_at"	"A"	"A"	"A"
"34075_at"	"A"	"A"	"A"
"34076_at"	"A"	"A"	"A"
"34077_at"	"A"	"A"	"A"
"34078_s_at"	"A"	"A"	"A"
"34079_at"	"A"	"A"	"A"
"34080_at"	"A"	"A"	"A"
"34081_at"	"A"	"A"	"A"
"34082_at"	"P"	"P"	"A"
"34083_at"	"P"	"P"	"M"
"34084_at"	"A"	"A"	"A"
"34085_at"	"P"	"P"	"P"
"34086_at"	"A"	"A"	"A"
"34087_at"	"A"	"A"	"A"
"34088_at"	"A"	"A"	"A"
"34089_at"	"P"	"P"	"P"
"34090_at"	"A"	"A"	"A"
"34091_s_at"	"P"	"P"	"P"
"34092_at"	"A"	"A"	"A"
"34093_at"	"P"	"M"	"P"
"34094_i_at"	"A"	"A"	"A"
"34095_f_at"	"A"	"A"	"A"
"34096_at"	"A"	"A"	"P"
"34097_at"	"M"	"A"	"A"
"34098_f_at"	"A"	"A"	"A"
"34099_f_at"	"P"	"P"	"P"
"341_at"	"A"	"A"	"A"
"34100_at"	"A"	"A"	"A"
"34101_at"	"A"	"A"	"A"
"34102_at"	"A"	"A"	"A"
"34103_at"	"A"	"A"	"A"
"34104_i_at"	"A"	"A"	"A"
"34105_f_at"	"A"	"A"	"A"
"34106_at"	"P"	"P"	"P"
"34107_at"	"P"	"A"	"P"
"34108_g_at"	"P"	"P"	"P"
"34109_at"	"A"	"A"	"A"
"34110_g_at"	"A"	"A"	"A"
"34111_s_at"	"A"	"A"	"A"
"34112_r_at"	"A"	"A"	"P"
"34113_at"	"A"	"A"	"A"
"34114_at"	"A"	"A"	"A"
"34115_at"	"A"	"A"	"A"
"34116_at"	"A"	"A"	"A"
"34117_at"	"A"	"A"	"P"
"34118_at"	"A"	"A"	"A"
"34119_at"	"A"	"A"	"A"
"34120_r_at"	"A"	"A"	"A"
"34121_at"	"A"	"A"	"A"
"34122_at"	"A"	"A"	"A"
"34123_at"	"A"	"A"	"A"
"34124_at"	"A"	"A"	"A"
"34125_at"	"A"	"A"	"A"
"34126_at"	"A"	"A"	"A"
"34127_at"	"A"	"A"	"A"
"34128_at"	"A"	"A"	"A"
"34129_at"	"A"	"P"	"A"
"34130_at"	"A"	"A"	"A"
"34131_at"	"P"	"P"	"P"
"34132_at"	"A"	"A"	"A"
"34133_at"	"P"	"P"	"P"
"34134_at"	"A"	"A"	"A"
"34135_at"	"A"	"A"	"A"
"34136_s_at"	"A"	"A"	"A"
"34137_at"	"A"	"A"	"A"
"34138_at"	"A"	"A"	"A"
"34139_at"	"A"	"A"	"A"
"34140_at"	"A"	"A"	"A"
"34141_at"	"A"	"A"	"A"
"34142_at"	"A"	"A"	"A"
"34143_at"	"A"	"A"	"A"
"34144_at"	"A"	"A"	"M"
"34145_at"	"P"	"P"	"P"
"34146_at"	"A"	"A"	"A"
"34147_g_at"	"P"	"P"	"P"
"34148_at"	"A"	"A"	"A"
"34149_at"	"P"	"P"	"A"
"34150_at"	"A"	"A"	"A"
"34151_at"	"A"	"A"	"A"
"34152_at"	"A"	"A"	"A"
"34153_at"	"A"	"A"	"A"
"34154_at"	"A"	"A"	"A"
"34155_s_at"	"A"	"A"	"A"
"34156_i_at"	"A"	"A"	"A"
"34157_f_at"	"P"	"M"	"A"
"34158_s_at"	"A"	"A"	"A"
"34159_at"	"A"	"A"	"A"
"34160_at"	"P"	"P"	"P"
"34161_at"	"A"	"A"	"P"
"34162_at"	"P"	"P"	"P"
"34163_g_at"	"P"	"P"	"P"
"34164_at"	"A"	"A"	"A"
"34165_at"	"A"	"A"	"A"
"34166_at"	"P"	"P"	"P"
"34167_s_at"	"A"	"A"	"A"
"34168_at"	"A"	"A"	"A"
"34169_s_at"	"P"	"P"	"P"
"34170_s_at"	"P"	"P"	"P"
"34171_at"	"P"	"P"	"P"
"34172_s_at"	"P"	"P"	"P"
"34173_s_at"	"A"	"A"	"A"
"34174_s_at"	"A"	"A"	"A"
"34175_r_at"	"A"	"A"	"M"
"34176_at"	"P"	"P"	"P"
"34177_at"	"P"	"P"	"P"
"34178_at"	"P"	"P"	"P"
"34179_at"	"A"	"A"	"A"
"34180_at"	"P"	"P"	"P"
"34181_at"	"P"	"P"	"P"
"34182_at"	"P"	"P"	"P"
"34183_at"	"M"	"P"	"P"
"34184_at"	"P"	"P"	"P"
"34185_at"	"P"	"P"	"P"
"34186_at"	"A"	"A"	"A"
"34187_at"	"P"	"A"	"A"
"34188_at"	"P"	"P"	"P"
"34189_at"	"A"	"A"	"A"
"34190_at"	"A"	"A"	"A"
"34191_at"	"P"	"P"	"P"
"34192_at"	"P"	"P"	"P"
"34193_at"	"A"	"A"	"A"
"34194_at"	"A"	"A"	"A"
"34195_at"	"P"	"P"	"P"
"34196_at"	"P"	"P"	"P"
"34197_at"	"M"	"M"	"P"
"34198_at"	"P"	"P"	"P"
"34199_at"	"P"	"P"	"P"
"342_at"	"P"	"P"	"P"
"34200_at"	"A"	"A"	"A"
"34201_at"	"P"	"P"	"P"
"34202_at"	"P"	"P"	"P"
"34203_at"	"A"	"A"	"A"
"34204_at"	"A"	"A"	"A"
"34205_at"	"A"	"A"	"A"
"34206_at"	"P"	"P"	"P"
"34207_at"	"A"	"A"	"A"
"34208_at"	"A"	"A"	"A"
"34209_at"	"A"	"A"	"A"
"34210_at"	"A"	"A"	"A"
"34211_at"	"P"	"P"	"P"
"34212_at"	"A"	"A"	"A"
"34213_at"	"P"	"M"	"A"
"34214_at"	"A"	"A"	"A"
"34215_at"	"P"	"P"	"P"
"34216_at"	"P"	"P"	"P"
"34217_at"	"P"	"P"	"P"
"34218_at"	"P"	"P"	"P"
"34219_at"	"A"	"A"	"A"
"34220_at"	"P"	"P"	"P"
"34221_at"	"P"	"P"	"P"
"34222_at"	"A"	"A"	"A"
"34223_at"	"A"	"A"	"A"
"34224_at"	"P"	"P"	"P"
"34225_at"	"P"	"P"	"P"
"34226_at"	"P"	"P"	"P"
"34227_i_at"	"A"	"A"	"A"
"34228_r_at"	"A"	"A"	"A"
"34229_s_at"	"A"	"A"	"A"
"34230_r_at"	"P"	"P"	"P"
"34231_at"	"P"	"P"	"P"
"34232_at"	"A"	"A"	"A"
"34233_i_at"	"A"	"A"	"A"
"34234_f_at"	"A"	"A"	"A"
"34235_at"	"A"	"A"	"A"
"34236_at"	"M"	"A"	"P"
"34237_at"	"A"	"A"	"M"
"34238_at"	"A"	"A"	"A"
"34239_at"	"A"	"A"	"A"
"34240_s_at"	"P"	"P"	"P"
"34241_at"	"A"	"A"	"A"
"34242_at"	"A"	"A"	"A"
"34243_i_at"	"A"	"A"	"P"
"34244_r_at"	"A"	"A"	"P"
"34245_at"	"A"	"A"	"A"
"34246_at"	"P"	"P"	"P"
"34247_at"	"A"	"A"	"A"
"34248_at"	"A"	"A"	"A"
"34249_at"	"A"	"A"	"A"
"34250_at"	"A"	"A"	"A"
"34251_at"	"A"	"A"	"A"
"34252_at"	"A"	"A"	"P"
"34253_at"	"P"	"P"	"P"
"34254_at"	"A"	"A"	"A"
"34255_at"	"A"	"A"	"M"
"34256_at"	"P"	"P"	"M"
"34257_at"	"P"	"P"	"P"
"34258_at"	"P"	"P"	"P"
"34259_at"	"A"	"A"	"A"
"34260_at"	"P"	"A"	"P"
"34261_at"	"P"	"P"	"M"
"34262_at"	"A"	"A"	"A"
"34263_s_at"	"P"	"P"	"P"
"34264_at"	"P"	"P"	"P"
"34265_at"	"P"	"P"	"P"
"34266_at"	"A"	"A"	"A"
"34267_r_at"	"P"	"P"	"A"
"34268_at"	"P"	"P"	"P"
"34269_at"	"P"	"P"	"P"
"34270_at"	"P"	"P"	"P"
"34271_at"	"A"	"A"	"A"
"34272_at"	"P"	"P"	"P"
"34273_at"	"M"	"P"	"P"
"34274_at"	"P"	"P"	"P"
"34275_s_at"	"A"	"A"	"A"
"34276_at"	"A"	"A"	"A"
"34277_at"	"A"	"A"	"A"
"34278_at"	"P"	"P"	"P"
"34279_at"	"P"	"P"	"P"
"34280_at"	"P"	"A"	"A"
"34281_at"	"P"	"P"	"A"
"34282_at"	"A"	"A"	"A"
"34283_at"	"P"	"P"	"P"
"34284_at"	"A"	"A"	"A"
"34285_at"	"P"	"P"	"P"
"34286_at"	"P"	"P"	"P"
"34287_at"	"P"	"P"	"P"
"34288_at"	"A"	"A"	"A"
"34289_f_at"	"A"	"A"	"P"
"34290_f_at"	"A"	"A"	"A"
"34291_at"	"P"	"P"	"P"
"34292_at"	"P"	"P"	"P"
"34293_at"	"A"	"A"	"A"
"34294_at"	"P"	"P"	"P"
"34295_at"	"M"	"A"	"P"
"34296_at"	"P"	"P"	"P"
"34297_at"	"P"	"P"	"A"
"34298_at"	"A"	"A"	"A"
"34299_at"	"P"	"P"	"P"
"343_s_at"	"P"	"P"	"P"
"34300_at"	"A"	"A"	"A"
"34301_r_at"	"A"	"A"	"A"
"34302_at"	"P"	"P"	"P"
"34303_at"	"P"	"P"	"P"
"34304_s_at"	"P"	"P"	"P"
"34305_at"	"P"	"P"	"P"
"34306_at"	"P"	"P"	"P"
"34307_at"	"P"	"P"	"P"
"34308_at"	"P"	"P"	"P"
"34309_at"	"A"	"A"	"A"
"34310_at"	"P"	"P"	"P"
"34311_at"	"P"	"P"	"P"
"34312_at"	"P"	"P"	"P"
"34313_at"	"P"	"A"	"P"
"34314_at"	"P"	"P"	"P"
"34315_at"	"P"	"P"	"P"
"34316_at"	"P"	"P"	"P"
"34317_g_at"	"P"	"P"	"P"
"34318_at"	"P"	"P"	"P"
"34319_at"	"A"	"A"	"A"
"34320_at"	"P"	"P"	"P"
"34321_i_at"	"P"	"P"	"P"
"34322_r_at"	"A"	"P"	"P"
"34323_at"	"P"	"P"	"P"
"34324_at"	"P"	"P"	"P"
"34325_at"	"P"	"P"	"P"
"34326_at"	"P"	"P"	"P"
"34327_at"	"P"	"P"	"P"
"34328_s_at"	"P"	"P"	"P"
"34329_at"	"P"	"P"	"P"
"34330_at"	"P"	"P"	"P"
"34331_at"	"A"	"A"	"A"
"34332_at"	"P"	"P"	"P"
"34333_at"	"P"	"P"	"P"
"34334_at"	"P"	"M"	"P"
"34335_at"	"P"	"P"	"P"
"34336_at"	"P"	"P"	"P"
"34337_s_at"	"A"	"A"	"M"
"34338_at"	"P"	"P"	"P"
"34339_at"	"P"	"P"	"P"
"34340_at"	"P"	"P"	"P"
"34341_at"	"P"	"P"	"A"
"34342_s_at"	"P"	"P"	"P"
"34343_at"	"A"	"A"	"A"
"34344_at"	"P"	"P"	"P"
"34345_at"	"P"	"P"	"P"
"34346_at"	"P"	"P"	"P"
"34347_at"	"P"	"P"	"P"
"34348_at"	"A"	"A"	"A"
"34349_at"	"P"	"P"	"P"
"34350_at"	"P"	"P"	"P"
"34351_at"	"P"	"P"	"P"
"34352_at"	"P"	"P"	"P"
"34353_at"	"P"	"P"	"P"
"34354_at"	"A"	"A"	"A"
"34355_at"	"P"	"P"	"P"
"34356_at"	"P"	"P"	"P"
"34357_g_at"	"P"	"P"	"P"
"34358_at"	"P"	"P"	"P"
"34359_at"	"P"	"P"	"P"
"34360_s_at"	"A"	"A"	"A"
"34361_at"	"A"	"A"	"A"
"34362_at"	"A"	"A"	"A"
"34363_at"	"A"	"A"	"A"
"34364_at"	"A"	"A"	"A"
"34365_at"	"A"	"M"	"A"
"34366_g_at"	"P"	"P"	"P"
"34367_at"	"P"	"P"	"P"
"34368_at"	"P"	"P"	"P"
"34369_at"	"P"	"P"	"P"
"34370_at"	"P"	"P"	"P"
"34371_at"	"P"	"P"	"P"
"34372_at"	"P"	"P"	"P"
"34373_at"	"P"	"P"	"P"
"34374_g_at"	"P"	"P"	"P"
"34375_at"	"P"	"P"	"P"
"34376_at"	"P"	"P"	"P"
"34377_at"	"M"	"A"	"A"
"34378_at"	"A"	"A"	"A"
"34379_at"	"P"	"P"	"P"
"34380_at"	"P"	"P"	"P"
"34381_at"	"P"	"P"	"P"
"34382_at"	"A"	"A"	"A"
"34383_at"	"P"	"P"	"P"
"34384_at"	"P"	"P"	"P"
"34385_at"	"P"	"P"	"P"
"34386_at"	"P"	"P"	"P"
"34387_at"	"P"	"P"	"P"
"34388_at"	"A"	"A"	"A"
"34389_at"	"A"	"A"	"A"
"34390_at"	"P"	"P"	"P"
"34391_at"	"P"	"P"	"P"
"34392_s_at"	"P"	"P"	"P"
"34393_r_at"	"P"	"P"	"P"
"34394_at"	"P"	"P"	"P"
"34395_at"	"M"	"A"	"P"
"34396_at"	"P"	"P"	"P"
"34397_at"	"P"	"P"	"P"
"34398_at"	"A"	"A"	"P"
"34399_at"	"A"	"A"	"A"
"344_s_at"	"P"	"P"	"P"
"34400_at"	"P"	"P"	"P"
"34401_at"	"P"	"P"	"P"
"34402_at"	"P"	"P"	"P"
"34403_at"	"P"	"P"	"A"
"34404_at"	"P"	"P"	"P"
"34405_at"	"P"	"P"	"P"
"34406_at"	"P"	"P"	"P"
"34407_at"	"A"	"A"	"A"
"34408_at"	"P"	"P"	"P"
"34409_at"	"P"	"P"	"P"
"34410_at"	"A"	"A"	"A"
"34411_at"	"P"	"P"	"P"
"34412_s_at"	"A"	"A"	"A"
"34413_at"	"P"	"P"	"P"
"34414_at"	"P"	"P"	"P"
"34415_at"	"A"	"M"	"A"
"34416_at"	"A"	"A"	"A"
"34417_at"	"P"	"P"	"P"
"34418_at"	"A"	"A"	"A"
"34419_at"	"A"	"A"	"A"
"34420_at"	"A"	"A"	"A"
"34421_g_at"	"A"	"A"	"A"
"34422_r_at"	"M"	"P"	"A"
"34423_at"	"A"	"A"	"A"
"34424_at"	"A"	"A"	"A"
"34425_at"	"P"	"P"	"P"
"34426_at"	"A"	"P"	"A"
"34427_g_at"	"P"	"P"	"P"
"34428_at"	"A"	"A"	"A"
"34429_at"	"A"	"A"	"A"
"34430_at"	"A"	"A"	"A"
"34431_at"	"A"	"A"	"A"
"34432_at"	"A"	"A"	"A"
"34433_at"	"P"	"P"	"P"
"34434_at"	"A"	"A"	"A"
"34435_at"	"P"	"P"	"P"
"34436_at"	"P"	"P"	"A"
"34437_at"	"A"	"A"	"A"
"34438_at"	"A"	"A"	"A"
"34439_at"	"P"	"P"	"P"
"34440_at"	"A"	"A"	"A"
"34441_at"	"A"	"A"	"A"
"34442_at"	"A"	"A"	"A"
"34443_at"	"A"	"P"	"P"
"34444_at"	"A"	"A"	"A"
"34445_at"	"P"	"P"	"P"
"34446_at"	"A"	"A"	"A"
"34447_at"	"A"	"A"	"A"
"34448_s_at"	"A"	"A"	"A"
"34449_at"	"P"	"P"	"P"
"34450_at"	"A"	"A"	"A"
"34451_at"	"P"	"P"	"P"
"34452_at"	"A"	"A"	"A"
"34453_at"	"A"	"A"	"A"
"34454_r_at"	"A"	"A"	"A"
"34455_at"	"A"	"A"	"A"
"34456_s_at"	"A"	"A"	"A"
"34457_at"	"M"	"M"	"P"
"34458_at"	"A"	"A"	"A"
"34459_at"	"A"	"A"	"A"
"34460_at"	"A"	"A"	"A"
"34461_at"	"A"	"A"	"A"
"34462_at"	"A"	"A"	"A"
"34463_at"	"A"	"A"	"A"
"34464_at"	"A"	"A"	"A"
"34465_at"	"A"	"A"	"A"
"34466_at"	"A"	"A"	"A"
"34467_g_at"	"A"	"A"	"M"
"34468_at"	"A"	"A"	"A"
"34469_at"	"P"	"P"	"P"
"34470_at"	"A"	"A"	"A"
"34471_at"	"A"	"A"	"A"
"34472_at"	"P"	"P"	"P"
"34473_at"	"A"	"A"	"A"
"34474_at"	"M"	"A"	"M"
"34475_at"	"A"	"A"	"A"
"34476_r_at"	"P"	"P"	"P"
"34477_at"	"A"	"A"	"A"
"34478_at"	"P"	"P"	"P"
"34479_at"	"M"	"A"	"M"
"34480_at"	"A"	"A"	"A"
"34481_at"	"A"	"A"	"A"
"34482_at"	"P"	"P"	"P"
"34483_at"	"A"	"A"	"A"
"34484_at"	"P"	"P"	"P"
"34485_r_at"	"A"	"A"	"A"
"34486_at"	"A"	"A"	"A"
"34487_at"	"A"	"A"	"A"
"34488_i_at"	"A"	"A"	"A"
"34489_f_at"	"A"	"A"	"A"
"34490_f_at"	"A"	"A"	"A"
"34491_at"	"P"	"P"	"P"
"34492_at"	"A"	"A"	"A"
"34493_at"	"A"	"A"	"A"
"34494_at"	"A"	"A"	"A"
"34495_r_at"	"A"	"A"	"A"
"34496_at"	"A"	"A"	"A"
"34497_at"	"A"	"M"	"A"
"34498_at"	"A"	"A"	"A"
"34499_at"	"A"	"A"	"A"
"345_at"	"A"	"A"	"A"
"34500_at"	"A"	"A"	"A"
"34501_at"	"A"	"A"	"A"
"34502_g_at"	"A"	"A"	"A"
"34503_at"	"A"	"A"	"A"
"34504_at"	"A"	"A"	"A"
"34505_at"	"A"	"A"	"A"
"34506_at"	"A"	"A"	"A"
"34507_s_at"	"A"	"A"	"A"
"34508_r_at"	"A"	"A"	"A"
"34509_at"	"A"	"A"	"A"
"34510_at"	"A"	"A"	"A"
"34511_s_at"	"A"	"A"	"A"
"34512_at"	"A"	"A"	"A"
"34513_at"	"A"	"A"	"A"
"34514_at"	"A"	"A"	"A"
"34515_g_at"	"A"	"A"	"A"
"34516_at"	"A"	"A"	"A"
"34517_at"	"P"	"P"	"P"
"34518_at"	"A"	"A"	"A"
"34519_at"	"A"	"A"	"A"
"34520_at"	"P"	"P"	"P"
"34521_at"	"A"	"A"	"P"
"34522_at"	"A"	"A"	"A"
"34523_at"	"A"	"A"	"A"
"34524_at"	"A"	"A"	"A"
"34525_at"	"A"	"A"	"A"
"34526_s_at"	"A"	"A"	"A"
