"GSM530551.CEL.gz"	"GSM530552.CEL.gz"
"236821_at"	"P"	"A"
"236822_at"	"A"	"A"
"236823_at"	"A"	"A"
"236824_at"	"A"	"A"
"236825_at"	"A"	"A"
"236826_at"	"P"	"A"
"236827_at"	"A"	"A"
"236828_at"	"A"	"A"
"236829_at"	"A"	"A"
"236830_at"	"A"	"A"
"236831_at"	"P"	"P"
"236832_at"	"A"	"A"
"236833_at"	"A"	"A"
"236834_at"	"P"	"P"
"236835_at"	"M"	"P"
"236836_at"	"P"	"P"
"236837_x_at"	"P"	"P"
"236838_at"	"A"	"A"
"236839_at"	"A"	"A"
"236840_at"	"A"	"A"
"236841_at"	"P"	"P"
"236842_at"	"A"	"A"
"236843_at"	"A"	"A"
"236844_at"	"A"	"A"
"236845_at"	"P"	"A"
"236846_at"	"A"	"A"
"236847_at"	"A"	"A"
"236848_s_at"	"A"	"A"
"236849_at"	"A"	"A"
"236850_at"	"A"	"A"
"236851_x_at"	"A"	"A"
"236852_at"	"M"	"A"
"236853_at"	"A"	"A"
"236854_at"	"A"	"A"
"236855_at"	"A"	"A"
"236856_x_at"	"P"	"P"
"236857_at"	"A"	"A"
"236858_s_at"	"A"	"A"
"236859_at"	"A"	"A"
"236860_at"	"A"	"A"
"236861_at"	"A"	"A"
"236862_at"	"A"	"A"
"236863_at"	"A"	"A"
"236864_at"	"A"	"A"
"236865_at"	"A"	"A"
"236866_at"	"A"	"A"
"236867_at"	"A"	"A"
"236868_at"	"A"	"A"
"236869_at"	"A"	"A"
"236870_at"	"A"	"A"
"236871_s_at"	"A"	"A"
"236872_at"	"A"	"A"
"236873_at"	"A"	"A"
"236874_at"	"A"	"A"
"236875_at"	"P"	"P"
"236876_at"	"A"	"A"
"236877_at"	"A"	"A"
"236878_at"	"A"	"A"
"236879_at"	"A"	"A"
"236880_at"	"A"	"A"
"236881_at"	"A"	"A"
"236882_at"	"A"	"A"
"236883_at"	"A"	"P"
"236884_at"	"A"	"A"
"236885_at"	"A"	"A"
"236886_at"	"A"	"A"
"236887_at"	"A"	"A"
"236888_at"	"A"	"A"
"236889_at"	"A"	"A"
"236890_at"	"A"	"A"
"236891_at"	"A"	"A"
"236892_s_at"	"A"	"A"
"236893_at"	"A"	"A"
"236894_at"	"A"	"A"
"236895_at"	"A"	"A"
"236896_at"	"P"	"P"
"236897_at"	"P"	"P"
"236898_at"	"M"	"A"
"236899_at"	"A"	"A"
"236900_x_at"	"A"	"A"
"236901_at"	"A"	"A"
"236902_at"	"A"	"A"
"236903_at"	"A"	"A"
"236904_x_at"	"A"	"A"
"236905_at"	"A"	"A"
"236906_x_at"	"A"	"A"
"236907_at"	"P"	"P"
"236908_at"	"A"	"A"
"236909_at"	"A"	"A"
"236910_at"	"A"	"A"
"236911_at"	"M"	"P"
"236912_at"	"A"	"A"
"236913_at"	"A"	"A"
"236914_at"	"A"	"A"
"236915_at"	"P"	"P"
"236916_at"	"P"	"P"
"236917_at"	"P"	"P"
"236918_s_at"	"P"	"P"
"236919_at"	"A"	"A"
"236920_at"	"A"	"A"
"236921_at"	"A"	"A"
"236922_at"	"P"	"P"
"236923_x_at"	"M"	"A"
"236924_at"	"A"	"A"
"236925_at"	"A"	"A"
"236926_at"	"A"	"A"
"236927_at"	"A"	"P"
"236928_at"	"A"	"A"
"236929_at"	"A"	"A"
"236930_at"	"A"	"A"
"236931_at"	"A"	"A"
"236932_s_at"	"A"	"A"
"236933_at"	"A"	"A"
"236934_at"	"A"	"A"
"236935_at"	"P"	"P"
"236936_at"	"A"	"A"
"236937_at"	"A"	"A"
"236938_at"	"A"	"A"
"236939_at"	"A"	"A"
"236940_at"	"A"	"A"
"236941_at"	"A"	"A"
"236942_at"	"A"	"A"
"236943_at"	"A"	"A"
"236944_at"	"A"	"A"
"236945_at"	"A"	"A"
"236946_at"	"A"	"A"
"236947_at"	"A"	"A"
"236948_x_at"	"P"	"A"
"236949_at"	"A"	"A"
"236950_s_at"	"A"	"A"
"236951_at"	"A"	"A"
"236952_at"	"A"	"A"
"236953_s_at"	"M"	"P"
"236954_at"	"A"	"M"
"236955_at"	"A"	"A"
"236956_at"	"A"	"A"
"236957_at"	"P"	"P"
"236958_at"	"M"	"M"
"236959_s_at"	"A"	"A"
"236960_at"	"A"	"A"
"236961_at"	"A"	"P"
"236962_at"	"A"	"A"
"236963_at"	"A"	"A"
"236964_at"	"A"	"A"
"236965_at"	"A"	"A"
"236966_at"	"A"	"A"
"236967_at"	"A"	"A"
"236968_at"	"A"	"A"
"236969_at"	"P"	"A"
"236970_s_at"	"A"	"A"
"236971_at"	"A"	"A"
"236972_at"	"A"	"A"
"236973_at"	"A"	"A"
"236974_at"	"A"	"A"
"236975_at"	"A"	"A"
"236976_at"	"A"	"A"
"236977_at"	"M"	"A"
"236978_at"	"A"	"A"
"236979_at"	"A"	"A"
"236980_at"	"A"	"A"
"236981_at"	"A"	"A"
"236982_at"	"A"	"A"
"236983_at"	"A"	"A"
"236984_at"	"P"	"P"
"236985_at"	"A"	"A"
"236986_at"	"A"	"A"
"236987_at"	"A"	"P"
"236988_x_at"	"A"	"A"
"236989_at"	"P"	"P"
"236990_at"	"P"	"P"
"236991_at"	"A"	"A"
"236992_at"	"A"	"A"
"236993_at"	"A"	"A"
"236994_at"	"P"	"P"
"236995_x_at"	"A"	"A"
"236996_at"	"A"	"A"
"236997_at"	"A"	"A"
"236998_at"	"A"	"A"
"236999_at"	"A"	"A"
"237000_at"	"A"	"A"
"237001_at"	"A"	"A"
"237002_at"	"A"	"A"
"237003_at"	"P"	"P"
"237004_at"	"A"	"A"
"237005_at"	"P"	"M"
"237006_at"	"A"	"A"
"237007_at"	"A"	"A"
"237008_at"	"A"	"A"
"237009_at"	"A"	"A"
"237010_at"	"A"	"A"
"237011_at"	"A"	"A"
"237012_at"	"A"	"A"
"237013_at"	"A"	"A"
"237014_at"	"A"	"A"
"237015_at"	"A"	"A"
"237016_at"	"A"	"A"
"237017_s_at"	"A"	"A"
"237018_at"	"A"	"A"
"237019_at"	"P"	"A"
"237020_at"	"A"	"A"
"237021_at"	"A"	"A"
"237022_at"	"A"	"A"
"237023_at"	"A"	"A"
"237024_at"	"A"	"A"
"237025_at"	"P"	"P"
"237026_at"	"A"	"A"
"237027_at"	"A"	"A"
"237028_at"	"A"	"A"
"237029_at"	"A"	"A"
"237030_at"	"A"	"A"
"237031_at"	"A"	"A"
"237032_x_at"	"P"	"P"
"237033_at"	"A"	"A"
"237034_at"	"A"	"A"
"237035_at"	"A"	"A"
"237036_at"	"A"	"A"
"237037_at"	"A"	"A"
"237038_at"	"A"	"A"
"237039_at"	"A"	"A"
"237040_at"	"P"	"M"
"237041_x_at"	"A"	"A"
"237042_at"	"A"	"A"
"237043_at"	"A"	"A"
"237044_s_at"	"A"	"A"
"237045_at"	"A"	"A"
"237046_x_at"	"A"	"A"
"237047_at"	"A"	"A"
"237048_at"	"A"	"A"
"237049_at"	"A"	"A"
"237050_at"	"A"	"A"
"237051_at"	"A"	"A"
"237052_x_at"	"P"	"P"
"237053_at"	"A"	"A"
"237054_at"	"A"	"A"
"237055_at"	"A"	"A"
"237056_at"	"A"	"A"
"237057_at"	"A"	"A"
"237058_x_at"	"A"	"A"
"237059_at"	"P"	"P"
"237060_at"	"A"	"A"
"237061_at"	"A"	"A"
"237062_at"	"P"	"P"
"237063_at"	"A"	"A"
"237064_x_at"	"A"	"A"
"237065_s_at"	"A"	"A"
"237066_at"	"A"	"A"
"237067_at"	"A"	"A"
"237068_at"	"A"	"A"
"237069_s_at"	"A"	"A"
"237070_at"	"A"	"A"
"237071_at"	"A"	"P"
"237072_at"	"A"	"A"
"237073_at"	"A"	"A"
"237074_at"	"A"	"A"
"237075_at"	"P"	"M"
"237076_at"	"A"	"A"
"237077_at"	"A"	"A"
"237078_at"	"A"	"A"
"237079_at"	"A"	"A"
"237080_at"	"A"	"A"
"237081_at"	"P"	"M"
"237082_at"	"A"	"A"
"237083_at"	"P"	"P"
"237084_at"	"M"	"A"
"237085_x_at"	"A"	"P"
"237086_at"	"A"	"A"
"237087_at"	"A"	"A"
"237088_at"	"A"	"A"
"237089_at"	"A"	"A"
"237090_at"	"A"	"A"
"237091_at"	"A"	"A"
"237092_at"	"A"	"A"
"237093_at"	"A"	"A"
"237094_at"	"A"	"A"
"237095_at"	"A"	"P"
"237096_at"	"P"	"A"
"237097_at"	"A"	"P"
"237098_at"	"A"	"A"
"237099_at"	"A"	"A"
"237100_at"	"A"	"A"
"237101_at"	"A"	"A"
"237102_at"	"A"	"A"
"237103_at"	"P"	"A"
"237104_at"	"A"	"A"
"237105_at"	"P"	"P"
"237106_at"	"A"	"A"
"237107_at"	"A"	"A"
"237108_x_at"	"A"	"A"
"237109_at"	"M"	"A"
"237110_at"	"P"	"P"
"237111_at"	"A"	"A"
"237112_at"	"A"	"A"
"237113_at"	"A"	"A"
"237114_at"	"P"	"P"
"237115_at"	"A"	"M"
"237116_at"	"A"	"P"
"237117_at"	"A"	"A"
"237118_at"	"A"	"A"
"237119_at"	"A"	"A"
"237120_at"	"A"	"A"
"237121_at"	"A"	"A"
"237122_at"	"A"	"A"
"237123_x_at"	"A"	"A"
"237124_at"	"P"	"P"
"237125_at"	"A"	"A"
"237126_at"	"A"	"A"
"237127_at"	"A"	"A"
"237128_at"	"A"	"A"
"237129_at"	"A"	"A"
"237130_at"	"A"	"A"
"237131_at"	"A"	"A"
"237132_at"	"A"	"A"
"237133_at"	"A"	"A"
"237134_at"	"A"	"A"
"237135_at"	"A"	"A"
"237136_at"	"A"	"A"
"237137_at"	"A"	"A"
"237138_at"	"A"	"A"
"237139_at"	"A"	"A"
"237140_x_at"	"A"	"A"
"237141_x_at"	"A"	"A"
"237142_at"	"A"	"A"
"237143_at"	"A"	"A"
"237144_at"	"A"	"A"
"237145_at"	"P"	"P"
"237146_at"	"A"	"A"
"237147_at"	"A"	"P"
"237148_at"	"A"	"A"
"237149_at"	"A"	"A"
"237150_at"	"A"	"M"
"237151_s_at"	"A"	"A"
"237152_at"	"A"	"A"
"237153_at"	"A"	"A"
"237154_at"	"A"	"A"
"237155_at"	"A"	"A"
"237156_at"	"A"	"A"
"237157_at"	"A"	"A"
"237158_s_at"	"P"	"P"
"237159_x_at"	"M"	"P"
"237160_at"	"A"	"A"
"237161_at"	"A"	"A"
"237162_at"	"A"	"A"
"237163_x_at"	"A"	"A"
"237164_at"	"A"	"A"
"237165_at"	"A"	"A"
"237166_at"	"A"	"A"
"237167_at"	"A"	"A"
"237168_at"	"A"	"A"
"237169_at"	"P"	"P"
"237170_at"	"A"	"A"
"237171_at"	"A"	"A"
"237172_at"	"P"	"P"
"237173_at"	"A"	"A"
"237174_at"	"A"	"A"
"237175_at"	"A"	"A"
"237176_at"	"A"	"A"
"237177_at"	"A"	"A"
"237178_at"	"A"	"A"
"237179_at"	"A"	"A"
"237180_at"	"A"	"A"
"237181_at"	"A"	"A"
"237182_at"	"A"	"A"
"237183_at"	"A"	"A"
"237184_at"	"A"	"A"
"237185_at"	"A"	"A"
"237186_at"	"A"	"A"
"237187_at"	"A"	"A"
"237188_x_at"	"A"	"A"
"237189_at"	"A"	"A"
"237190_at"	"A"	"A"
"237191_x_at"	"A"	"A"
"237192_at"	"A"	"A"
"237193_s_at"	"A"	"A"
"237194_at"	"A"	"A"
"237195_at"	"A"	"A"
"237196_at"	"A"	"A"
"237197_at"	"A"	"A"
"237198_at"	"A"	"A"
"237199_at"	"A"	"A"
"237200_at"	"A"	"A"
"237201_at"	"A"	"A"
"237202_at"	"A"	"A"
"237203_at"	"A"	"A"
"237204_at"	"A"	"A"
"237205_at"	"A"	"A"
"237206_at"	"A"	"A"
"237207_at"	"A"	"A"
"237208_at"	"A"	"A"
"237209_s_at"	"A"	"A"
"237210_at"	"A"	"A"
"237211_x_at"	"A"	"A"
"237212_at"	"P"	"P"
"237213_at"	"P"	"P"
"237214_at"	"A"	"A"
"237215_s_at"	"P"	"P"
"237216_at"	"A"	"A"
"237217_at"	"P"	"P"
"237218_at"	"A"	"A"
"237219_at"	"A"	"A"
"237220_at"	"A"	"A"
"237221_at"	"A"	"A"
"237222_at"	"A"	"A"
"237223_at"	"A"	"A"
"237224_at"	"A"	"A"
"237225_at"	"A"	"A"
"237226_at"	"A"	"A"
"237227_at"	"A"	"A"
"237228_at"	"A"	"A"
"237229_at"	"A"	"A"
"237230_at"	"A"	"A"
"237231_at"	"A"	"A"
"237232_at"	"A"	"A"
"237233_at"	"A"	"A"
"237234_at"	"A"	"A"
"237235_at"	"A"	"A"
"237236_x_at"	"A"	"A"
"237237_at"	"A"	"A"
"237238_at"	"A"	"A"
"237239_at"	"A"	"A"
"237240_at"	"P"	"P"
"237241_at"	"A"	"A"
"237242_at"	"A"	"A"
"237243_at"	"A"	"A"
"237244_at"	"A"	"A"
"237245_at"	"A"	"A"
"237246_at"	"A"	"A"
"237247_at"	"A"	"A"
"237248_at"	"A"	"A"
"237249_at"	"A"	"A"
"237250_at"	"A"	"A"
"237251_at"	"A"	"A"
"237252_at"	"A"	"A"
"237253_at"	"A"	"A"
"237254_at"	"A"	"A"
"237255_at"	"A"	"A"
"237256_at"	"A"	"A"
"237257_at"	"A"	"A"
"237258_at"	"A"	"A"
"237259_at"	"A"	"A"
"237260_at"	"A"	"A"
"237261_at"	"A"	"A"
"237262_at"	"P"	"P"
"237263_at"	"A"	"A"
"237264_at"	"A"	"A"
"237265_at"	"A"	"A"
"237266_at"	"A"	"A"
"237267_at"	"A"	"A"
"237268_at"	"A"	"A"
"237269_at"	"A"	"A"
"237270_at"	"A"	"A"
"237271_at"	"A"	"A"
"237272_at"	"A"	"A"
"237273_at"	"A"	"A"
"237274_at"	"A"	"P"
"237275_at"	"A"	"A"
"237276_at"	"A"	"A"
"237277_at"	"A"	"A"
"237278_x_at"	"A"	"A"
"237279_at"	"A"	"A"
"237280_at"	"A"	"A"
"237281_at"	"A"	"A"
"237282_s_at"	"A"	"A"
"237283_at"	"A"	"A"
"237284_at"	"A"	"A"
"237285_at"	"A"	"A"
"237286_at"	"A"	"A"
"237287_at"	"A"	"A"
"237288_at"	"A"	"A"
"237289_at"	"P"	"P"
"237290_at"	"A"	"A"
"237291_at"	"A"	"A"
"237292_at"	"A"	"A"
"237293_at"	"A"	"A"
"237294_at"	"A"	"A"
"237295_at"	"A"	"P"
"237296_at"	"A"	"A"
"237297_at"	"A"	"A"
"237298_at"	"A"	"A"
"237299_at"	"M"	"A"
"237300_at"	"A"	"A"
"237301_at"	"A"	"P"
"237302_at"	"A"	"A"
"237303_at"	"A"	"A"
"237304_at"	"A"	"A"
"237305_at"	"A"	"A"
"237306_at"	"A"	"A"
"237307_at"	"A"	"A"
"237308_at"	"A"	"A"
"237309_at"	"A"	"A"
"237310_at"	"A"	"A"
"237311_at"	"P"	"P"
"237312_at"	"A"	"A"
"237313_at"	"A"	"A"
"237314_at"	"A"	"A"
"237315_at"	"A"	"A"
"237316_at"	"A"	"A"
"237317_at"	"A"	"A"
"237318_at"	"A"	"A"
"237319_at"	"A"	"A"
"237320_at"	"M"	"A"
"237321_at"	"P"	"M"
"237322_at"	"A"	"A"
"237323_at"	"M"	"A"
"237324_s_at"	"A"	"A"
"237325_at"	"A"	"A"
"237326_at"	"A"	"A"
"237327_at"	"A"	"A"
"237328_at"	"A"	"A"
"237329_at"	"A"	"A"
"237330_at"	"A"	"A"
"237331_s_at"	"A"	"A"
"237332_at"	"A"	"A"
"237333_at"	"P"	"P"
"237334_at"	"A"	"A"
"237335_at"	"A"	"A"
"237336_at"	"A"	"A"
"237337_at"	"A"	"A"
"237338_at"	"A"	"A"
"237339_at"	"P"	"A"
"237340_at"	"A"	"A"
"237341_at"	"A"	"A"
"237342_at"	"A"	"A"
"237343_at"	"A"	"A"
"237344_at"	"A"	"A"
"237345_at"	"A"	"A"
"237346_at"	"A"	"A"
"237347_at"	"A"	"P"
"237348_at"	"A"	"A"
"237349_at"	"A"	"A"
"237350_at"	"A"	"A"
"237351_at"	"A"	"A"
"237352_at"	"A"	"A"
"237353_at"	"A"	"A"
"237354_at"	"A"	"A"
"237355_at"	"A"	"A"
"237356_at"	"A"	"A"
"237357_at"	"A"	"A"
"237358_at"	"A"	"A"
"237359_at"	"A"	"A"
"237360_at"	"A"	"A"
"237361_at"	"A"	"A"
"237362_at"	"A"	"A"
"237363_at"	"A"	"A"
"237364_at"	"A"	"A"
"237365_at"	"A"	"A"
"237366_at"	"A"	"A"
"237367_x_at"	"A"	"A"
"237368_at"	"A"	"A"
"237369_at"	"A"	"A"
"237370_at"	"A"	"A"
"237371_at"	"A"	"A"
"237372_at"	"A"	"A"
"237373_at"	"A"	"A"
"237374_at"	"A"	"A"
"237375_at"	"A"	"A"
"237376_at"	"A"	"A"
"237377_at"	"A"	"A"
"237378_at"	"A"	"A"
"237379_at"	"A"	"A"
"237380_at"	"A"	"A"
"237381_at"	"A"	"A"
"237382_at"	"A"	"A"
"237383_at"	"A"	"P"
"237384_x_at"	"A"	"A"
"237385_at"	"A"	"A"
"237386_at"	"A"	"P"
"237387_at"	"A"	"A"
"237388_at"	"A"	"P"
"237389_at"	"A"	"A"
"237390_at"	"P"	"A"
"237391_at"	"A"	"A"
"237392_at"	"A"	"A"
"237393_at"	"A"	"A"
"237394_at"	"A"	"A"
"237395_at"	"A"	"A"
"237396_at"	"A"	"A"
"237397_at"	"A"	"A"
"237398_at"	"A"	"A"
"237399_at"	"A"	"A"
"237400_at"	"M"	"P"
"237401_at"	"A"	"A"
"237402_at"	"A"	"A"
"237403_at"	"A"	"A"
"237404_at"	"A"	"A"
"237405_at"	"A"	"A"
"237406_at"	"A"	"A"
"237407_at"	"A"	"A"
"237408_at"	"A"	"A"
"237409_at"	"A"	"A"
"237410_x_at"	"A"	"P"
"237411_at"	"P"	"P"
"237412_at"	"A"	"A"
"237413_at"	"A"	"A"
"237414_at"	"A"	"A"
"237415_at"	"A"	"P"
"237416_at"	"A"	"A"
"237417_at"	"A"	"A"
"237418_at"	"A"	"A"
"237419_at"	"P"	"P"
"237420_at"	"A"	"A"
"237421_at"	"A"	"P"
"237422_at"	"A"	"A"
"237423_at"	"A"	"A"
"237424_at"	"A"	"A"
"237425_at"	"A"	"A"
"237426_at"	"A"	"P"
"237427_at"	"A"	"A"
"237428_at"	"A"	"A"
"237429_at"	"A"	"A"
"237430_at"	"A"	"A"
"237431_at"	"A"	"A"
"237432_at"	"A"	"A"
"237433_at"	"A"	"A"
"237434_x_at"	"A"	"A"
"237435_at"	"P"	"M"
"237436_at"	"A"	"A"
"237437_s_at"	"A"	"A"
"237438_at"	"M"	"P"
"237439_at"	"A"	"A"
"237440_at"	"A"	"A"
"237441_at"	"A"	"A"
"237442_at"	"A"	"A"
"237443_at"	"A"	"A"
"237444_at"	"P"	"P"
"237445_at"	"A"	"A"
"237446_at"	"A"	"A"
"237447_at"	"A"	"A"
"237448_at"	"A"	"A"
"237449_at"	"A"	"A"
"237450_at"	"A"	"A"
"237451_x_at"	"P"	"P"
"237452_at"	"A"	"M"
"237453_at"	"A"	"A"
"237454_at"	"A"	"A"
"237455_at"	"A"	"A"
"237456_at"	"A"	"A"
"237457_at"	"A"	"A"
"237458_at"	"A"	"A"
"237459_at"	"A"	"A"
"237460_x_at"	"P"	"P"
"237461_at"	"A"	"A"
"237462_at"	"A"	"A"
"237463_at"	"A"	"A"
"237464_at"	"A"	"P"
"237465_at"	"P"	"P"
"237466_s_at"	"A"	"A"
"237467_at"	"A"	"A"
"237468_at"	"A"	"A"
"237469_at"	"A"	"A"
"237470_at"	"P"	"M"
"237471_at"	"A"	"A"
"237472_at"	"A"	"A"
"237473_at"	"A"	"A"
"237474_at"	"A"	"A"
"237475_x_at"	"P"	"P"
"237476_at"	"A"	"A"
"237477_at"	"A"	"A"
"237478_at"	"A"	"A"
"237479_at"	"A"	"A"
"237480_at"	"A"	"A"
"237481_at"	"A"	"A"
"237482_s_at"	"A"	"A"
"237483_at"	"A"	"A"
"237484_at"	"A"	"A"
"237485_at"	"A"	"A"
"237486_at"	"A"	"A"
"237487_at"	"A"	"A"
"237488_at"	"A"	"A"
"237489_at"	"A"	"A"
"237490_at"	"A"	"A"
"237491_at"	"A"	"A"
"237492_at"	"A"	"A"
"237493_at"	"A"	"A"
"237494_at"	"A"	"A"
"237495_at"	"A"	"A"
"237496_at"	"A"	"A"
"237497_at"	"A"	"A"
"237498_at"	"A"	"P"
"237499_at"	"A"	"A"
"237500_at"	"A"	"A"
"237501_at"	"A"	"A"
"237502_at"	"A"	"A"
"237503_at"	"A"	"A"
"237504_at"	"A"	"A"
"237505_at"	"A"	"A"
"237506_at"	"A"	"A"
"237507_at"	"A"	"A"
"237508_at"	"A"	"A"
"237509_at"	"A"	"A"
"237510_at"	"A"	"A"
"237511_at"	"A"	"A"
"237512_at"	"A"	"A"
"237513_at"	"A"	"A"
"237514_at"	"A"	"A"
"237515_at"	"A"	"P"
"237516_at"	"A"	"A"
"237517_at"	"A"	"A"
"237518_at"	"A"	"A"
"237519_at"	"A"	"A"
"237520_x_at"	"A"	"A"
"237521_x_at"	"A"	"A"
"237522_at"	"A"	"A"
"237523_at"	"A"	"A"
"237524_at"	"A"	"A"
"237525_at"	"A"	"A"
"237526_at"	"A"	"A"
"237527_at"	"A"	"A"
"237528_at"	"A"	"A"
"237529_at"	"A"	"A"
"237530_at"	"A"	"A"
"237531_at"	"A"	"A"
"237532_at"	"A"	"A"
"237533_at"	"A"	"A"
"237534_at"	"A"	"A"
"237535_x_at"	"A"	"A"
"237536_at"	"A"	"A"
"237537_at"	"A"	"A"
"237538_at"	"A"	"A"
"237539_at"	"A"	"A"
"237540_at"	"A"	"A"
"237541_at"	"A"	"A"
"237542_at"	"A"	"A"
"237543_at"	"A"	"A"
"237544_at"	"A"	"A"
"237545_at"	"A"	"A"
"237546_at"	"A"	"A"
"237547_at"	"A"	"A"
"237548_at"	"A"	"A"
"237549_at"	"A"	"A"
"237550_at"	"A"	"A"
"237551_at"	"A"	"A"
"237552_at"	"A"	"A"
"237553_at"	"P"	"M"
"237554_at"	"A"	"A"
"237555_at"	"A"	"A"
"237556_at"	"A"	"A"
"237557_at"	"A"	"A"
"237558_at"	"A"	"A"
"237559_at"	"A"	"A"
"237560_at"	"A"	"A"
"237561_x_at"	"A"	"A"
"237562_at"	"A"	"A"
"237563_s_at"	"P"	"P"
"237564_at"	"A"	"A"
"237565_at"	"A"	"A"
"237566_at"	"A"	"A"
"237567_at"	"A"	"A"
"237568_at"	"A"	"A"
"237569_at"	"A"	"A"
"237570_x_at"	"A"	"A"
"237571_at"	"P"	"P"
"237572_at"	"A"	"A"
"237573_at"	"A"	"A"
"237574_at"	"A"	"A"
"237575_at"	"A"	"A"
"237576_x_at"	"A"	"A"
"237577_at"	"A"	"A"
"237578_at"	"A"	"A"
"237579_at"	"A"	"A"
"237580_at"	"A"	"A"
"237581_at"	"A"	"A"
"237582_at"	"A"	"A"
"237583_at"	"A"	"A"
"237584_at"	"A"	"A"
"237585_at"	"A"	"A"
"237586_at"	"A"	"A"
"237587_at"	"A"	"A"
"237588_at"	"A"	"A"
"237589_at"	"A"	"A"
"237590_at"	"A"	"A"
"237591_at"	"A"	"A"
"237592_at"	"A"	"A"
"237593_at"	"A"	"A"
"237594_at"	"A"	"A"
"237595_at"	"A"	"A"
"237596_at"	"A"	"A"
"237597_at"	"A"	"A"
"237598_at"	"A"	"A"
"237599_at"	"A"	"A"
"237600_at"	"A"	"A"
"237601_at"	"A"	"A"
"237602_at"	"A"	"A"
"237603_at"	"A"	"A"
"237604_at"	"A"	"A"
"237605_at"	"A"	"A"
"237606_at"	"A"	"A"
"237607_at"	"A"	"A"
"237608_at"	"A"	"A"
"237609_at"	"A"	"A"
"237610_at"	"A"	"A"
"237611_at"	"A"	"A"
"237612_at"	"A"	"A"
"237613_at"	"A"	"A"
"237614_at"	"A"	"A"
"237615_at"	"A"	"A"
"237616_at"	"A"	"A"
"237617_at"	"A"	"A"
"237618_at"	"A"	"A"
"237619_at"	"A"	"A"
"237620_at"	"A"	"A"
"237621_at"	"A"	"A"
"237622_at"	"P"	"P"
"237623_at"	"A"	"A"
"237624_at"	"A"	"A"
"237625_s_at"	"A"	"A"
"237626_at"	"A"	"A"
"237627_at"	"A"	"A"
"237628_at"	"A"	"A"
"237629_at"	"A"	"A"
"237630_s_at"	"A"	"A"
"237631_at"	"A"	"A"
"237632_at"	"A"	"A"
"237633_at"	"A"	"A"
"237634_at"	"A"	"A"
"237635_at"	"A"	"A"
"237636_at"	"A"	"A"
"237637_at"	"A"	"A"
"237638_at"	"A"	"A"
"237639_at"	"A"	"A"
"237640_at"	"P"	"P"
"237641_at"	"A"	"A"
"237642_at"	"A"	"A"
"237643_at"	"A"	"A"
"237644_at"	"A"	"A"
"237645_at"	"A"	"A"
"237646_x_at"	"A"	"A"
"237647_at"	"A"	"A"
"237648_x_at"	"A"	"A"
"237649_at"	"A"	"A"
"237650_at"	"A"	"A"
"237651_x_at"	"A"	"A"
"237652_at"	"P"	"A"
"237653_at"	"A"	"A"
"237654_at"	"A"	"A"
"237655_at"	"A"	"A"
"237656_at"	"A"	"A"
"237657_at"	"A"	"A"
"237658_at"	"A"	"A"
"237659_at"	"A"	"A"
"237660_at"	"A"	"A"
"237661_at"	"A"	"A"
"237662_at"	"A"	"A"
"237663_at"	"A"	"A"
"237664_at"	"A"	"P"
"237665_at"	"A"	"A"
"237666_at"	"A"	"A"
"237667_at"	"A"	"A"
"237668_at"	"A"	"A"
"237669_at"	"A"	"A"
"237670_at"	"A"	"A"
"237671_at"	"A"	"A"
"237672_at"	"A"	"A"
"237673_at"	"A"	"A"
"237674_at"	"A"	"A"
"237675_at"	"A"	"A"
"237676_at"	"A"	"A"
"237677_at"	"A"	"A"
"237678_at"	"A"	"A"
"237679_at"	"A"	"A"
"237680_at"	"A"	"A"
"237681_at"	"M"	"A"
"237682_at"	"A"	"A"
"237683_s_at"	"A"	"A"
"237684_at"	"A"	"A"
"237685_at"	"A"	"A"
"237686_at"	"A"	"A"
"237687_at"	"A"	"A"
"237688_at"	"A"	"A"
"237689_at"	"A"	"A"
"237690_at"	"P"	"P"
"237691_x_at"	"A"	"A"
"237692_at"	"A"	"A"
"237693_at"	"A"	"A"
"237694_at"	"A"	"A"
"237695_at"	"A"	"A"
"237696_at"	"P"	"A"
"237697_at"	"A"	"A"
"237698_at"	"A"	"A"
"237699_at"	"A"	"A"
"237700_at"	"A"	"A"
"237701_at"	"A"	"A"
"237702_at"	"A"	"P"
"237703_at"	"A"	"A"
"237704_at"	"A"	"A"
"237705_at"	"A"	"A"
"237706_at"	"M"	"A"
"237707_at"	"A"	"A"
"237708_at"	"A"	"A"
"237709_at"	"A"	"A"
"237710_at"	"A"	"A"
"237711_at"	"A"	"A"
"237712_at"	"A"	"P"
"237713_at"	"A"	"A"
"237714_at"	"A"	"A"
"237715_at"	"A"	"A"
"237716_at"	"A"	"A"
"237717_x_at"	"A"	"A"
"237718_at"	"A"	"A"
"237719_x_at"	"A"	"A"
"237720_at"	"A"	"A"
"237721_s_at"	"A"	"A"
"237722_at"	"A"	"A"
"237723_at"	"A"	"A"
"237724_at"	"A"	"A"
"237725_x_at"	"A"	"M"
"237726_at"	"A"	"A"
"237727_at"	"A"	"A"
"237728_at"	"A"	"A"
"237729_at"	"A"	"A"
"237730_at"	"A"	"A"
"237731_at"	"A"	"A"
"237732_at"	"M"	"A"
"237733_at"	"A"	"A"
"237734_s_at"	"A"	"A"
"237735_at"	"A"	"A"
"237736_at"	"A"	"A"
"237737_at"	"P"	"P"
"237738_at"	"A"	"A"
"237739_at"	"A"	"A"
"237740_at"	"A"	"A"
