"GSM556748.CEL.gz"	"GSM556750.CEL.gz"	"GSM556751.CEL.gz"
"216653_at"	"A"	"A"	"A"
"216654_at"	"A"	"A"	"A"
"216655_s_at"	"A"	"A"	"A"
"216656_at"	"A"	"A"	"A"
"216657_at"	"A"	"A"	"A"
"216658_at"	"A"	"A"	"A"
"216659_at"	"A"	"A"	"A"
"216660_at"	"A"	"A"	"A"
"216661_x_at"	"A"	"A"	"P"
"216662_at"	"A"	"A"	"A"
"216663_s_at"	"P"	"P"	"M"
"216664_at"	"A"	"A"	"A"
"216665_s_at"	"A"	"A"	"A"
"216666_at"	"A"	"A"	"A"
"216667_at"	"A"	"A"	"A"
"216668_at"	"A"	"A"	"A"
"216669_at"	"A"	"A"	"A"
"216670_at"	"A"	"A"	"A"
"216671_x_at"	"A"	"A"	"A"
"216672_s_at"	"A"	"A"	"A"
"216673_at"	"A"	"A"	"A"
"216674_at"	"A"	"A"	"A"
"216675_at"	"A"	"A"	"A"
"216676_x_at"	"A"	"A"	"A"
"216677_at"	"A"	"A"	"A"
"216678_at"	"P"	"P"	"P"
"216679_at"	"A"	"A"	"A"
"216680_s_at"	"P"	"P"	"P"
"216681_at"	"P"	"A"	"P"
"216682_s_at"	"A"	"A"	"A"
"216683_at"	"A"	"P"	"A"
"216684_s_at"	"P"	"P"	"P"
"216685_s_at"	"A"	"A"	"A"
"216686_at"	"A"	"A"	"A"
"216687_x_at"	"A"	"A"	"A"
"216688_at"	"A"	"A"	"A"
"216689_x_at"	"P"	"P"	"P"
"216690_at"	"A"	"A"	"A"
"216691_at"	"A"	"A"	"M"
"216692_at"	"A"	"A"	"A"
"216693_x_at"	"P"	"P"	"P"
"216694_at"	"A"	"A"	"A"
"216695_s_at"	"A"	"A"	"A"
"216696_s_at"	"A"	"A"	"A"
"216697_at"	"A"	"P"	"P"
"216698_x_at"	"A"	"A"	"M"
"216699_s_at"	"A"	"A"	"A"
"216700_at"	"A"	"A"	"A"
"216701_at"	"A"	"A"	"A"
"216702_x_at"	"A"	"A"	"A"
"216703_at"	"A"	"A"	"A"
"216704_at"	"A"	"A"	"A"
"216705_s_at"	"A"	"A"	"A"
"216706_x_at"	"A"	"A"	"A"
"216707_at"	"A"	"A"	"A"
"216708_x_at"	"A"	"A"	"A"
"216709_at"	"A"	"A"	"A"
"216710_x_at"	"A"	"A"	"A"
"216711_s_at"	"A"	"P"	"A"
"216712_at"	"A"	"A"	"A"
"216713_at"	"P"	"P"	"P"
"216714_at"	"A"	"A"	"A"
"216715_at"	"A"	"P"	"P"
"216716_at"	"A"	"A"	"A"
"216717_at"	"A"	"A"	"A"
"216718_at"	"A"	"A"	"A"
"216719_s_at"	"A"	"M"	"A"
"216720_at"	"A"	"A"	"A"
"216721_at"	"A"	"A"	"P"
"216722_at"	"A"	"A"	"A"
"216723_at"	"A"	"A"	"P"
"216724_at"	"A"	"A"	"A"
"216725_at"	"A"	"A"	"A"
"216726_at"	"A"	"A"	"A"
"216727_at"	"A"	"A"	"A"
"216728_at"	"A"	"A"	"A"
"216729_at"	"A"	"A"	"A"
"216730_at"	"A"	"P"	"A"
"216731_s_at"	"A"	"A"	"A"
"216732_at"	"A"	"A"	"A"
"216733_s_at"	"M"	"P"	"P"
"216734_s_at"	"A"	"A"	"A"
"216735_x_at"	"A"	"A"	"A"
"216736_at"	"A"	"A"	"A"
"216737_at"	"A"	"A"	"A"
"216738_at"	"A"	"A"	"A"
"216739_at"	"P"	"A"	"A"
"216740_at"	"A"	"A"	"A"
"216741_at"	"A"	"A"	"A"
"216742_at"	"A"	"A"	"A"
"216743_at"	"A"	"A"	"A"
"216744_at"	"A"	"A"	"A"
"216745_x_at"	"A"	"A"	"A"
"216746_at"	"A"	"A"	"A"
"216747_at"	"A"	"A"	"A"
"216748_at"	"A"	"A"	"A"
"216749_at"	"A"	"A"	"A"
"216750_at"	"A"	"A"	"A"
"216751_at"	"A"	"A"	"A"
"216752_at"	"A"	"A"	"A"
"216753_at"	"A"	"A"	"A"
"216754_at"	"A"	"A"	"A"
"216755_at"	"P"	"A"	"P"
"216756_at"	"A"	"A"	"A"
"216757_at"	"P"	"A"	"P"
"216758_at"	"A"	"A"	"A"
"216759_at"	"A"	"A"	"A"
"216760_at"	"A"	"A"	"A"
"216761_at"	"A"	"A"	"A"
"216762_at"	"A"	"A"	"A"
"216763_at"	"A"	"A"	"A"
"216764_at"	"A"	"A"	"A"
"216765_at"	"A"	"A"	"A"
"216766_at"	"A"	"A"	"A"
"216767_at"	"A"	"A"	"A"
"216768_x_at"	"A"	"A"	"A"
"216769_x_at"	"A"	"A"	"P"
"216770_at"	"A"	"P"	"P"
"216771_at"	"A"	"A"	"A"
"216772_at"	"A"	"A"	"A"
"216773_at"	"A"	"A"	"P"
"216774_at"	"A"	"A"	"A"
"216775_at"	"A"	"A"	"A"
"216776_at"	"A"	"A"	"A"
"216777_at"	"A"	"A"	"A"
"216778_s_at"	"A"	"A"	"A"
"216779_at"	"A"	"A"	"A"
"216780_at"	"A"	"A"	"A"
"216781_at"	"A"	"A"	"A"
"216782_at"	"A"	"A"	"A"
"216783_at"	"P"	"A"	"A"
"216784_at"	"A"	"A"	"A"
"216785_at"	"A"	"A"	"A"
"216786_at"	"A"	"P"	"A"
"216787_at"	"A"	"A"	"A"
"216788_at"	"A"	"A"	"A"
"216789_at"	"A"	"A"	"A"
"216790_at"	"A"	"A"	"A"
"216791_at"	"A"	"A"	"A"
"216792_at"	"A"	"M"	"P"
"216793_x_at"	"A"	"A"	"A"
"216794_at"	"A"	"A"	"A"
"216795_at"	"A"	"A"	"A"
"216796_s_at"	"A"	"A"	"A"
"216797_at"	"A"	"A"	"A"
"216798_at"	"A"	"A"	"A"
"216799_at"	"M"	"A"	"A"
"216800_at"	"A"	"A"	"A"
"216801_at"	"A"	"A"	"A"
"216802_at"	"A"	"A"	"A"
"216803_at"	"A"	"A"	"A"
"216804_s_at"	"P"	"P"	"P"
"216805_at"	"A"	"A"	"A"
"216806_at"	"P"	"P"	"P"
"216807_at"	"A"	"A"	"A"
"216808_at"	"A"	"A"	"A"
"216809_at"	"A"	"A"	"A"
"216810_at"	"A"	"A"	"A"
"216811_at"	"A"	"A"	"A"
"216812_at"	"A"	"A"	"A"
"216813_at"	"A"	"A"	"A"
"216814_at"	"P"	"P"	"P"
"216815_at"	"A"	"A"	"A"
"216816_at"	"P"	"M"	"A"
"216817_s_at"	"A"	"A"	"A"
"216818_s_at"	"A"	"A"	"A"
"216819_at"	"A"	"A"	"A"
"216820_at"	"A"	"A"	"A"
"216821_at"	"A"	"A"	"A"
"216822_x_at"	"P"	"A"	"A"
"216823_at"	"P"	"P"	"P"
"216824_at"	"A"	"A"	"A"
"216825_s_at"	"A"	"A"	"A"
"216826_at"	"A"	"A"	"A"
"216827_at"	"A"	"A"	"A"
"216828_at"	"A"	"A"	"A"
"216829_at"	"A"	"A"	"A"
"216830_at"	"A"	"A"	"A"
"216831_s_at"	"A"	"A"	"A"
"216832_at"	"A"	"A"	"A"
"216833_x_at"	"A"	"A"	"A"
"216834_at"	"A"	"A"	"A"
"216835_s_at"	"P"	"P"	"P"
"216836_s_at"	"A"	"A"	"A"
"216837_at"	"A"	"A"	"A"
"216838_at"	"A"	"A"	"A"
"216839_at"	"A"	"A"	"A"
"216840_s_at"	"P"	"A"	"M"
"216841_s_at"	"P"	"P"	"P"
"216842_x_at"	"A"	"A"	"A"
"216843_x_at"	"P"	"P"	"P"
"216844_at"	"A"	"A"	"A"
"216845_x_at"	"A"	"A"	"A"
"216846_at"	"A"	"A"	"A"
"216847_at"	"A"	"A"	"A"
"216848_at"	"A"	"A"	"A"
"216849_at"	"A"	"A"	"A"
"216850_at"	"A"	"A"	"A"
"216851_at"	"A"	"A"	"A"
"216852_x_at"	"A"	"A"	"A"
"216853_x_at"	"A"	"A"	"A"
"216854_at"	"A"	"A"	"A"
"216855_s_at"	"M"	"P"	"P"
"216856_s_at"	"A"	"A"	"A"
"216857_at"	"A"	"A"	"A"
"216858_x_at"	"A"	"A"	"A"
"216859_x_at"	"A"	"A"	"A"
"216860_s_at"	"P"	"A"	"P"
"216861_at"	"A"	"A"	"A"
"216862_s_at"	"P"	"P"	"P"
"216863_s_at"	"P"	"P"	"P"
"216864_at"	"A"	"A"	"A"
"216865_at"	"A"	"A"	"A"
"216866_s_at"	"A"	"A"	"A"
"216867_s_at"	"A"	"M"	"A"
"216868_s_at"	"A"	"A"	"A"
"216869_at"	"A"	"A"	"A"
"216870_x_at"	"P"	"P"	"P"
"216871_at"	"A"	"A"	"A"
"216872_at"	"A"	"A"	"P"
"216873_s_at"	"P"	"P"	"P"
"216874_at"	"A"	"A"	"A"
"216875_x_at"	"A"	"A"	"A"
"216876_s_at"	"A"	"A"	"A"
"216877_at"	"A"	"A"	"A"
"216878_x_at"	"A"	"A"	"A"
"216879_at"	"A"	"A"	"A"
"216880_at"	"P"	"P"	"A"
"216881_x_at"	"A"	"A"	"A"
"216882_s_at"	"P"	"P"	"A"
"216883_x_at"	"P"	"P"	"P"
"216884_at"	"A"	"A"	"A"
"216885_s_at"	"A"	"P"	"P"
"216886_at"	"A"	"A"	"A"
"216887_s_at"	"A"	"A"	"A"
"216888_at"	"A"	"A"	"A"
"216889_s_at"	"A"	"A"	"A"
"216890_at"	"A"	"A"	"A"
"216891_at"	"A"	"A"	"A"
"216892_at"	"A"	"A"	"A"
"216893_s_at"	"A"	"A"	"A"
"216894_x_at"	"A"	"A"	"A"
"216895_at"	"P"	"P"	"P"
"216896_at"	"A"	"A"	"A"
"216897_s_at"	"A"	"A"	"A"
"216898_s_at"	"A"	"A"	"A"
"216899_s_at"	"P"	"P"	"P"
"216900_s_at"	"A"	"A"	"A"
"216901_s_at"	"A"	"A"	"A"
"216902_s_at"	"P"	"P"	"P"
"216903_s_at"	"P"	"P"	"P"
"216904_at"	"A"	"A"	"A"
"216905_s_at"	"A"	"A"	"A"
"216906_at"	"A"	"A"	"A"
"216907_x_at"	"A"	"A"	"A"
"216908_x_at"	"P"	"P"	"P"
"216909_at"	"P"	"A"	"A"
"216910_at"	"A"	"A"	"P"
"216911_s_at"	"A"	"A"	"A"
"216912_at"	"A"	"A"	"A"
"216913_s_at"	"P"	"P"	"P"
"216914_at"	"A"	"A"	"A"
"216915_s_at"	"P"	"P"	"P"
"216916_s_at"	"A"	"A"	"A"
"216917_s_at"	"A"	"A"	"A"
"216918_s_at"	"A"	"A"	"A"
"216919_at"	"A"	"A"	"A"
"216920_s_at"	"A"	"A"	"A"
"216921_s_at"	"A"	"A"	"A"
"216922_x_at"	"A"	"A"	"A"
"216923_at"	"A"	"A"	"A"
"216924_s_at"	"A"	"A"	"A"
"216925_s_at"	"A"	"A"	"A"
"216926_s_at"	"A"	"P"	"M"
"216927_at"	"A"	"A"	"A"
"216928_at"	"A"	"A"	"A"
"216929_x_at"	"A"	"A"	"A"
"216930_at"	"A"	"A"	"A"
"216931_at"	"A"	"A"	"A"
"216932_at"	"A"	"A"	"A"
"216933_x_at"	"P"	"P"	"P"
"216934_at"	"A"	"A"	"A"
"216935_at"	"A"	"A"	"A"
"216936_at"	"A"	"A"	"A"
"216937_s_at"	"A"	"A"	"A"
"216938_x_at"	"A"	"A"	"A"
"216939_s_at"	"A"	"A"	"A"
"216940_x_at"	"A"	"A"	"A"
"216941_s_at"	"P"	"P"	"P"
"216942_s_at"	"P"	"P"	"P"
"216943_at"	"A"	"A"	"A"
"216944_s_at"	"P"	"P"	"P"
"216945_x_at"	"A"	"P"	"P"
"216946_at"	"A"	"A"	"A"
"216947_at"	"A"	"A"	"A"
"216948_at"	"A"	"A"	"A"
"216949_s_at"	"A"	"A"	"A"
"216950_s_at"	"A"	"A"	"A"
"216951_at"	"A"	"A"	"A"
"216952_s_at"	"P"	"P"	"P"
"216953_s_at"	"A"	"A"	"A"
"216954_x_at"	"P"	"P"	"P"
"216955_at"	"A"	"A"	"A"
"216956_s_at"	"A"	"A"	"A"
"216957_at"	"A"	"A"	"A"
"216958_s_at"	"P"	"P"	"P"
"216959_x_at"	"A"	"M"	"A"
"216960_s_at"	"P"	"P"	"P"
"216961_s_at"	"A"	"A"	"A"
"216962_at"	"A"	"A"	"A"
"216963_s_at"	"A"	"A"	"P"
"216964_at"	"A"	"A"	"A"
"216965_x_at"	"P"	"P"	"P"
"216966_at"	"A"	"A"	"A"
"216967_at"	"A"	"A"	"M"
"216968_at"	"A"	"A"	"A"
"216969_s_at"	"P"	"P"	"P"
"216970_at"	"A"	"A"	"A"
"216971_s_at"	"P"	"P"	"P"
"216972_at"	"A"	"A"	"A"
"216973_s_at"	"P"	"P"	"P"
"216974_at"	"A"	"A"	"A"
"216975_x_at"	"A"	"A"	"A"
"216976_s_at"	"P"	"P"	"P"
"216977_x_at"	"P"	"P"	"P"
"216978_x_at"	"A"	"A"	"A"
"216979_at"	"A"	"A"	"A"
"216980_s_at"	"A"	"A"	"A"
"216981_x_at"	"A"	"A"	"A"
"216982_x_at"	"A"	"A"	"A"
"216983_s_at"	"P"	"A"	"A"
"216984_x_at"	"A"	"A"	"A"
"216985_s_at"	"P"	"P"	"P"
"216986_s_at"	"A"	"A"	"A"
"216987_at"	"A"	"A"	"A"
"216988_s_at"	"P"	"P"	"P"
"216989_at"	"A"	"A"	"A"
"216990_at"	"A"	"A"	"A"
"216991_at"	"A"	"A"	"A"
"216992_s_at"	"A"	"M"	"A"
"216993_s_at"	"P"	"A"	"A"
"216994_s_at"	"A"	"A"	"M"
"216995_x_at"	"A"	"A"	"A"
"216996_s_at"	"P"	"P"	"P"
"216997_x_at"	"P"	"P"	"P"
"216998_s_at"	"A"	"A"	"A"
"216999_at"	"A"	"A"	"A"
"217000_at"	"A"	"A"	"A"
"217001_x_at"	"A"	"A"	"A"
"217002_s_at"	"A"	"A"	"A"
"217003_s_at"	"A"	"A"	"A"
"217004_s_at"	"A"	"A"	"A"
"217005_at"	"A"	"A"	"A"
"217006_x_at"	"A"	"A"	"A"
"217007_s_at"	"M"	"A"	"P"
"217008_s_at"	"P"	"A"	"A"
"217009_at"	"P"	"A"	"A"
"217010_s_at"	"P"	"P"	"P"
"217011_at"	"A"	"A"	"A"
"217012_at"	"A"	"P"	"A"
"217013_at"	"A"	"A"	"A"
"217014_s_at"	"A"	"A"	"A"
"217015_at"	"A"	"A"	"A"
"217016_x_at"	"P"	"A"	"A"
"217017_at"	"A"	"A"	"A"
"217018_at"	"A"	"A"	"A"
"217019_at"	"P"	"P"	"P"
"217020_at"	"A"	"A"	"A"
"217021_at"	"A"	"A"	"A"
"217022_s_at"	"A"	"A"	"A"
"217023_x_at"	"A"	"A"	"A"
"217024_x_at"	"A"	"A"	"A"
"217025_s_at"	"P"	"P"	"P"
"217026_at"	"A"	"A"	"A"
"217027_x_at"	"P"	"P"	"P"
"217028_at"	"A"	"A"	"A"
"217029_at"	"A"	"A"	"A"
"217030_at"	"A"	"A"	"A"
"217031_at"	"A"	"A"	"A"
"217032_at"	"A"	"A"	"A"
"217033_x_at"	"A"	"A"	"A"
"217034_at"	"A"	"A"	"A"
"217035_at"	"A"	"A"	"A"
"217036_at"	"A"	"A"	"A"
"217037_at"	"A"	"A"	"A"
"217038_at"	"A"	"A"	"A"
"217039_x_at"	"A"	"A"	"A"
"217040_x_at"	"A"	"A"	"P"
"217041_at"	"A"	"A"	"A"
"217042_at"	"P"	"P"	"P"
"217043_s_at"	"P"	"P"	"P"
"217044_s_at"	"A"	"A"	"A"
"217045_x_at"	"A"	"P"	"A"
"217046_s_at"	"A"	"A"	"A"
"217047_s_at"	"P"	"P"	"P"
"217048_at"	"A"	"A"	"A"
"217049_x_at"	"A"	"A"	"P"
"217050_at"	"A"	"A"	"A"
"217051_s_at"	"A"	"A"	"A"
"217052_x_at"	"P"	"P"	"P"
"217053_x_at"	"P"	"P"	"P"
"217054_at"	"P"	"P"	"A"
"217055_x_at"	"A"	"A"	"A"
"217056_at"	"A"	"A"	"A"
"217057_s_at"	"A"	"A"	"A"
"217058_at"	"A"	"A"	"A"
"217059_at"	"A"	"A"	"A"
"217060_at"	"A"	"A"	"A"
"217061_s_at"	"P"	"P"	"P"
"217062_at"	"A"	"A"	"A"
"217063_x_at"	"A"	"A"	"A"
"217065_at"	"A"	"A"	"A"
"217066_s_at"	"A"	"A"	"A"
"217067_s_at"	"A"	"A"	"A"
"217068_at"	"A"	"A"	"M"
"217069_at"	"A"	"A"	"A"
"217070_at"	"A"	"A"	"A"
"217071_s_at"	"A"	"A"	"A"
"217072_at"	"A"	"A"	"A"
"217073_x_at"	"A"	"A"	"A"
"217074_at"	"A"	"A"	"A"
"217075_x_at"	"A"	"A"	"A"
"217076_s_at"	"A"	"A"	"A"
"217077_s_at"	"A"	"A"	"A"
"217078_s_at"	"A"	"A"	"A"
"217079_at"	"A"	"A"	"A"
"217080_s_at"	"P"	"P"	"P"
"217081_at"	"A"	"A"	"A"
"217082_at"	"A"	"A"	"A"
"217083_at"	"A"	"A"	"A"
"217084_at"	"A"	"A"	"A"
"217085_at"	"A"	"A"	"A"
"217086_at"	"A"	"A"	"A"
"217087_at"	"A"	"A"	"A"
"217088_s_at"	"A"	"A"	"A"
"217090_at"	"A"	"A"	"M"
"217091_at"	"A"	"A"	"A"
"217092_x_at"	"P"	"P"	"P"
"217093_at"	"A"	"A"	"A"
"217094_s_at"	"P"	"P"	"P"
"217095_x_at"	"A"	"A"	"A"
"217096_at"	"A"	"A"	"A"
"217097_s_at"	"P"	"P"	"P"
"217098_s_at"	"A"	"A"	"A"
"217099_s_at"	"P"	"P"	"P"
"217100_s_at"	"P"	"P"	"P"
"217101_at"	"A"	"A"	"A"
"217102_at"	"A"	"A"	"A"
"217103_at"	"A"	"A"	"A"
"217104_at"	"A"	"P"	"P"
"217105_at"	"A"	"A"	"A"
"217106_x_at"	"P"	"P"	"P"
"217107_at"	"A"	"P"	"P"
"217108_at"	"A"	"A"	"A"
"217109_at"	"A"	"A"	"A"
"217110_s_at"	"A"	"A"	"A"
"217111_at"	"A"	"A"	"A"
"217112_at"	"A"	"A"	"A"
"217113_at"	"A"	"A"	"A"
"217114_at"	"A"	"P"	"M"
"217115_at"	"A"	"A"	"A"
"217117_x_at"	"P"	"P"	"P"
"217118_s_at"	"P"	"P"	"P"
"217119_s_at"	"A"	"A"	"A"
"217120_s_at"	"A"	"A"	"A"
"217121_at"	"A"	"A"	"A"
"217122_s_at"	"P"	"P"	"P"
"217123_x_at"	"A"	"A"	"A"
"217124_at"	"P"	"P"	"P"
"217125_at"	"P"	"P"	"P"
"217126_at"	"A"	"A"	"A"
"217127_at"	"P"	"P"	"P"
"217128_s_at"	"A"	"A"	"A"
"217129_at"	"A"	"A"	"A"
"217130_at"	"A"	"A"	"P"
"217131_at"	"A"	"A"	"A"
"217132_at"	"A"	"A"	"A"
"217133_x_at"	"P"	"P"	"P"
"217134_at"	"A"	"A"	"A"
"217135_x_at"	"A"	"P"	"P"
"217136_at"	"A"	"A"	"A"
"217137_x_at"	"A"	"A"	"A"
"217138_x_at"	"A"	"A"	"A"
"217139_at"	"P"	"P"	"P"
"217140_s_at"	"P"	"P"	"P"
"217141_at"	"A"	"A"	"A"
"217142_at"	"A"	"P"	"M"
"217143_s_at"	"A"	"A"	"A"
"217144_at"	"P"	"P"	"P"
"217145_at"	"A"	"A"	"A"
"217146_at"	"A"	"A"	"A"
"217147_s_at"	"A"	"A"	"A"
"217148_x_at"	"A"	"A"	"A"
"217149_x_at"	"P"	"M"	"A"
"217150_s_at"	"P"	"P"	"P"
"217151_at"	"A"	"A"	"A"
"217152_at"	"P"	"A"	"A"
"217153_at"	"A"	"A"	"A"
"217154_s_at"	"A"	"A"	"A"
"217155_at"	"A"	"A"	"A"
"217156_at"	"A"	"A"	"P"
"217157_x_at"	"A"	"A"	"A"
"217158_at"	"A"	"A"	"A"
"217159_x_at"	"A"	"A"	"A"
"217160_at"	"A"	"A"	"A"
"217161_x_at"	"A"	"A"	"A"
"217162_at"	"A"	"A"	"A"
"217163_at"	"A"	"A"	"A"
"217164_at"	"P"	"A"	"A"
"217165_x_at"	"P"	"P"	"P"
"217166_at"	"A"	"P"	"A"
"217167_x_at"	"P"	"P"	"P"
"217168_s_at"	"P"	"P"	"P"
"217169_at"	"A"	"A"	"A"
"217170_at"	"A"	"A"	"A"
"217171_at"	"A"	"A"	"A"
"217172_at"	"A"	"A"	"A"
"217173_s_at"	"P"	"P"	"P"
"217174_s_at"	"A"	"A"	"A"
"217175_at"	"A"	"A"	"A"
"217176_s_at"	"M"	"P"	"P"
"217177_s_at"	"M"	"A"	"M"
"217178_at"	"A"	"A"	"A"
"217179_x_at"	"A"	"A"	"A"
"217180_at"	"A"	"A"	"A"
"217181_at"	"A"	"A"	"A"
"217182_at"	"A"	"A"	"A"
"217183_at"	"A"	"A"	"A"
"217184_s_at"	"A"	"A"	"A"
"217185_s_at"	"P"	"P"	"P"
"217186_at"	"A"	"A"	"A"
"217187_at"	"A"	"A"	"A"
"217188_s_at"	"P"	"P"	"P"
"217189_s_at"	"A"	"P"	"P"
"217190_x_at"	"A"	"A"	"A"
"217191_x_at"	"P"	"P"	"P"
"217192_s_at"	"A"	"A"	"P"
"217193_x_at"	"A"	"A"	"P"
"217194_at"	"A"	"P"	"A"
"217195_at"	"A"	"A"	"A"
"217196_s_at"	"P"	"P"	"P"
"217197_x_at"	"A"	"A"	"A"
"217198_x_at"	"A"	"A"	"A"
"217199_s_at"	"A"	"A"	"A"
"217200_x_at"	"P"	"P"	"P"
"217201_at"	"A"	"A"	"A"
"217202_s_at"	"A"	"A"	"P"
"217203_at"	"A"	"A"	"P"
"217204_at"	"A"	"A"	"A"
"217205_at"	"P"	"P"	"P"
"217206_at"	"A"	"P"	"A"
"217207_s_at"	"A"	"P"	"A"
"217208_s_at"	"P"	"P"	"P"
"217209_at"	"A"	"P"	"A"
"217210_at"	"A"	"A"	"A"
"217211_at"	"P"	"P"	"P"
"217212_s_at"	"A"	"P"	"P"
"217213_at"	"A"	"A"	"A"
"217214_s_at"	"A"	"A"	"A"
"217215_s_at"	"A"	"A"	"A"
"217216_x_at"	"P"	"P"	"P"
"217217_at"	"A"	"A"	"A"
"217218_at"	"A"	"A"	"A"
"217219_at"	"A"	"A"	"A"
"217220_at"	"P"	"A"	"A"
"217221_x_at"	"P"	"P"	"P"
"217222_at"	"A"	"A"	"A"
"217223_s_at"	"A"	"P"	"P"
"217224_at"	"A"	"A"	"A"
"217225_x_at"	"P"	"P"	"P"
"217226_s_at"	"P"	"P"	"P"
"217227_x_at"	"A"	"A"	"A"
"217228_s_at"	"A"	"A"	"A"
"217229_at"	"A"	"A"	"A"
"217230_at"	"A"	"A"	"A"
"217231_s_at"	"A"	"A"	"A"
"217232_x_at"	"A"	"A"	"A"
"217233_at"	"A"	"A"	"A"
"217234_s_at"	"P"	"P"	"P"
"217235_x_at"	"A"	"A"	"A"
"217236_x_at"	"A"	"A"	"A"
"217237_at"	"A"	"A"	"A"
"217238_s_at"	"A"	"A"	"A"
"217239_x_at"	"A"	"A"	"A"
"217240_at"	"A"	"A"	"A"
"217242_at"	"A"	"A"	"A"
"217244_at"	"A"	"A"	"A"
"217245_at"	"A"	"A"	"A"
"217246_s_at"	"A"	"P"	"M"
"217247_at"	"A"	"M"	"A"
"217248_s_at"	"A"	"A"	"A"
"217249_x_at"	"P"	"P"	"P"
"217250_s_at"	"A"	"A"	"A"
"217251_x_at"	"A"	"A"	"A"
"217252_at"	"A"	"A"	"A"
"217253_at"	"A"	"P"	"P"
"217254_s_at"	"P"	"P"	"A"
"217255_at"	"A"	"A"	"A"
"217256_x_at"	"P"	"P"	"P"
"217257_at"	"A"	"A"	"A"
"217258_x_at"	"A"	"A"	"A"
"217259_at"	"A"	"A"	"A"
"217260_x_at"	"A"	"A"	"A"
"217261_at"	"A"	"A"	"A"
"217262_s_at"	"A"	"A"	"A"
"217263_x_at"	"A"	"A"	"A"
"217264_s_at"	"A"	"A"	"A"
"217265_at"	"A"	"A"	"A"
"217266_at"	"P"	"P"	"P"
"217267_s_at"	"A"	"A"	"A"
"217268_at"	"A"	"A"	"A"
"217269_s_at"	"P"	"P"	"P"
"217270_s_at"	"P"	"P"	"M"
"217271_at"	"A"	"A"	"A"
"217272_s_at"	"A"	"A"	"A"
"217273_at"	"A"	"A"	"A"
"217274_x_at"	"A"	"A"	"A"
"217275_at"	"A"	"A"	"A"
"217276_x_at"	"A"	"A"	"A"
"217277_at"	"A"	"A"	"A"
"217278_x_at"	"A"	"A"	"A"
"217279_x_at"	"A"	"A"	"P"
"217280_x_at"	"A"	"A"	"A"
"217281_x_at"	"A"	"A"	"A"
"217282_at"	"A"	"A"	"A"
"217283_at"	"A"	"A"	"A"
"217284_x_at"	"A"	"A"	"A"
"217285_at"	"A"	"A"	"A"
"217286_s_at"	"P"	"P"	"P"
"217287_s_at"	"A"	"A"	"A"
"217288_at"	"A"	"A"	"A"
"217289_s_at"	"A"	"M"	"P"
"217290_at"	"A"	"A"	"A"
"217291_at"	"A"	"A"	"A"
"217292_at"	"A"	"A"	"A"
"217293_at"	"A"	"P"	"P"
"217294_s_at"	"P"	"P"	"P"
"217295_at"	"A"	"A"	"A"
"217296_at"	"A"	"A"	"A"
"217297_s_at"	"P"	"P"	"P"
"217298_at"	"A"	"A"	"A"
"217299_s_at"	"P"	"P"	"P"
"217300_at"	"P"	"P"	"P"
"217301_x_at"	"P"	"P"	"P"
"217302_at"	"A"	"A"	"A"
"217303_s_at"	"A"	"A"	"A"
"217304_at"	"A"	"A"	"A"
"217305_s_at"	"A"	"A"	"A"
"217306_at"	"P"	"A"	"A"
"217307_at"	"A"	"A"	"A"
"217308_at"	"A"	"A"	"A"
"217309_s_at"	"P"	"P"	"P"
"217310_s_at"	"P"	"P"	"P"
"217311_at"	"A"	"A"	"A"
"217312_s_at"	"M"	"P"	"P"
"217313_at"	"P"	"P"	"P"
"217314_at"	"A"	"A"	"A"
"217315_s_at"	"P"	"A"	"A"
"217316_at"	"A"	"A"	"A"
"217317_s_at"	"P"	"P"	"P"
"217318_x_at"	"A"	"A"	"A"
"217319_x_at"	"A"	"A"	"A"
"217320_at"	"A"	"A"	"A"
"217321_x_at"	"A"	"A"	"A"
"217322_x_at"	"P"	"P"	"P"
"217323_at"	"A"	"A"	"A"
"217324_at"	"A"	"M"	"A"
"217325_at"	"A"	"A"	"A"
"217326_x_at"	"A"	"A"	"A"
"217327_at"	"A"	"A"	"A"
"217328_at"	"A"	"A"	"A"
"217329_x_at"	"P"	"P"	"P"
"217330_at"	"A"	"A"	"A"
"217331_at"	"A"	"A"	"A"
"217332_at"	"A"	"A"	"A"
"217333_at"	"A"	"A"	"A"
"217334_at"	"A"	"A"	"A"
"217335_at"	"A"	"A"	"M"
"217336_at"	"P"	"A"	"A"
"217337_at"	"P"	"P"	"A"
"217338_at"	"A"	"A"	"A"
"217339_x_at"	"A"	"A"	"A"
"217340_at"	"P"	"P"	"P"
"217341_at"	"A"	"A"	"A"
"217342_x_at"	"A"	"A"	"A"
"217343_at"	"A"	"A"	"A"
"217344_at"	"P"	"P"	"P"
"217345_at"	"A"	"A"	"A"
"217346_at"	"P"	"P"	"P"
"217347_at"	"P"	"P"	"P"
"217348_x_at"	"A"	"M"	"A"
"217349_s_at"	"A"	"A"	"A"
"217350_at"	"A"	"A"	"A"
"217351_at"	"A"	"A"	"A"
"217352_at"	"P"	"P"	"A"
"217353_at"	"P"	"P"	"P"
"217354_s_at"	"P"	"P"	"P"
"217355_at"	"A"	"A"	"A"
"217356_s_at"	"P"	"P"	"P"
"217357_at"	"A"	"A"	"A"
"217358_at"	"A"	"A"	"A"
"217359_s_at"	"A"	"A"	"P"
